asv	SRR3426343	SRR3426353	SRR3426354	SRR3426355	SRR3426358	SRR3426359	SRR3426363	SRR3426364	SRR3426366	SRR3426369	SRR3426370	SRR3426374	SRR3426375	SRR3426377	SRR3426388	SRR3426393	SRR3426394	SRR3426398	SRR3426400	SRR3426410	SRR3426417	SRR3426418	SRR3426421	SRR3426432	SRR3426436	SRR3426437	SRR3426441	SRR3426442	SRR3426443	SRR3426447	SRR3426448	SRR3426452	SRR3426453	SRR3426454	SRR3426459	SRR3426460	SRR3426464	SRR3426465	SRR3426466	SRR3426470	SRR3426471	SRR3426477	SRR3426488	SRR3426489	SRR3426490	SRR3426494	SRR3426499	SRR3426512	SRR3426513	SRR3426521	SRR3426530	SRR3426531	SRR3426532	SRR3426536	SRR3426541	SRR3426543	SRR3426546	SRR3426547	SRR3426624	SRR3426664	SRR3426665	SRR3426667	SRR3426677	SRR3426684	SRR3426688	SRR3426799	SRR3426803	SRR3426804	SRR3426807	SRR3426810	SRR3426812	SRR3426838	SRR3426842	SRR3426871	SRR3426875	SRR3426876	SRR3426877	SRR3426878	SRR3426879	SRR3426880	SRR3426882	SRR3426883	SRR3426884	SRR3426885	SRR3426888	SRR3426889	SRR3426894	SRR3426895	SRR3426902	SRR3426936	SRR3426937	SRR3426947	SRR3427000	SRR3427001	SRR3427052	SRR3427060	SRR3427082
678cafce3012ff90a83e067f72c28b50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	572	0	0
0a7916937540508d66804ad3023b64df	0	0	0	0	0	0	0	0	51	0	41	0	0	57	163	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	13	0	0	0	0	50	0	0	0	98	0	0	0	0	0	56	0	72	126	34	0	0	0	16	0	0	0	0	0	0	0	8	0	14	0	0	0
10afed974c7445790ac9d390de865563	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	26	0	0	4	0	0	115	0	0	0	0	0	0	0	0	25	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
9eee280ef84e2b6c8d8814bf4366a700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6f8c95604e8fcec101230255dfafbacb	0	0	7	10	0	17	0	0	6	21	6	0	14	0	0	0	40	12	9	8	0	19	15	0	0	7	20	0	0	0	0	2	33	0	0	4	0	0	9	0	8	27	0	0	0	0	0	6	0	0	21	16	176	8	0	0	0	0	0	0	0	5	0	4	0	0	0	75	0	0	0	0	0	0	0	6	81	0	0	0	15	18	0	0	0	34	0	15	0	0	0	0	4	12	0	0	17
e5f25641bd6bb48cee45159f665aded3	0	0	0	0	0	187	0	0	15	0	0	0	0	0	0	0	69	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	11	0	0	40	0	0	0	6	0	0	0	26	0	0	0	240	0	0	0	0	0	0	0	0	34	0	0	22	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	11	0	0	36
a973859c32c66da47fa62ca5e736d60b	47	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	73	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	37	12	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	50	0	0	0	24	25	0	104	20	0	0	0
f0febf791f8103df689ca5482a6cb238	0	0	127	0	0	10	0	0	0	0	110	0	0	0	0	0	28	0	9	0	0	91	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	18	0	21	9	14	0	0	98	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	14	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	99	0	5	0	6	0	0	0	0	0	0	0
385ef1b184e6a803be0b9577a8635c82	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
ef96a7cbb2cbe66e0283706555e5eb22	0	0	0	0	0	0	0	0	79	0	0	0	45	0	0	0	91	0	0	0	0	0	50	13	0	0	0	0	0	0	0	0	251	0	0	0	0	22	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	26	0	0	0	0	0	0	107
17225c6e21cf89e8f6526aef6a0f8971	0	0	0	0	0	0	0	0	11	0	12	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	10	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	22	0	24	0	0	77	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	51
a5c7c763fbf8c55c2c490ce74bc5b9f5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	18	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	5	167	0	0	0	152	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	213	0	0	0	0	0	0	0	0	0	0	6	0	0
af58bb7cba95f697881b1116b6cd87c9	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	90	55	0	0	0	0	0	0	0
af80c89fd0ceea512ee6d3ef39888e0a	0	0	0	0	0	7	0	0	0	0	0	0	11	0	0	0	3	0	8	0	0	0	0	0	171	0	38	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	8	88	0	0	42	0	0	0	84	0	0	142	0	0	0	0	0	0	0	0	18	5	64	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
c1b420df27ebd6f73aefd6efce17774a	0	0	0	0	0	26	0	0	0	0	0	0	22	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	4	0	0	22	0	0	0	311	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	127	0	0	24	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	8	0	0	0	22	20	0	0	2	0	0	18
f35f3c073c0b8a4613813119fe24f2ea	0	0	0	0	0	0	0	0	683	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45525fcbac9e4f8246710a7de072e6d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01276134f3bcc48c622a784fe60802ef	0	216	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	34	0	126	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ad15e3e560fd60459a18acd799ec837	0	0	0	0	0	0	3	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08b230ddfc9b51c64a6692aa5765110e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	702	0	0	0	0
31ed8c43c19e58b8af615a605cb615e8	0	0	0	0	0	85	0	0	0	0	41	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0
afc6ace966a7d9beb6ada79f92bddbb8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	697	0	0	0	0	0	0	0	0	0	0	0	0	0
86e54eb01de1af0e817bad2745062a06	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	23	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	135	0	0	0	0	77	0	0	0
0d47d445f8bd92b36969a4d5ad0b1fb7	0	0	0	0	0	0	0	0	0	0	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5be3da037287db10c2f95271e8a57cb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	219	0	0	116	0	0	0	0	0	0	96	0	0	0	192	0	0	0	0	0	0	9	27	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
c0499685360a22352767b71ff3889747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d709979825e8470959868d0dc1d8335	10	25	0	71	0	0	122	0	0	17	3	0	0	0	0	24	0	25	0	0	0	0	227	0	0	0	22	0	0	0	33	20	0	6	9	0	0	0	0	19	0	11	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	0	0	0	0	0	12	0
895d29919679f7020265b79915a43489	0	0	0	0	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bb286ac4634ea9348f71e2a7c118d538	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	53	0	16	0	0	21	0	0	0	113	0	0	0	0	0	0	15	16	0	0	0	0	0	0	30	119	0	0	18	0	0	37	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	22	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	95
5a9e5227018b0b4ae7321885f52b1b64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	5	0	0	0	0	0	0	0	0	20	0	0	0
42f182425ed9c1256848aacb71ebd6c0	0	43	17	108	0	0	29	0	0	0	70	0	0	0	0	0	15	15	0	0	0	25	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	12	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	60	0	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	11	0	0	0	10	0	0	0
2a66194173ef14aaa7688a0e719fd8b6	0	0	0	0	0	0	0	3	31	0	0	0	0	93	59	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	58	0	49	0	0	0	14	40	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	32	57	0	0	0	0	0	0	0	0	0	35	0	8	0
8be7540aa02ce98f44c80a20373e7795	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	22	0	0	0
9bd5a42dfbbb979c402b5080066ad802	0	0	0	0	0	13	0	0	26	0	6	0	35	10	28	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	71	0	0	0	0	0	0	0	14	6	0	0	0	11	0	4	0	0	0	9	5	0	15	0	2	9	0	147	0	0	8	0	7	0	0	0	9	0	0	9	0	0	0	2	0	0	115	0	0	3	18	0	0	0	26	0	0	13	0	37	17	0	0	6
f81baf6c5f50cb7ebbb420703ec31aa8	0	0	0	0	0	8	0	0	10	0	0	0	0	0	0	0	0	0	0	3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	34	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	21	0	0	0	0	45	64	0	0	0	0	0	0	288	0	0	0	10	0	0	0	0	54	0	0	0	0	0	0
e8f3ea942955cd13d199c2528c59e359	0	41	0	0	11	0	0	0	0	0	0	0	0	0	5	0	0	7	2	7	8	0	4	3	12	0	0	0	0	12	10	0	0	0	0	0	4	0	7	0	0	0	26	9	12	12	21	0	0	24	0	0	0	0	0	27	0	0	16	17	0	9	0	22	6	0	0	0	18	0	3	5	3	0	0	31	18	11	14	0	2	5	2	3	6	0	0	10	21	24	4	112	12	0	30	17	0
e9bbd92101bc885768e9636d36104fd2	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	16	0	15	0	0	0	29	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	85	0	0	21	0	0	0	0	0	0	0	0	169	0	0	0	0	48	0	0	0	0	0	0	0	18	0	0	0	68	0	0	0
d9315263d36ca53054ebb2c0b20104fe	28	4	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	3	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	24	0	0	0	0	0	161	0	0	11	0
5d155c1ff42e825f4182191e90ac6b60	0	0	0	487	0	0	25	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	38	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c8d07aa1ecbaf56e7fc6f3463ff5b56e	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	129	0	24	0	0	0	0	0	0	0	0	0	0
98d581de4b1c2ecb769b604510a1c970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c7be0accf07d75ee92dafdb7df1c5d33	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	8	5	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	30	165	0	0	186	145	0	0	0	0	0	0	0	0	0	0	0	0	0
a7d3fea938e24679e0870f10c4b22d06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5fc1e0bd7ad4e43d1e2fe832bedab46a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	0	0	10	0	0	0	0	0	0	0	19	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	3	13	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9116038750a5ae13580bbfd8f284fdec	0	36	0	0	0	0	0	0	13	0	5	0	51	0	0	0	16	16	9	0	14	11	0	0	13	33	0	0	0	0	0	0	0	0	9	0	38	0	0	10	46	0	0	0	0	12	0	0	4	0	93	0	0	0	0	0	24	0	0	8	0	14	0	0	19	0	0	0	7	0	12	31	0	0	0	23	25	0	0	0	13	9	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0
1e326fa5bbd69eee0bcb6013049d484d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
587d52864eee5851c700f24c8635bfe9	0	0	0	0	0	0	0	0	0	0	0	0	0	72	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	94	0	0	0	47	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
5ec58a064162d3fdbc71da7dfb6e79bb	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b8f7972d47362aee0b20aaea2bcf2fbb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
705adc9e6747e4f2fd8e0e90521a11cd	0	15	0	0	0	0	0	0	0	0	25	0	21	0	0	0	44	0	0	0	0	43	255	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	36	0	0	10	0	0	12	0	0	0
b26b894ece2df05f4614e494a1b566f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbbbde6bd2fc8acabc5708a5659bc0c6	0	0	0	70	0	0	0	0	0	0	34	0	0	0	0	0	14	24	55	66	0	56	0	0	0	3	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	10	0
74e788877979163e9614902f3a4b7404	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	13	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	344	0	0	105	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
7cb24fcfaa41479c1a6be6f2c530f5a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
52bdeebaa638113a419e83f6002e9136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18735966948016fc2441a1f280a8c253	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0
b9ecd3eef698c1c8d2b98a35d6872818	0	0	0	0	0	6	0	0	29	0	0	0	10	21	31	0	4	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	0	15	24	0	0	3	0	3	15	0	28	34	0	4	0	0	0	0	11	0	0	0	31	0	0	0	0	0	0	2	25	53	8	0	0	37	64	0	4	0	0	0	0	41	0	0	23	0	0	33
d0e59a19679074b760cbdcc7171b8a34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a75c5b86eef7e0e52d5284c8eac557ee	0	16	0	0	0	12	0	0	0	0	13	0	27	0	0	0	0	18	70	16	0	33	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	58	0	0	0	27	0	0	0	18	0	18	0	0	0	0	0	36	0	0	0	0	34	0	0	31	0	0	4	16	0	0	0	0	0	0	0	31	0	0	0	8	24	0	0	0	0	0	13	4	13	0	0	0	45	0	7	0
c709c51c47a48915edfe19930721c6a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	532	0	0
403e01f98a482aad93d6fe56b09a84c2	0	0	117	0	7	14	0	0	0	0	45	0	0	0	0	0	78	0	30	0	0	31	0	0	0	21	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	11	0	0	0	0	35	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
