asv	SRR2085804	SRR2085805	SRR2085806	SRR2085807	SRR2085813	SRR2085814	SRR2085819	SRR2085820	SRR2085821	SRR2085822	SRR2085827	SRR2085828	SRR2085831	SRR2085832	SRR2085833	SRR2085834
3171fa7030544a5dcd2dc3d0c5444e5a	0	0	0	11	0	0	0	0	0	0	0	0	35	0	0	0
e6301435e33c703b70555f7afdd02b83	0	0	0	0	14	0	32	0	0	0	0	0	0	0	0	0
2cc9631a44e33a50587e054a338422ef	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0
4303297452737b1b6ff6cda78f5b9fca	0	0	0	0	0	10	5	0	12	0	0	5	14	0	0	0
7d6776835735f963c544f1806c7f7230	0	0	0	0	0	0	0	0	41	0	0	0	0	0	5	0
52aabd2f22dc1734a2c1ab2e13a19de6	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0
74b1c3b9f4fbd82dcf23238b187ac9d3	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	20
9639c3ac651b25e7b329143a6556100f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0
ef04fc53770b2f608a9bb030f481e676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0
4389760ca3d4097c1bc274b7a0b72acb	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0
7422c9dc1dad91371d85d05c7d9fc47d	0	0	0	0	14	10	0	0	0	16	0	0	5	0	0	0
f67cef0d8bfeea1149ece2ba9f1c76ea	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0
2da84201b27ea76b5c5dadc7e9ce3df4	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0
059444a3bf2025ff3b47351979553bb7	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0
af2b399dcc533aa5627a1a1485199ab2	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0
c7eb8a7dec32839c23b9436ee084e905	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0
a9be2e6403246893131ed11dddc14524	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0
60614ad0ac19a3749cf6d250e75fd33b	9	11	9	0	0	0	0	0	0	15	0	0	0	0	0	0
6d4993c5d1c4454c416cd28f2f8c5a5f	28	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
3f6dd43097561c65057b89f399c8fa8b	6	9	8	11	0	0	0	0	0	7	0	0	3	0	0	0
fd3d69a0895a59dc215300bc5794debf	8	0	19	0	0	0	0	0	0	0	10	0	7	0	0	0
868a28e58682e8bae86adb517dcd085f	0	0	0	0	29	0	7	0	8	0	0	0	0	0	0	0
cebc303666a3d70c2b968f1291fd9080	0	0	0	0	0	0	14	0	0	30	0	0	0	0	0	0
117e7628b2e28cca6ea854aca6666958	0	0	0	0	0	0	0	23	0	0	21	0	0	0	0	0
8d9ff0a60b9776dce9e70408eb10853d	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0
db62379301d645a4c64c7eaf545adc61	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0
38fe3e9ea2e5283ed0fb9ecd0840852b	0	0	0	0	0	0	0	0	0	0	14	0	13	0	17	0
6e73d7a5f2830784ba965263c2210d5f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
e6a6cc8c9bd2525bbbd04ca4acd209c7	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331ecca88dbcab82e9b966ad977b5b0f	12	14	0	0	0	0	0	0	17	0	0	0	0	0	0	0
104cd6ef00bc31ec3f27d44935866d94	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
d91cfeefdc5f29ef9b1e19755b8d6d4d	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
3ab3f3ddbf13d147bb668a13ded0fd62	0	0	27	16	0	0	0	0	0	0	0	0	0	0	0	0
f64f4f2d13f131ea4b6d5fd5afd9a36d	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
e64f4c955153536cab4c76d156754cfe	0	0	0	10	14	19	0	0	0	0	0	0	0	0	0	0
601e0805be4c5ab90579253cc6d1b150	0	0	0	18	0	0	0	0	0	0	0	0	0	0	25	0
aa7adad96537644fc870a23607e06987	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0
5f607cde5ada8e6d6fa366e571bfe112	0	0	0	0	0	0	16	0	0	0	0	27	0	0	0	0
4294ea9d8e4b0ae751d053fc4d1d268b	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0
63eabbf4a6afb4ccbe4fb79c99e330c4	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0
30c1837026c39506a58ad1f81c5155af	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0
bc64a28415c97a2d5dbf7f5c4a6724b4	20	9	0	0	0	0	0	0	0	0	0	0	0	0	13	0
6c5978500565ef4c8cf73b24c99c26dc	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9bd5c1b6254c48b340c7fbbc9bac66d6	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7940375290b0c578a337f5b3c04e6d2f	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d86401469e5dfea5909718d634a8fcbe	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cb2073d68dc3a3f1f99eafc7acefe17	0	0	20	0	0	0	0	0	0	0	0	0	0	0	22	0
44e687bac0b656ac46d2221c524f2d4c	0	0	18	24	0	0	0	0	0	0	0	0	0	0	0	0
335db84d92e0f0b20697534baf1d61f0	0	0	0	0	38	0	0	0	0	0	4	0	0	0	0	0
987f5eddb2158ac5159e50fda17a8f14	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0
aadaabc5da5e04d8a2714fc28fbb7db7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	35
6cf154b634975c98c6b02611b00a21c3	0	0	0	0	0	0	0	0	19	0	0	0	0	0	23	0
cea73a6d2bc5308fd1bc4b76f5f97976	0	0	0	0	0	0	0	0	0	13	17	0	12	0	0	0
5bce82bec18d085100872f1491a1dba2	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0
8dcfcac58b58dc8226e17ab0d8fea52d	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0
857b2a3760d3fb81da805bc9e1512101	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
677b19527580f40d28aee33e2931072e	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ad6a52ebf4f4e3caeaefecd09af24ce	0	28	0	0	0	0	0	0	0	0	0	0	0	0	13	0
552997462bb1d3e0c8a1345a1d04e931	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23528d45b222a53ada925cfd844e4e6d	0	0	12	0	0	0	0	0	29	0	0	0	0	0	0	0
645955f383f126cbd51585128043c237	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
bf28192c58b3261331b10a0f7592531a	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
02bd6f74827a5c45d0497b00ef914e18	0	0	0	18	0	0	0	23	0	0	0	0	0	0	0	0
e020c0f6a724bdaf63530baf0db3eeca	0	0	0	29	0	12	0	0	0	0	0	0	0	0	0	0
d0d99e999878dd02a8a65798e15d5a25	0	0	0	0	18	0	0	4	0	19	0	0	0	0	0	0
f76c62207c064789b0ded05d1a1322ff	0	0	0	0	20	0	21	0	0	0	0	0	0	0	0	0
b5e021ead2b1883727ba1232fb860657	0	0	0	0	0	9	32	0	0	0	0	0	0	0	0	0
2944f206cf614299b80a1c3ea32c892a	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0
05c98a0f88864e02cdd97cfb7723e035	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0
8b988f39d0117cc4ee244882fdf2fe49	0	0	0	0	0	0	0	17	0	21	0	0	0	0	3	0
8ac4103fd3e4c72a4e9cab5668598e4f	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0
2a1e4f5e7ea8d0caa2a6f8410f14c3cb	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
ed6e43aeed27f2ffe3b508d62aa9f826	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0
cbdd3e13377ce8bb7bc2d5954299c590	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0
6a1d99c1dd4a6fb15be2cf140b9e5a24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0
6ea70909f7b5636e85e282b790ac6d9c	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e92cb811e56fe70d01ac208825691dab	14	0	0	0	10	6	0	0	10	0	0	0	0	0	0	0
f6a2f21908b415da679b07d82b4f785c	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
c1e813ba2868e6d19bc464eb34735b05	0	0	0	34	6	0	0	0	0	0	0	0	0	0	0	0
e04035886eb1803ab962997cf8697239	0	0	0	0	17	0	0	5	0	0	0	0	0	0	18	0
bbb61f8fa633453a65971050d25b5558	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0
82824cee6457fbec47d8d66ffea9308b	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0
bd582b0d3409a03ddff25a912a0e0916	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
1ff986267a59f1da39308e8e31f7b98a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
47ed83dcc36b1257ee2d0b53530ad91f	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9d272539fbab2e7e5cdd82f8c2e287a8	0	15	8	0	9	0	7	0	0	0	0	0	0	0	0	0
18a85fcae53991b26bf3cf9126ddd210	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
706e6a317d6e7fb60cbef960675409e7	0	0	6	0	0	21	0	0	0	0	12	0	0	0	0	0
c38af74a774a801a155275c94e006abc	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0
d36735e39ad026b304ecd66e3c9c909f	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0
489a03a2cb7d566ca09810e6d6c7eac1	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
d2c219890ab54a0f699f95d0e8beea36	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
86960c2187d86b68c3a2e96f3918fd17	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0
ef0b8d6c4ff3ec08152ea6aa877885b5	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0
40c63f73251cd63a0c134fd814fedebd	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0
86269c3015d5b6d149cc113a37e0761e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0
6c876e9fc3ffb5540ef783b976adda0a	19	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
9d87d90483320c2957fe72ef4a59a1ec	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05dd2a56801e6e7f37235062d77a310a	0	23	0	0	0	0	0	9	6	0	0	0	0	0	0	0
7b0572947867b22ef0a5435c2a9ec4b1	0	6	5	11	0	0	0	0	0	0	0	0	0	0	0	16
5fb42a6d0b6dd87ae5afb32932e8dac0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0
e91951c94bc9b600f9b98926f7399761	0	0	16	0	8	0	0	0	9	0	0	0	0	5	0	0
cb5fd4cf39851e6b4c600b5a39ba5a9c	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0
3d1b532537891256630eb031e18b48f6	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
65d3cca7013059dba32547a8b03ade6a	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
80391e10b77d6c967929849af7b58f02	0	0	0	0	0	10	0	28	0	0	0	0	0	0	0	0
9405e577001639fa684065d7d6e44231	0	0	0	0	0	0	13	0	10	0	8	0	0	0	0	7
76a2bd84b26a0ad3e668dd02693f8d92	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0
582f1f6f1545864c9019c23bc34c255b	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0
b42bc5771de286d4c15296d67bd13eb5	0	0	0	0	0	0	0	0	19	19	0	0	0	0	0	0
5b2927dfee8b73dd03dd69b832eef4f9	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0
3ef6b59fce8165d234091d5459e3df9e	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0
23eed56d3dbe6a89b140b82b01366b38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
b4ba72b62bc867d706b105b7b4ba2900	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c57b889f4f003014f5244b73e746931	15	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0
3639b914572801ad84a2e58e528c23eb	25	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
21473c449613c3e87fae103f8cfa8248	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14645ebb809336d863b00f823a9c4dc0	7	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
64fc824528469e56a87f7bb4601f5e51	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82a09dab7490e4b15e05ffe7d3181737	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6dd8421fe864b2272491bcb2f3735ca7	0	7	0	0	0	0	0	23	0	0	0	0	0	7	0	0
21eb91a557da5de3b24bba9a433caae0	0	0	4	3	12	0	7	0	0	0	7	4	0	0	0	0
599995f6f138849a324ca80d2da1d66b	0	0	11	14	0	3	0	0	9	0	0	0	0	0	0	0
ff0ecae38b96c722710bcf2015f4bc18	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0
e278eda7e73f2c95c66d9301f4f8c6b5	0	0	0	0	9	0	0	0	28	0	0	0	0	0	0	0
ecbd242d9753ac9f6265c58174f9c2ce	0	0	0	0	0	0	15	0	22	0	0	0	0	0	0	0
32aa201082abce92b42ed9b3d671328f	0	0	0	0	0	0	0	0	33	0	0	0	0	0	4	0
efdda8962052bfb801612ae19f66ca52	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0
c06ed89976202559ad1253d16cbe8de6	0	0	0	0	0	0	0	0	28	0	0	0	9	0	0	0
2c5a17b77d5c4f3928e6517b62b55321	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	8
4903c73903fad0a6c847a8d7a1d5b335	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
94d4f7666de65d27adf18cbd8ba0aba4	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0
c93631c8bc44985d064e6feabd70823f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
9f13f4ea284dfd7c9b0117a90844b0e0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32d7aca32a5d0426b1b5d6b98fff11c0	15	0	0	9	0	0	0	0	0	0	0	0	0	0	12	0
0078e63af5c3d6ed092fec0a71bd7143	0	15	0	0	0	9	0	6	6	0	0	0	0	0	0	0
00dd434ce11f2214bf454f5dc60e5d4e	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a8c3a0e2970e9ea0b22757dd50d02ae0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43d1f382c6ab1af319bc6f3624795337	0	0	8	5	0	0	0	0	0	23	0	0	0	0	0	0
7cc11d289dde18b6cb89c118906820cc	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
94ab48d3d8ecfdce63dbb9c05412e4ed	0	0	0	0	0	23	0	13	0	0	0	0	0	0	0	0
02df12955fba1b64f41b7c5e3cd2ab7f	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
bbe452b00b246e205f7334938f112f66	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
b1d54bd5b4822ab811b0d2746b9da50b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
67a5719366e7e8e23b9892cd6d12f052	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11d679442a1ed00eeeb6bd111efff08a	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68f28dc5607e91b4162098d795bcb3e2	13	0	6	11	0	0	0	0	0	0	0	0	0	0	0	5
43116c325d0cdce1d28ee463313dcb15	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15afe5453b1e0691bc03dd8972508b6c	5	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
650c15a656333a61063ebb9a51e36aae	14	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07f50c823a8e345854fcbdb9208d9bd0	0	15	0	0	0	0	0	0	20	0	0	0	0	0	0	0
d163677a47b8e0beb1d22df3b16d524c	0	13	16	0	0	0	0	0	0	0	6	0	0	0	0	0
2a0c97e7c83b5af6feec159d58d15519	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dbbd7fc1f03fb52b14a67b6987310df9	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f25908d3b27500379f26f7adcd47fcdb	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
fc8242e0cb3c1d106ee5d79a95c432dd	0	0	9	4	6	10	0	0	0	0	0	6	0	0	0	0
93cf4312f3bb11459b81e262a6f58a97	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
f0fdd04fafd11391b2577d545df98dbb	0	0	6	0	13	0	0	8	0	0	8	0	0	0	0	0
768414b65c9c5b70c90ee4b674003725	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
987c1246f215173647afbc9646caf237	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0
ed39b16fc445c450020f4b8eb53afb13	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0
0f7288963ab6f141b6d455278b9f439a	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
016d34069e75fd05b79be9b39d90bbdc	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0
b1aa26d831a29818c583793bea3f27a8	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
b6ac27a4e220dacdc3aa3fc4b7972cf8	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
501bfb0ad389eaf0d62e4445dfd1a4a7	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
a17d22501ed9e4182ddf8ba3aafd5e91	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d05dfec4656ed8a1477ebe024a025a7	0	5	13	8	8	0	0	0	0	0	0	0	0	0	0	0
75310a67c4ceefc9cd6d7d394b9ae96c	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e81a74f50ce8ccfea599896ecb10aaa5	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426fe67305a024a635902665ed03156a	0	11	4	0	0	0	0	0	0	19	0	0	0	0	0	0
b37292377f9680c70d22ac101c9ca9dc	0	14	0	0	0	0	8	0	0	0	7	0	0	0	0	5
106db59ecebb20be23d5d1722daf92f7	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
f5e6315bffc8b62a7f3c21fc0d3b5c17	0	0	13	0	0	0	0	0	0	0	0	0	0	0	21	0
d00ab11a231bf74b7b8e8c898fb15759	0	0	14	0	0	0	0	0	20	0	0	0	0	0	0	0
688bca79bf0d8f2c39b70fa4a65b5b28	0	0	8	0	0	0	0	0	26	0	0	0	0	0	0	0
5b85e4fc2a384a68afea5c28b3f0055e	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0
0bbe553f779c563a38c25a136b6c8e77	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0
d67d0aff4560e2c40e23786cd3a72ead	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0
1d24073b3e38afe5a5feacd5eea86ba6	0	0	0	0	24	0	0	0	0	0	10	0	0	0	0	0
e6ce8a24a865649b817b4257e2754625	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
6d1e2f54fed5bad0467eb96376b1cf06	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
ca8d6185d4e853f6813aa08ccfa7d120	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
393b69866edebe74240ce92c124e7026	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
91ae87842fe479fb5869144fd7af6e6e	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0
01595397666d056fb5fdc3620dcd19a7	0	0	0	0	0	0	0	0	0	0	0	21	0	0	13	0
0e21c91d0bde1df3bc7951009a5d803b	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
980a368fa22ff782ff4a33a882367815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
cd1e330ed09249af1ae81995cf243a15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
c021dd5a9bb187116242a5d3d73bf0a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
afb04aa384407b98dbbb817d494b1d48	0	7	0	19	0	0	0	0	0	0	0	7	0	0	0	0
efce30e083253cf4272f04cfed0015a1	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
c48c4a4b29ed41fce1ff55b5139c85e8	0	0	10	0	16	0	0	0	0	0	7	0	0	0	0	0
065cadfe594110a32199874e0a5f7338	0	0	16	0	0	0	0	0	17	0	0	0	0	0	0	0
10b767a6bffc7e785852b79a5f282901	0	0	4	0	8	3	0	0	18	0	0	0	0	0	0	0
88d5f923fc478514c8731466afc9e98f	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
dd9308be1c2925ab2a0010d283dd9f01	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
1d2b04f4eeb2a2181d593815fff95e45	0	0	0	0	17	0	0	0	0	0	0	0	16	0	0	0
ba03e6a53667769d30894a14fe71f457	0	0	0	0	0	17	0	0	0	0	16	0	0	0	0	0
d4a19787a23b237d8e4c98dc0aeb3a3a	0	0	0	0	0	0	14	0	0	0	11	0	0	0	0	8
50e1feadaff17c2eb6c2e100166234e7	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0
a534389edeea1b23497bf4519d0d7ee0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0
c9e73dec985175d7527a0eee7507c275	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0
a5aac61f43707708f76ede81d20b785c	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
68fa6a01aa0344e6f67adc4eccaac3d2	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	13
9a1c4cb4f65f362599113bda8306bfbf	0	0	0	0	0	0	0	0	0	28	0	5	0	0	0	0
9e2a5b2890502c721cb9c983b3ea2cb8	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
3b00781bae9fd3575230cabd8774c537	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
8f59f30c97305e2becbce38cbcc3e799	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0
7a5d6cec6a1ddc14c677921c50fae477	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0
df24c86e52c3365ca5f7636950f8ffad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	22
d636f302ff45a726f283c34e493e002e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
b8f39b5b67f95464d7b8cc5e3fcb0968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
23af42b3b7fa4bec10b5b441b358c562	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1cbb5112f868bf253d3ddec6e902a585	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
26f1518f5889caf5962270134fb8d351	0	11	0	0	21	0	0	0	0	0	0	0	0	0	0	0
86fc5b44be251fb9a988dd827b3a7696	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
0f0eb9ed6c4b0c0499863f1a79c44d6d	0	0	14	0	0	0	0	0	0	0	0	0	0	0	18	0
107d43f4bf7eb52b1b24abd44807dfc5	0	0	9	9	0	0	0	0	0	0	0	0	0	0	2	12
a716a2eec42667f6e328337b61e2b3e2	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
5d7fde0acc6eb0639ab8f3e6dabf8166	0	0	0	15	8	0	7	0	0	0	0	0	0	2	0	0
aced24fa2f37b9715cbbb52a4a5fff43	0	0	0	18	0	0	0	0	0	0	0	0	0	14	0	0
a6771bd524cbf16653812021f44e2cef	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
13d0f92d682a920f726566640522aec8	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
e0c557fd4f974c0d968ef9ac40d22710	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
dd988cca180bd6f4736fee72cb1be1bc	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
09dc44aa95482d1f6c72b151d9e43929	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
23c311d994fed5b572fbb82f9d1c2e92	0	0	0	0	0	0	22	10	0	0	0	0	0	0	0	0
fadb01777e419fe57bb2b67f1b223350	0	0	0	0	0	0	14	0	11	0	0	0	0	0	0	7
d0459961f189f8b52d25f65f4d8dfbec	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0
49b892076ef41e4dbd734768b27ccb62	0	0	0	0	0	0	0	0	20	0	0	0	12	0	0	0
b90d7cf7d43ff5dd38235fa50f042036	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0
9381f6621c7274dae768dab566441672	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0
b2132f4fce6dd8674af67eed75b5e1fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	19
4a2a480eb38051401ce420135a97f29b	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734fb07dc6175d4e59bad56fe9fdef38	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99193bf5f20f8b4ae6b99e9ed896aedf	0	7	9	7	0	0	0	0	8	0	0	0	0	0	0	0
9510736b8b67533935417697c879274f	0	24	0	0	0	0	7	0	0	0	0	0	0	0	0	0
bcbb99e960de0e4c76302e419bd40b3c	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbde146a036b1ee001c091ce696649be	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85a6b49626eabb7ccf3e2645e418b9d5	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0
55340ff0b728c0ecaabee50887c5e769	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0
a913455a121a2ebe0da135ab40b00d8f	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
ff4a3dd18601a3893c7efbd29ccfb87e	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
05d66c874928de7d25ea09d4524061d4	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
2ec7dd2bb6b79968b0f784f5f18d1d62	0	0	0	0	16	0	0	0	15	0	0	0	0	0	0	0
b57bd3864e9f87530b7a09fd5915ca18	0	0	0	0	15	0	0	0	0	0	16	0	0	0	0	0
301f018bfc45b60c7ba612b6bc4268a7	0	0	0	0	10	0	0	0	21	0	0	0	0	0	0	0
c95c2b69c096e7643744d774051fff9e	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
962ddc800fe28b2e478f4dc0ff279bf3	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
1e1056caf66ac91a0941550e533b0692	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0
5f54fbbc4be2ac415d814b5d148dab54	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0
6173dae43121da9f32780ff108b7a2ca	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
076c5773a5e68f96405d9152ecc151b6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0
623cc63f0dc908d5ab3627a9b2218b4d	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
