asv	SRR2085804	SRR2085805	SRR2085806	SRR2085807	SRR2085813	SRR2085814	SRR2085819	SRR2085820	SRR2085821	SRR2085822	SRR2085827	SRR2085828	SRR2085831	SRR2085832	SRR2085833	SRR2085834
f1a58964bbbd5ea2bd702b273d7ffa3e	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4245e7677205bcc640cf6891129ce41a	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
864895ea039600d6d90e7208aed66051	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11073077165464c3db11341c8e7edd7b	0	0	6	0	5	2	0	0	0	0	0	0	3	0	0	0
7c757c201d49cdf74fd09986806420aa	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0
93dc5fb8d473830783fb6d11271ef398	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
22aff27badbab9dedbbe1b145f4ffbfe	0	0	3	0	0	0	4	0	0	0	0	0	0	9	0	0
88e78338de582bdfe9ba0409db5e63f0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
a07e803c91fbcd918a40ef3e61c43efa	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
bada774d1e6174991bedf4409efc1bfc	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
8c46dc4e251bace7c95a4d2afbb9afc7	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
d0e043a2a4debab0dc2279c83848054a	0	0	0	8	0	0	0	0	3	5	0	0	0	0	0	0
42041fc7e7998685a89f6e36ed15ee78	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9
d7624881ab526798a5446fa61b362140	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
e6bb1b187b61156c7944672f020af011	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
e77f27c8d245abde15a5bb2f3a72f9e9	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
1a2c4b98788db140764eac952ba277ef	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0
6e15981add2dc8a0aab5791396243be2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
98ed4ae15033e99258c1802e003df57e	0	0	0	0	6	0	0	0	0	0	0	3	7	0	0	0
5c802a4b6010c99059c675beedd82076	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0
e691371f3aa093f3a3312839f7ee1b1a	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
f52e40619900acec0a631e22c0a69560	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
62887b05c745a0960996059d33ba67ba	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
66ba021772216b58de9c7f553f74a5fa	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0
518a5fd0457908cefcbad1d14933db8e	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
1a60a952a514f9406057428f3ee96e7e	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
6d499a25e199e7d0e6eb7b3daa95b4e2	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
6679148120b447fe3ec0e30d7c83cfb1	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
106b87c9e5c0c6f03881329575f93a1d	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ed432000d072c5902574db5944e82372	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
0060b07275dffdd5da59636f7de99672	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
762fefcaa5427ab86df12508232b1b3a	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
9b6c66a213dd3b7a1359836f174d49bc	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ecf2e924d9616e3a0945058a648d1b03	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
d986f50a1789d5486557740c9c57997a	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
6dee29a29a3e79e3cd3e5c45341bc9dd	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
6c899b92a5dd193588ca65ec4085b9a6	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
36191b2933f22b6d17e549f7c6660fe1	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
528971758e702585857e4479435399ef	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
ce55aa02480830d4471ad06a829a3471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
d1db84c43121110bbf0bed8e4d79d45f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
851f0b7e2ca3e0ec9d3aa9eb268266ef	3	0	0	0	4	3	2	0	0	0	0	3	0	0	0	0
e71c99bc4526427b79bdb59f351354be	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65da1492bbfc34a93e343671b75ca916	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d0b7ecb016a8dab14e6de86ab2fd11a	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9a647a0d1d9cb595b709d02b916fae83	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8597c42da0583a7e690e8c6cfc40fb2d	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
795e6e5f3d09cbe121013a780d5bfe53	0	8	0	0	0	7	0	0	0	0	0	0	0	0	0	0
e50502db0a87d7211fa2896cdfefd338	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
fb2e500829a485ef63311fe26dbb70ee	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
852ce94a1e4532da8359390b711c9116	0	0	12	0	0	0	0	0	0	0	0	0	3	0	0	0
315c28385aac4542811d53348284a330	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0
be0d6cb999a8ae0b1ab32d0b4dad5954	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0
c094b50d66ff0164d69b69b2655b1667	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
13597b958dc8832b863f457108116011	0	0	0	8	4	0	0	0	0	0	0	3	0	0	0	0
9a66478fc2f4d9ee1cc4b7d7844f69df	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
6684530d34e07598c6b1c494e4e18bbe	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
b2daf59812ca5e5af01f6db8a855bbd7	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
e4aebde4ddb889ed73ca41326d7be111	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
89c39fb60c47e721b408fe96b698c84e	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0
92007ad2daea4477ae66ebfbe8b3f0d8	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2faee8c6408cf497a488e07242c8a653	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
c41406c1bc656438ceacb8e6c21c1a22	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
90548719bf26bf37afa80647bf983a10	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
3e9cbd060c097da643c3fe752c8dce1f	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
fcfa2955744681b9fec63da2cdb303df	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0
fc7fa263c66c3c127efe5bd780edb2c7	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
da6768fa8d21bf189624c2cb39870a2b	0	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0
a94d9511355889d9705edd670b27a940	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
57d7830750356c86c5fcf40496953ce0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
647e02552c1ffc32c38306e0e9a6fcde	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
2d623ac72da0ea6f3bb5bc1a6df402d5	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
e4684b6fdd1c89105ae7786b54114440	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
39f60791dccfb813ae764de1dff0b1ca	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
7dbf0e99f8e062d4e71018f4328cca18	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
a904d11418e1c6e5f58d9a1039eb51eb	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
7f03bc1e2fd2f7a280b75ae56fb5f5f3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9
0f1db89d43c439242aa9261050bb9c46	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
24ef04ce4e2a40866ff40e8dfa457dad	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
116d333a711973d076e7866da8c07dbe	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
304db401227ca968b57b7e200918a486	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
4f8309c4ea8e513e664f7471dfd5ec03	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
c92587bf2e321b4cf4bf5247344bdcfe	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
c99a92dc1631c4d0e09250e8684735d7	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
dd796f8d27da6873982155ce450ce914	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
55380268ebb7523a526f770da6bda37a	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
eb7d2f7d81d6d6713313c8c794cdd4c4	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
8ca5d1cb243406fbabec33f805541e72	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
5d1b48a1b96d4fcbce4bdd9ad2f63f50	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
c8ecbcfb0f80bf2d05d7ef445c8efbe8	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
de086fb74d725b0022c4c8b7c3cf8299	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
54133b66750bdf80813531a3b91a9082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
94ba167a602cd0488fd410b2b83d35f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
6e18d42e22cb1681d0c1f76c285d621e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ec185e76932c825f02a0355c4510e63f	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e9b83937f0619fb5ba6a4dea0336ebb9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c35f1f8d096746c1cffc775081fa5da1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37a7f1181dedf84b7fe73b0a1a8c3d75	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56bd649b6daa9da92c1fa30731265c57	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0
c0e8d8f616db8cd00df54a71d9891048	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21d0867d677a3dd7ffd72ba3e3ba1cc4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14f75905855769972964afbd224e4796	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43e7c77fc499d608487f62928d9646f6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8af89b39ee451598ae116b76e1eac044	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
82069e012435873eaa21f8b7d7eb3274	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
f32403063073df83610c3c77303780c1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
67cc9202967e93385cc49324b9244774	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
d1730e7e980137dec5861a534edd1881	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
bc21391e0dcf63733dc610cf2b37f541	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
eed6e997892433328a18e397da7214d4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
051cb34d3c0feb574d0dc6a702fa2198	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0
a389a8e8e024dd195f767515baa25816	0	0	4	2	5	0	0	0	0	0	0	0	0	0	0	3
b8ffdadf8660c5eb5c7dc8a4a0cd0f10	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
b779edbb2db8daf75c6847c2dc693400	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
f318864c41139a3c087109e1c2466474	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
8386e3930c800bdbe76220a8d0105051	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
6051327fc9e5749f764b19224619daed	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
b95c2c0967ff0e102b8a89334703a0c9	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
595cdf5fb644c5500358b92ffe490634	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
2f394f6d4bc14abac70b0c93aff98950	0	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0
47dcbf0467006e1c3563c5ee83f15cf8	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
44506e6586b38fd838f6962eaf69f8d3	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
b144a08da21b1ca62366ea973ad2e8d7	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
1401e1da7641b01903ad9418fdae5b8c	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
20129677732be4a8857a045e2422c8d6	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
7f0f23f809dc76647d5ecfad65ccb00e	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
9b45c56edb844e52dbca7bd7d7589e54	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
b86393626b43d998602e0aacbca0523d	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
9c4ee51719ed85b089f256613227e23b	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
539023067db677c3a09f1ebb9424e17a	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
5b78bc368f3076745ca7ee5b76bc4a47	0	0	0	0	0	0	0	0	9	0	5	0	0	0	0	0
d442f513c14e6ecc1bce8c2fd7e7d617	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
b5d66dece697af4e5d8c88a7e208730d	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
4bd37affbe1f9217c52672542fdbf2b1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
aa41ea7322d4b82d458d86c1545b0e22	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
b9213abc05a1525de1266c707f811a14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
472aa4d8a59ead44ae203247099cc251	0	0	0	0	0	0	0	0	0	0	4	0	10	0	0	0
f4abdda8f8620fbc6e4094bb83f63a33	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
5258ea973262ae0435f2410053c3cf63	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
f0888faa8c831c77b03b8da94d641d2b	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
ab9ceb415ff0b4e34eecb105d52f05dc	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
0ef0f521d4ea886f03820a30e6203fd6	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
a0101e41bd6657c1ec40f86118076d26	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
0d2cbf0ed4349f96e847bed0a66642b9	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
7ccfcf13d9e2f1daa391c7a5a4e1fd7a	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
e97448b35190c96921e92c3d11bc396c	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
911ae7b4365f9ffdd7a5e88ec572d650	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
3cc83d574015e4eec9c1e6b1ff3fac0f	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
8027f61c851aa6daf8449bb642678229	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
dafdc836e630d709f5a56586d73476c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
0fcb2071179a23f3269e315ab1c97a4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
a39419187c32c06eb6bf4d5368f59f4d	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
af37c418ba2dbf952536dbd45c29fea3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9eaf1127e9c1b3195dc028992a8e83aa	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57154a6a3e66e9990d68d71dc09c7da4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4d1f94be17ec8fb37a8c598fcb414c99	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
059f9075fbac4f9e88fd13952a811f1c	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dbd144851108d9d78863b3ada7414b65	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c3c1b978d072c15c34b768991b479a9d	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
076b199bd97d54ed09fee0db5edef819	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0
9a573017a1fa3e85f6f6b1fd790e77ba	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6a31929a5a8d330004e53a127ce3fd3b	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
b8d8cbd1570e5ed9a6d7b31754e15ffd	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	0
fcc6c3a9a3519e4a6853b1c09dc51896	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
b22b9c8a05b78cc1547b8b37f216d114	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
24310e4d5aaf568ec3bdba2904c79574	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0
15e89c20bfce84acd6135dd721b727a5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
d25e27dd64466fc05c70e97d04aacf1a	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
45803a91ead9a67b6a5a04af8f0a91cb	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
1eb4e951985212fd8c244af4b4b867ef	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
9ed6553c8a990d2fb3ec57f58ed1b6a4	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
40132c7a6156ce9075dde62832593814	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
40513036b9c9f5ec77c6334c38012904	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
cc49e7cf9ee694e7fbac1c2f19ed75bf	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
e0bb68d933e0943bee6f133b88de1c48	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
f5f95b6c580e810e36c2c2b7dbe62657	0	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0
db4f394ae6e8d87c1cfcbcac0155638f	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
4bfb649dde880db66c2a08bb43399c22	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
97ed8964fda2b27ec61b131d17c60f0b	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0
212951374d76817fc9654d87364c4695	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
558c9443f99527d30d2d17b1a9dbe606	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
5f81d46baaeb6371c12e0f6bccb5b876	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
e149c61572679500d2c868947b71b477	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
1adffb8224a6ba06d9d07b4709bfe808	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
fabaf697ddf1125733fc4f31fdda279e	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
142f5f8dfa670826392f592c74f27636	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
6823c75234106987b59c5ae57d073272	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
c64c097ef67eb261751ed2fbd88337d0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ca885c58d64de660fad2b69aa5f0aab8	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
92caddd21c3529a33ca08d99b1231128	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
3e91cd818040183145fbccffd9da27d2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0
d34fac2e68823edafb08f1f304a7f333	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
bdee3c5f836fbd8f6dfe0ffae19ad44b	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
c7c9b2163821e6d6eea2d7a378aae576	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
3418cb17e8b686a9c14d1bbfec82daf7	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
8278cb13f3ceaff0173839814058b68a	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
541105155ddde494faebd7211cb6091b	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
5728dfdafce61315162ccf7d46a5b464	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
7289b20ad3c85ccef59effcbe8d3cf4b	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
be827b3079add7ea3494c2552635b72e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
b263858737d6b85193295e27d7847b22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
bcae7ea5f2c2f6e5c79233449f91360d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
e1bea6da52dbddd85ade95ff0d7590d0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
8f84d41626e3fafbad2567bba575e9ae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
01675f61fcd66d4b48c6cf36f3cb6549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
aaa8901f889d3c3b172e89544eef686c	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90391be0fc7c59f8c78849df24ea52f0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09451da6dfdba6fc18046cf6e4e254e4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e5b188f534dc1b65e943f87aab807059	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9fd457cde7439cd9811a324feeebceca	0	4	0	0	0	0	0	4	0	0	0	0	2	0	2	0
7d7218cb58369ea11cfd0e52a0e0f027	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f4f93150f90e9c4e00087a6d1834c773	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0
2dd8020f4fae6d0c80c80826b6e7fd0e	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8ad47ebb4cf726395fdc6705e874e4f0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
beff885707a9dd7d04d165540bb8f984	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
4bfbe5750097e4c41d4b35d5660acbd6	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
bfe3d1fc8b70bc72985db71f76ac069c	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0
fda3fe221867e53be63e847025c96ab5	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0
3e32a0ed1223616419c840d3f5a8f986	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
1a52c15de42c8739ac3808e47fd99818	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ba54a06d6433d50a8b044de0e52e548e	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
77b93e3a5a19679d0858386aaf48f485	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
4d99423c7aeff48a339bb894e8857369	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
a254fcbec6834a2c0e403cfe73874614	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9
6354f0da271f74c4fc7e224f2e26cd80	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
0bd399cf786446ea2512ffac06f77a8c	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
58d8c09c094a4dd4a1fcda88d0f0eced	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
b3d505d083937bf9cb68eba168d14d29	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
e3be47e6c47d5a8d6892b56fa136f2a0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
c555afc24a6d1fb7cd3778e577559b36	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
b28c2d864614db23f74ef5d519dbacf9	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
90c9583a03eb9e14a2466b1b84a660cd	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
383f68271c134257b6a35249bed000eb	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
a2d0956c4acbc0491f154a35d5f409f0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
b77e7f479c8916eb865aad11250e3afd	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
b10d9c92e45d0bd9fb0348607321dca1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
256775825bbd584f449e71fad8510fba	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0
8979b0fd3712ec1415ca991a771f5246	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
1000a0cf661a2541d8242544d5c6d50f	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
dc0b8f51bef8d7bd30aa0c06d357c3b6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
2fb362cea4f64703611c9918bfa8638c	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ace51a349ff98e3b422b1d581e3a1f75	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
9a26241975268facaeed69be21a7f1ad	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
c4c6bb0b8ae89ca1192ee103e1a1e886	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
7c141d19ade13534b447dadaf39730e4	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0
d7912884bdb7f04f5339e0db7346920a	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
1ae2adda39130fab787bd5c6bd2368cd	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8
fd359d4f7b5cd75b5dcc23a2ee631f25	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
df3304fe74d17ec1bb674051ead0bc3b	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0
36f183f88b45622eff8fd68dc6c5b6d7	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
455c186fcdad7b3e13cedd8be1507009	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
744267e685ed8be428e10ae714d2934a	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
f8e5547d6046b8b782c789e2f345588b	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
c5eee8995380454592ac408f99f622da	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
c97f59083b9b50d26663895e77affc95	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
04c9155cbbe404e6dd7457f79fd0f9bd	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
66ad93449c9950d94375e56694a5033c	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
