ASV	SRR10244786	SRR10244787	SRR10244788	SRR10244789	SRR10244790	SRR10244791	SRR10244792	SRR10244793	SRR10244794	SRR10244795	SRR10244797	SRR10244798	SRR10244799	SRR10244800	SRR10244801	SRR10244802	SRR10244803	SRR10244804	SRR10244877	SRR10244878	SRR10244879	SRR10244880	SRR10244881	SRR10244882	SRR10244884	SRR10244885	SRR10244886	SRR10244887	SRR10244888	SRR10244889	SRR10244890	SRR10244891	SRR10244892	SRR10244893	SRR10244895	SRR10244896	SRR10244897	SRR10244898	SRR10244899	SRR10244900	SRR10244901	SRR10244902	SRR10244903	SRR10244904	SRR10244906	SRR10244907	SRR10244908	SRR10244909	SRR10244910	SRR10244911	SRR10244912	SRR10244913	SRR10244914	SRR10244915	SRR10244917	SRR10244918	SRR10244919	SRR10244920	SRR10244921	SRR10244922	SRR10244923	SRR10244924	SRR10244925	SRR10244926	SRR10244928	SRR10244929	SRR10244930	SRR10244931	SRR10244932	SRR10244933	SRR10244934	SRR10244935	SRR10244936	SRR10244937	SRR10244939	SRR10244940	SRR10244941	SRR10244942	SRR10244943	SRR10244944	SRR10244945	SRR10244946	SRR10244947	SRR10244948
3bc64d41f6776c09b5dfcf83f7d7548d	5221	17	3293	0	0	12	0	37	70373	37545	21977	177	249	64	31470	26	339	46	0	3932	0	0	0	3217	0	0	0	0	23	23	0	0	15151	0	12	0	8	2545	193	11	0	4044	3878	13403	9	311	0	0	0	0	12238	45	9997	3402	4	0	97	42	77	0	0	0	0	0	0	0	15043	148	0	222	60	12353	135	309	58	134	22	13	319	0	22	3557	0	0
65d0d8f10de1b604fffb5793babb99f2	534	24719	548	26	5	26925	121	725	8877	318	1702	1864	10657	11	5879	6421	9124	220	0	3481	1396	466	20	56	438	34	0	7942	3325	4519	3850	7559	438	8	0	2	13901	272	3245	2294	0	363	1671	193	6	400	6	0	1956	3250	1836	728	1357	751	98	3630	1216	6412	688	2864	5150	32	24	13	7	7605	3967	7576	8358	8832	26	349	685	14417	11	35	9541	50	730	7	28	1574	14618	4667
28accfdb530ee5a5dc1621ae618209fb	1908	7512	330	0	0	0	479	24	11637	7962	3080	1380	6489	23	11776	4620	7831	3132	0	2103	4557	0	4991	263	3818	18	0	2421	2105	928	0	6	15384	4959	9	77	0	162	1696	7866	0	1436	262	2803	0	776	1180	0	0	2520	2335	1703	426	697	8492	7230	1277	1620	35991	5711	7298	3	29	3	0	1180	1439	2012	0	11690	4351	11632	23	3503	12	11768	38	29	895	1249	5	322	1541	9
67b66aaed1a02438245a61335ca62b16	177	45	0	0	0	0	2180	545	0	0	17	104	27	0	0	1268	0	7059	1018	2374	706	202	1989	0	749	220	0	1450	2711	177	285	979	25	4858	11	76	20197	0	66	0	0	46	0	0	0	403	242	0	0	170	5	0	11	127	66	711	0	5969	206	1292	10837	107	173	1092	0	1081	0	12241	48195	18021	2294	0	1065	1066	0	19107	3500	2731	1342	793	16	0	108	4026
3fc177870287a8040862df03fe9726bf	43	101	0	27	0	32	1362	364	13	0	0	32	0	23	8	148	0	3232	2156	1718	75	219	8068	0	403	578	366	607	1355	170	14256	8496	0	1221	0	0	164	0	0	0	0	0	0	0	0	0	144	0	0	0	0	169	0	99	3056	139	11	4566	7194	1129	2096	287	701	990	21	169	0	3388	335	3542	14571	103	44999	562	489	3746	32334	6055	74	252	0	0	35	10040
5d134e5d069d93e20b18f4c8a052136f	12	0	0	5	0	0	5	31	1833	249	3917	2243	51	12	20988	10844	24166	9	0	5635	5223	0	0	12	0	26	0	2796	4	0	5	0	2146	0	0	0	0	0	888	8	0	0	71	39	0	0	0	0	0	0	116	1396	365	1119	0	2535	7	21301	27	0	21684	3	160	114	0	8162	330	17	0	34290	17	1758	0	27	13	0	16	170	0	0	0	433	0	0
5ecb8350596f2e986676c8c396a2d80a	146	5	239	6	0	31	0	23	10518	21011	11250	13232	26558	30	3782	0	21212	0	0	459	0	0	0	1917	0	13	0	0	5	0	8	0	4732	0	3	0	0	404	10772	8	8	32	0	9081	0	1774	0	0	87	0	1848	3991	4409	676	0	4	5298	14	32	3	0	6	0	27	0	0	2019	26	0	36	39	3621	11	24	10	43	0	0	8188	6	12	145	0	11
573f70c6485df52cf268aa3a8ad15e2e	1461	9798	45	0	0	589	508	9278	1642	1367	1299	3547	1842	0	2578	1331	2606	1434	0	2542	1110	2950	5633	81	114	0	0	485	2678	8	8	1225	1954	0	0	13	0	56	3032	3277	15	599	25	599	0	211	36	0	1423	0	339	569	424	533	3404	934	586	4513	11730	74	2057	91	14	18	0	688	306	5999	16	3522	8631	1520	23	10545	0	24	7033	57	1120	31	0	63	0	2026
710ca73bba83b4c075e9db95257652b6	0	21	10	33	0	14404	55	31500	0	13	34	10	0	18	45	4411	17	145	0	0	2427	10432	0	0	10	0	0	0	5	49	0	0	0	0	5	73	5231	0	0	0	0	0	7	0	0	102	287	0	5345	0	0	0	6	9	0	5369	0	10	17	343	0	20	0	0	0	3014	0	0	11307	0	20	25	0	31515	17	26	37	45	265	445	17	13	0	57
b40e3241a1c689ee9dc1b8df4035342d	143	3	448	0	0	1201	279	4718	13364	3627	3580	2205	2833	9	1839	468	1037	717	0	293	367	3219	0	520	835	297	0	2368	9068	2575	25	6	3587	1994	6	0	2980	186	3375	6	6	116	556	1689	4	1088	7	0	449	306	1913	632	2628	110	83	628	1166	18	385	1410	2872	416	44	91	0	596	4205	3853	1583	5288	9	2587	23	5104	14	3688	0	0	942	8	0	397	1395	0
df9ee09111410901f74be1dd63f1c30b	22	13	0	0	25053	0	0	0	17	19	27	17	20	50921	14	6	30	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	8	25354	4	4	7	9744	9	0	29	0	0	0	0	0	0	0	67	3	20	17	0	0	0	0	0	0	0	0	0	0	0	0	0	33	76	0	0	0	0	0	0	194	0	0	30
f673bc2790c4101a8eb8b8427a79f8bd	9	0	2	6	229	432	0	0	11	0	30	0	67	8978	31	7	0	0	1301	31	0	0	683	0	0	0	2851	431	774	47	899	871	3	3258	0	1650	1431	4	0	0	222	6	0	0	2857	0	7826	3775	315	0	0	0	7	3	42	555	10	71	286	36	381	7	0	0	0	0	4	1966	3006	741	1406	20	2150	1305	8107	12566	2810	1539	0	7218	14726	13	0	0
abf5294d9bd4fbfb559019f39a5b57fc	146	0	439	0	0	2545	0	23	6982	13114	3764	12112	2775	22	2560	11	14034	0	0	1127	0	0	0	855	0	0	0	0	0	0	12	0	538	0	5	0	0	176	12668	10	10	147	166	4110	5	685	0	0	2734	0	1613	1256	2573	386	4	871	421	14	40	0	0	0	0	5	0	0	1627	0	0	0	0	431	0	347	0	0	0	0	548	8	0	116	11	16
bb1f77d03c032955394faddf811c8b28	2180	0	615	0	23	11858	0	905	242	41	689	2817	7399	33	1187	1303	21510	0	0	2303	343	198	0	0	0	0	0	0	0	0	0	0	2973	0	0	0	0	923	2946	95	10	508	1020	0	0	0	0	0	6411	11	45	3461	90	196	239	330	1083	6087	622	0	0	0	0	0	0	815	54	0	0	0	0	2506	66	0	40	0	30	76	91	0	0	7341	59	45
c8f2b18484b61d7369d4f201395f0144	0	0	272	0	0	17	0	8	10	20436	7388	3732	10831	9	3560	0	9	0	0	521	0	0	0	766	0	0	0	0	0	0	0	0	10136	0	0	10	0	449	4099	9	0	0	267	5843	0	1596	71	0	11	114	3	0	4635	415	3	0	2600	341	16	4	0	0	0	0	0	0	0	0	0	0	0	7711	0	0	0	0	0	8	4155	74	0	480	120	0
2760ed0bd00d7f7cbfe86200a8d14dc0	8397	0	1827	15	0	0	0	19	746	8427	22073	5626	29	25	57	12	22049	0	0	0	0	0	0	421	0	0	0	0	5	7	11	0	282	0	0	0	0	1897	3853	5	0	2165	777	2024	0	105	0	0	0	0	96	1969	2114	4	0	3	0	10	30	0	0	0	0	0	0	0	155	58	0	150	40	266	89	153	43	86	0	0	716	0	9	2537	8	18
19036d33db9ad57e07ba0559a20191b6	0	58	3	0	0	17	0	43	0	3	0	0	0	721	0	0	0	0	3095	0	0	20	10	0	0	0	4824	0	32	0	2	330	0	5077	15152	80	774	0	4	295	0	0	0	0	516	0	547	2198	4	1224	0	0	0	0	4	766	0	0	0	0	0	0	0	0	9062	0	0	102	1397	13	46	6	0	823	7383	11339	1492	14113	0	311	5045	6	1185	138
4b11d6aa242af6cb1b9f46b45ece25f2	0	2387	0	0	13	12	0	0	5903	7054	19	118	12601	0	52	34	0	0	129	598	31	7	45	780	0	5	7	1349	410	219	1300	2824	341	0	0	120	11602	0	373	1687	13	0	17	3868	0	0	538	0	9	0	1000	0	5	61	37	554	3842	1283	91	311	649	11	0	13	3	42	1428	170	5019	1103	23	251	413	162	0	0	8001	389	0	1654	0	50	0	345
c9f07695df897bdc04fa399fbd0ffc85	22	11	6	18937	429	48	0	556	47	19	20	13	19	27878	21	0	15	0	208	0	0	146	208	0	0	0	756	20	0	0	11	70	0	692	2773	5	56	4	0	171	385	0	0	7	4045	5	28	1262	6	21	0	0	0	0	18	0	0	7	107	0	96	0	0	0	4724	0	11	6	78	155	60	0	94	0	1803	843	156	1541	17	36	9542	21	36	355
276d1ee92243afba2a55c60ae54d865d	37	226	244	0	748	3100	2	1741	13326	1422	5032	1589	1879	2012	5917	1028	8943	0	0	1844	470	997	0	46	0	0	0	0	0	0	0	0	772	0	0	0	13	411	1498	279	2506	24	1343	297	1294	71	0	103	3191	6	1905	791	843	738	112	496	198	1917	717	0	0	0	0	0	0	469	2339	19	33	9	9	571	15	29	6	19	0	16	124	0	165	3359	55	11
cbf52db4ee219f6ceec769360b59c5e6	0	0	0	45932	6707	24	0	17	0	0	0	0	0	13290	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	5	0	0	0	0	0	0	0	6639	0	0	0	2693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	0	0	0	0	109	0	0	18	15	0	54	34	45	0
88d9b9796b697a872017f9f40c3cfa75	4696	21	6	17	0	22	1459	0	0	0	5	0	0	0	0	0	0	6257	43	0	0	0	0	0	2214	579	110	1465	3192	0	6073	0	11	0	0	237	3	9	0	0	0	1149	0	0	0	1195	1386	0	44	0	0	600	0	0	0	7	0	0	0	0	6953	2156	1086	1060	0	0	0	10279	0	11787	12	28	2641	42	616	0	15	103	1810	3200	4	0	4	2378
1811c2dca14e8e4475f0f3c1e4033098	8523	4	7529	15	5	19	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	21	29	8	56	8	5	0	0	15631	0	22	24	1407	7638	0	2	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	315	6	421	110	204	367	694	122	354	6	12	0	0	14	30434	9	19
7f0f2f73e3754b09200e2eeb9f81ecfe	24	8	0	1852	0	55	0	14	7	0	20	16	18	26868	15	13	18	0	411	0	0	0	13	0	0	0	2910	0	0	0	0	13	0	472	4298	0	7	0	5	50	0	6	0	0	11584	0	0	3816	0	721	0	0	3	0	24	0	0	0	135	0	0	0	0	0	1215	0	0	0	10	0	0	0	72	0	4953	450	22	1003	0	0	12329	17	528	46
bf825a22fe6e42d275b176985038b31d	0	580	7	32545	383	0	0	5743	13	0	0	0	0	1653	15	17	0	0	0	4	8	2297	57	0	0	0	115	60	0	8	21	197	8	6362	0	0	601	4	0	829	2085	0	15	0	605	0	28	258	0	1121	0	0	0	0	0	234	5	8	0	0	150	0	0	0	0	5	0	0	314	261	103	15	36	20	374	8599	519	0	14	0	349	68	6137	851
a9ba2840c671f28fa30b49fc6f2a72ec	14	498	5	12	617	103	0	2	0	6	7	0	0	5234	9	0	4	0	99	0	0	0	1859	0	0	0	7	0	0	0	0	0	0	0	115	0	0	0	0	18	334	0	0	0	528	0	0	1218	0	6	0	0	0	0	428	0	0	0	3046	0	0	0	0	0	525	0	0	4	0	0	8452	5	0	4	34	2	5	659	6	0	26103	13	45	19798
7397c60b6e45efdfad17a8daac992a60	274	11	60	9	0	0	245	2426	6	18	4	0	179	0	61	266	0	523	418	2869	143	811	2129	0	43	0	89	25	1777	199	705	526	669	2769	329	146	0	67	0	0	0	99	3	0	0	23	844	0	0	421	4	0	0	144	315	322	17	9923	899	259	86	0	0	0	330	239	0	6587	4	169	3499	632	1381	1438	207	10597	2242	1407	96	7644	0	14	682	217
f1afaf07592fb5c322169b028a8e918d	0	13876	0	0	8	0	0	1779	3408	405	18	0	772	0	0	0	0	0	0	365	0	840	262	106	64	90	0	0	23	2341	0	1068	39	8554	9	0	3379	0	48	8307	11	0	0	382	0	4	109	0	0	0	780	0	19	57	1450	2631	402	1129	3132	1417	0	0	0	27	0	0	1399	0	1107	0	1363	45	52	948	0	4599	1216	12	0	39	17	14	102	113
c389f28edeb4a0fbc17fab6b2b5124cf	441	1685	519	0	0	191	0	258	7308	774	225	1066	3518	11	3217	1469	7529	147	0	1242	1659	189	0	28	37	0	0	0	141	0	0	0	6769	0	0	0	0	322	2208	6717	0	339	899	283	0	534	0	0	40	352	1380	1408	109	627	572	295	1225	740	1201	0	0	0	0	0	0	476	1012	142	0	0	17	5046	0	168	27	0	0	11	1434	0	0	914	454	89
fd062733fb1e02224644cb2284556437	0	0	0	0	0	1514	0	4712	0	7	10	8	31	0	42	42	19	34	0	5634	32	1215	0	0	0	41	0	40	259	0	0	0	0	4102	0	16	0	0	0	0	0	0	0	0	0	8	55	0	660	0	0	38	7	310	0	1174	0	20575	0	0	41	83	92	22	0	21	0	1063	0	111	17	27	17	5083	10	17206	24	221	9	149	0	0	0	93
efdf3cd5e63b8574dc481041a432369a	2836	0	640	38	0	5406	0	695	419	61	576	3470	3262	0	1674	1126	11127	0	0	1044	265	122	0	0	0	0	0	0	0	13	19	0	3454	0	0	0	0	1323	3357	55	0	555	1157	0	0	34	0	0	2840	0	0	1610	55	155	104	122	464	2281	238	0	0	0	0	0	0	670	88	34	0	47	0	2818	0	37	0	93	0	29	80	0	36	8115	0	0
5361165db26e1c46610a2bb9dfe054fb	0	6414	0	30	1342	156	0	655	303	14	19	11	26	3891	36	50	81	5	874	70	7	197	1094	0	0	0	26	50	89	200	137	610	0	534	325	96	468	0	16	1020	1255	0	0	0	1869	0	344	142	34	267	25	15	0	8	158	79	11	246	726	2598	373	0	10	0	184	22	65	819	1508	619	4971	0	1187	109	36	866	936	8976	0	6076	483	17	4049	2442
d7f85aab1ca4aba73f1dee0f29148bbd	0	0	0	0	6	0	13	0	0	14	0	0	0	0	0	0	0	21	23	0	0	0	0	0	0	0	0	912	4465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9532	0	520	0	3	0	0	28659	0	15412	12	23	63	14	0	64	0	33	0	0	0	0	0	0
f37945c593bcd87fcb2359092c86aed2	20	6149	6	811	0	2283	55	124	175	6	6	10	38	0	17	254	0	111	2	17	114	27	1698	0	4	0	4	17	38	0	31	55	31	3	126	0	9667	6	14	2175	0	14	0	3	0	11	0	0	1722	0	18	6	0	0	943	18	7	20	4053	27	104	60	0	4	88	183	44	314	23786	195	3382	35	138	40	11	4	316	18	19	7	9	0	5	96
6f1ac9cbb1b927658689c7892622966d	0	1370	0	1578	0	49	0	43	50	0	30	0	23	49	0	80	14	0	763	0	36	26	119	0	2	0	6349	241	0	0	0	26	0	841	686	0	501	0	7	5649	0	0	0	0	19	0	18	5083	0	1441	0	0	0	0	0	46	7	0	17	0	1935	0	0	0	284	101	12	0	1605	3419	106	0	0	0	7901	620	85	1271	0	25	15346	29	773	16
d15526e9117477e52de17a253f164dec	0	0	3216	0	0	0	94	0	0	7172	17862	0	109	0	11142	0	81	110	0	1127	0	0	0	645	14	0	0	0	0	0	33	12	1509	11	0	0	0	2792	39	0	19	0	1209	2651	0	179	10	0	0	10	0	0	3529	1020	0	0	34	0	0	0	0	0	0	0	0	0	0	79	0	200	32	1233	125	214	69	133	0	0	165	33	0	1193	31	0
d49a54709df7a02b138b649f05f009fe	605	0	17	0	0	1510	598	8923	2976	2913	1050	565	1217	204	75	15	4413	1804	0	392	0	1881	1194	125	43	0	0	212	0	38	437	256	299	0	0	0	3819	48	356	0	0	113	110	929	69	0	34	0	2568	0	490	681	198	38	430	106	292	949	987	384	1167	13	0	4	0	0	503	0	5356	1934	1802	253	593	501	0	0	885	20	14	41	0	557	7	88
e34b938f7b23c0b43636e3f05ebe7cb1	197	0	5	0	0	0	412	16	0	7	0	0	6	0	0	45	0	1025	3516	1467	36	37	44	0	1007	267	0	3800	0	0	0	99	37	2	0	102	0	0	0	5	0	371	6	0	0	2317	537	0	0	402	0	192	6	90	0	448	0	1284	0	0	11678	109	43	115	2	52	0	0	0	19832	21	29	0	0	3	0	144	5442	1926	438	0	0	10	46
a2f466a4cc0b9ac5bb2f2a04222ca0f2	586	0	641	0	0	10	1229	546	4952	718	748	382	2113	2	99	0	2907	3125	0	3789	0	74	0	103	6968	32	0	73	7087	0	12	0	1675	0	0	0	0	246	597	0	0	547	334	533	0	216	0	0	0	0	1386	666	922	803	7	959	579	5219	12	0	28	7	0	10	0	0	1418	1749	0	98	26	1381	42	978	21	46	10	24	208	0	0	212	0	0
19a5d01a7881a4453281def7228aacb6	14	0	8	25	0	11525	0	109	0	0	19992	0	37	25	6	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	1587	0	0	4202	0	0	0	2157	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	13992	0	23	29	33	14
090a0f5b2d828bab575fdabdeaef80a3	361	6	1152	0	0	279	14	971	372	1524	161	142	431	0	1443	0	165	24	0	388	45	577	87	239	54	78	0	769	914	0	0	0	608	0	0	349	0	508	263	0	0	334	881	722	0	323	2572	0	44	0	85	107	123	142	0	1979	174	0	71	0	720	62	0	25	0	61	135	417	0	1128	26	457	42	25572	39	41	49	0	288	1229	0	715	0	0
b862a2408d2d8e2558d3679151b7c989	135	365	0	0	0	13018	562	0	0	544	781	1467	8042	0	2404	0	1661	1397	0	62	0	0	58	21	67	16	0	191	124	0	0	0	68	0	0	20	0	0	724	2734	0	0	0	111	0	0	110	0	4662	0	0	107	63	92	0	0	1006	0	87	0	1801	50	0	129	0	0	0	645	0	3225	353	70	0	57	0	0	0	0	0	394	0	0	0	0
dbce68729456d6ee8ca8c4423a604329	439	3	450	0	0	0	0	8	0	345	18	1410	8337	0	5	0	9941	0	0	0	0	4	0	20	0	0	0	0	0	0	5	4	7732	0	0	0	0	154	2116	0	0	319	393	147	0	955	0	0	0	0	0	1485	0	0	0	0	2510	6	5	0	0	4	0	0	0	0	0	11	0	33	11	5820	10	35	7	42	0	0	783	0	0	133	0	0
103e22b3c99bbae75325716a4484fb62	322	0	497	0	0	0	770	0	3473	2682	356	159	1220	0	2585	0	838	2726	0	828	0	0	0	111	1765	9	0	47	0	211	0	83	6953	890	0	0	0	575	252	0	0	237	798	923	0	412	0	0	0	0	712	128	203	319	67	738	374	656	253	105	65	74	0	0	0	0	662	54	0	139	21	3861	0	1835	7	1771	71	0	307	0	0	615	0	0
7eeddf4295e3617363f3d65c40772035	531	0	1955	0	0	0	1932	0	0	3035	1600	0	0	0	1991	0	0	3990	0	692	0	4	0	312	2475	893	0	0	10	4	9	5	7304	0	0	0	0	722	0	0	0	151	615	959	0	1334	0	0	0	0	0	6	274	168	0	0	4	0	4	2	0	46	22	294	0	0	0	58	0	115	35	5726	112	136	35	80	0	0	2618	0	0	2353	0	0
720ff332dea487efd2436513f27a820d	19	0	0	0	0	8600	0	10423	0	0	0	0	26	0	0	446	0	0	0	0	244	3437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	38	0	3057	0	0	0	0	0	0	2349	0	0	0	83	0	0	0	0	0	358	0	24	163	18	0	0	21	13080	0	0	0	0	59	56	0	0	11	0
21964bba7daba384845018287bb27af0	366	5	4522	0	0	915	0	0	4391	1369	1849	284	4904	6	1126	0	4541	0	0	104	0	0	0	193	0	0	0	0	12	11	20	0	3863	12	0	0	0	1876	1193	0	0	409	479	912	0	123	0	0	314	0	1089	1125	212	27	0	0	369	0	0	0	0	4	0	0	0	0	1162	153	0	251	38	3098	200	301	80	155	0	0	146	0	0	323	0	0
6b2a6723c8e549440b88d9987c079deb	1901	0	1999	0	0	1915	0	0	734	3716	2154	13	12	0	3310	0	1464	0	0	259	0	0	0	230	0	0	0	0	9	6	14	2	5709	4	0	0	0	1157	20	0	3	1295	1405	1090	0	863	0	0	2458	0	64	213	1416	359	0	0	5	0	10	0	0	0	0	0	0	0	179	64	0	96	32	4653	87	149	29	62	0	0	894	0	7	1612	6	6
681e36beee5a79eb9c65edf07d8c16d0	3	12240	0	5	1169	2329	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	20072	1964	0	0	0	91	3	0	0	1240	344	0	0	0	0	10	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1390	13
63df2ae9958f7ae301a27d04b1edd0b2	5	9	0	0	10377	203	0	0	24	953	0	6	6	0	0	0	8	0	0	4	0	8	0	22	0	0	18	0	0	0	0	5	0	0	22	0	10	0	0	0	7765	0	0	119	0	0	0	1855	30	33	0	4	0	0	37	6	0	14	354	0	0	0	0	0	138	0	0	0	65	0	0	0	34	0	92	33	14	9	0	0	18671	0	40	21
6b19e4362def68c3f6551b3676ece2c1	24	17	0	14246	181	27	0	591	17	12	14	0	106	17	42	22	40	0	178	4	15	454	247	0	0	0	0	15	0	17	69	1033	0	6859	0	0	408	0	4	16	486	0	0	0	14	0	45	26	19	17	0	8	8	0	33	5	20	0	44	49	28	0	0	0	0	7	0	0	791	80	49	15	54	12	0	12416	1234	349	0	37	40	32	51	80
59f41806d3772c1ce341f21e04140817	752	2	18	0	0	3	0	12	469	13084	27	1037	10615	7	3398	3	1073	0	0	242	0	0	0	293	2	0	0	0	2	0	3	0	441	0	0	0	0	48	632	3	0	225	303	3001	0	0	0	0	0	0	44	81	5	242	0	0	1550	6	4	0	0	0	0	0	0	0	45	0	0	5	3	356	5	0	0	5	0	0	0	0	0	1575	0	0
99ce70ba238090421c23cb6e0c4bb447	5	25	8	9728	4	54	0	17	25	10	0	5	4	1031	10	0	6	0	419	3	4	11	0	0	0	0	3230	10	17	10	13	20	0	17	73	0	42	0	14	14	0	7	0	4	289	0	8	5015	16	1186	0	2	0	0	183	19	4	5	48	7	17	0	0	0	27	0	4	59	20	37	3	2	28	17	2813	68	39	743	6	13	10535	15	985	233
289f17d0afd11daf8cb957646c694867	0	0	153	0	0	0	0	17	0	0	0	7	11	6	0	14246	0	0	0	9	5609	0	0	0	0	0	0	0	2	3	0	0	974	0	0	0	0	151	0	0	0	0	1841	0	0	0	0	0	0	0	0	0	0	0	15	2	0	57	77	0	0	0	0	0	0	9297	0	0	0	15	4	715	15	7	12	7	0	0	0	0	4	3785	2	0
9e18fc446451d96224c8d7a12bb6c6cc	3	2	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	1235	0	0	0	0	0	0	81	53	0	0	0	264	7854	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	120	3	0	0	2508	0	29	0	128	0	0	0	7	0	12	0	30	23632	7	0	0	10	0	5	0	0	0	0	0
e501541911af91051066d10dfaf77388	34	387	0	0	216	217	0	9103	0	13	16	0	13	0	0	0	15	0	741	0	0	1844	1412	0	0	0	0	0	0	0	0	0	0	0	0	21	35	0	0	646	278	9	0	0	0	0	85	0	21	65	0	0	0	0	336	0	0	0	3688	0	0	0	13	0	0	0	0	0	0	0	6767	0	0	0	0	360	67	4125	0	134	0	0	1410	2894
356fdce6cf437cc8555f2ddf347a3d09	8	0	3	2053	6702	24	0	0	0	0	0	0	7	4991	0	0	0	0	0	0	0	0	0	0	0	0	1400	0	0	0	60	65	0	353	0	0	117	0	0	0	5401	4	0	0	1235	0	0	464	6	169	0	0	0	0	11	11	0	0	72	0	12	0	0	0	0	0	0	0	90	0	0	0	84	29	858	1286	605	0	7	0	3020	7	5182	62
19c464127a175df8f24c591a8be35225	2418	5	62	0	3	0	317	0	0	484	4	1371	0	0	0	0	0	722	0	0	0	0	0	8	165	106	0	1147	0	0	0	0	12	0	0	0	0	41	591	0	0	1227	194	71	0	1911	0	0	0	0	0	506	0	0	0	0	0	0	0	0	4051	2196	121	180	0	0	0	0	0	7225	0	17	11	6	0	8	0	0	6352	0	0	983	13	0
15181c1db6340f62f07d065ba379dd56	7	7	0	34	0	0	8	6425	0	0	0	0	0	0	0	0	0	12	0	7	0	1430	0	0	0	0	0	425	0	0	151	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	52	0	0	2766	2	0	0	3	0	0	0	0	4764	0	14	626	938	0	0	13500	0	0	0	0	0	0	597
f6df500f14f3bbf157dbe50424ce20e0	5489	0	7930	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	20	31	52	9	528	14	0	0	0	4083	0	0	0	3859	3239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	318	0	436	128	514	393	637	143	359	0	0	0	0	0	3561	0	11
afbdfbd46a25f01cb20d29431a9524d7	0	0	0	0	0	0	0	0	15878	0	0	2895	3155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2438	0	0	0	52	0	0	0	0	0	0	0	2813	0	0	0	0	0	581	0	0	0	0	0	0	0	0	0	2987	0	0	0	0	0	0	0	0	0	0	0	319	0	0	58	0	0
4f2f6b4c4982927d402d65f64b82ecc8	5	6	0	0	14526	250	0	0	0	0	0	0	54	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12654	0	0	0	0	0	0	0	195	0	0	0	0	0	503	2	4	0	2289	0	0	0	0	0	0	12	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	5	0	0
da0706e348968f6412d310e8b715af7d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	26995	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e51718c378ad916175f2be118bc1230d	0	129	0	0	0	894	620	6089	168	0	0	0	0	0	43	0	13	1358	0	0	0	3284	0	0	1383	0	0	25	0	95	38	0	0	501	0	119	0	0	0	0	0	0	0	0	0	0	416	0	157	227	0	0	0	0	367	278	0	0	2561	664	137	0	33	0	0	0	52	28	0	257	77	0	0	236	0	3765	141	0	0	409	0	0	3952	0
77cdba80e34560839f8b660fbba3918a	6	53	0	335	0	1623	0	1976	0	1641	25	0	0	0	220	6	230	0	529	44	0	273	0	19	0	0	0	0	0	11	411	98	0	0	0	0	417	0	0	55	0	0	0	180	0	0	0	0	364	456	0	10	6	6	0	36	0	140	0	74	0	0	0	0	0	0	0	0	2472	0	0	10	4165	0	0	0	1589	6088	3	11	0	3	340	4580
52a58e20d3ec619bb3a5aa9715b11092	245	0	777	0	0	0	45	8	0	9982	2608	7	11	11	401	0	0	129	0	26	0	0	0	359	75	0	0	0	0	0	4	0	3415	0	0	0	0	745	0	0	5	119	162	2959	0	373	0	0	0	0	0	0	899	31	0	172	0	0	0	0	0	0	0	0	0	0	0	46	0	45	17	2936	36	495	11	24	0	0	827	0	0	309	0	0
