ASV	SRR10244786	SRR10244787	SRR10244788	SRR10244789	SRR10244790	SRR10244791	SRR10244792	SRR10244793	SRR10244794	SRR10244795	SRR10244797	SRR10244798	SRR10244799	SRR10244800	SRR10244801	SRR10244802	SRR10244803	SRR10244804	SRR10244877	SRR10244878	SRR10244879	SRR10244880	SRR10244881	SRR10244882	SRR10244884	SRR10244885	SRR10244886	SRR10244887	SRR10244888	SRR10244889	SRR10244890	SRR10244891	SRR10244892	SRR10244893	SRR10244895	SRR10244896	SRR10244897	SRR10244898	SRR10244899	SRR10244900	SRR10244901	SRR10244902	SRR10244903	SRR10244904	SRR10244906	SRR10244907	SRR10244908	SRR10244909	SRR10244910	SRR10244911	SRR10244912	SRR10244913	SRR10244914	SRR10244915	SRR10244917	SRR10244918	SRR10244919	SRR10244920	SRR10244921	SRR10244922	SRR10244923	SRR10244924	SRR10244925	SRR10244926	SRR10244928	SRR10244929	SRR10244930	SRR10244931	SRR10244932	SRR10244933	SRR10244934	SRR10244935	SRR10244936	SRR10244937	SRR10244939	SRR10244940	SRR10244941	SRR10244942	SRR10244943	SRR10244944	SRR10244945	SRR10244946	SRR10244947	SRR10244948
497591aa5ec032c41b9c5571693e3a65	54	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	28	0	0	0	31	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	2	3	0	0	0	0	0	0	0	54	0	0
78a723f9155a76f73ae76e47e7ffe145	20	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	32	0	0	0	36	130	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	17	9	0	0	208	0	0
b09b8e7bce12322707a9ef3c8663380f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	7	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	374	10	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	15	0	0	0	0	0	0
9df3bba5809c787cfa40c1f91609c6e4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	4	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0
96ce6ce2f3cc7aec5bb3019ef1871ed2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87e20f85099d2d468ea309e67e7abb40	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	21	0	0	0	0	0	4	0	0	17	19	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	50	106	0	0	0	0	0	38	0	102	0	0	0	0	0	0	0	7	0	0	0	0	0	11
e7898872708caf34176f026feba0e874	0	0	0	0	0	36	0	249	5	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15214023656929a977588ba5ce68d778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0
7042c1a673dc0041ba1a74483743e57b	0	0	0	0	0	0	0	0	0	0	0	59	244	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
3eba0ae780c1a7b6eab60666b32e628e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e309a30a074aba51ce54d58906f8d677	0	0	0	162	0	8	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	25	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	86	0	0	30
31f7b1e25dcc687d570d148a2508354d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b9add25c47b19d41b83d3e1a8374790e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	364	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13e72399ad53b5da0cfabc03f581ca43	17	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	93	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	22	0	0	91	0	0
3033ba685391a0890e3c32348a437314	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	24	0	0
7c1d39b1ad7ff1f7cee923986d0125be	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	9	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f485b78407af59f1e0d3e94708f3f333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0
47dd9b34dfd06ec2c60b2957f44680fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d8927085e3642e46dc8e11372979ef76	0	0	19	0	0	0	6	0	0	0	0	27	0	0	0	0	0	8	0	0	0	0	0	0	11	24	0	0	0	0	0	0	15	0	0	0	0	14	28	0	0	0	55	0	0	78	0	0	0	0	0	21	8	0	0	0	0	0	0	0	0	26	0	5	0	0	0	0	0	5	0	12	0	3	0	0	0	6	98	0	0	38	0	0
86a74b63d4f8a36dfc12ebce846771e9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	78	0	0	0	0	7	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	24	0	0	42	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	5
93bfd74c8328abc239a3dfdc69044b58	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d6963a354445a2f10f89bcb757670681	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	34	0	0	0	0	0	0	0	0	72	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	57	0	8	0	0	0	0	0	0	209	0	38	0	0	19	6	0	0	0	0	0	0	0	13	0	0
ee7d9ddad7d39f8d2a7e1d0d591b990f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	91	0	0	0	3	108	0	0	0	0	0	0	0	0	0	0	60	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	12	0	0	0	0	97	0	0	0	0	0	0	0
55c3896361a2d8ef42add1b01ad5e67f	241	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0
c7c5965f4caad3ffd41f2f694beafb17	19	0	14	0	0	0	0	40	0	0	0	0	6	0	0	5	0	0	0	3	0	38	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	10	0	0	0	19	13	0	0	0	0	0	0	0	0	0	0	0	65	0	0	12	183	0	10	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	13	0	0	21	11	0
02cc9625290c8b4c6070df0c5008d607	0	0	0	50	75	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	20	2	0	0	5	0	0	0	29	0	0	0	0	0	104	0	0	0	15	0	0	17	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	14	0	0	0	0	0	0	0	6	0	12	0	0	14	0	0	51	0	0	0
934edaded6bea19d8686bbfeba0e86c7	21	0	67	0	0	0	29	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	5	0	0	0	0	0	0	0	24	0	0	0	0	32	0	0	0	10	46	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	5	0	0	0	0	81	0	0	54	0	0
77c3d0701e79e45e7e4c84124b237641	0	0	0	10	5	0	0	14	0	0	0	0	0	24	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	6	0	50	0
4516d4ee5bcb519a0569ad4292ec1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e65374f409b520a13d7939a5c3d5cdf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27900805f99e892d586929431db2bb40	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0
004f30717c5dbe8f58647685c06fb16f	0	0	12	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	25	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	7	0	0	0	0	0
0b8294b60bb698adccfbb10747638e88	0	0	0	0	0	0	23	0	7	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	24	0	4	7	0	20	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	64	59	0	0	0	0	0	0	0	0	69	0	0	32	0	0	0	0	6	0	0	0	0	0	0
6616c61214c24408d70bcaeecb7d014a	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c8b134f8b88e1dd1291f0c8d76dbbfd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00822f9d786104c3bfdc548488802765	20	0	0	0	25	0	0	0	0	0	8	9	20	6	10	8	0	25	0	0	11	0	17	0	12	12	0	10	13	0	6	0	0	0	23	0	0	0	6	0	33	16	0	0	13	0	0	0	0	2	0	2	0	0	0	0	0	0	0	12	36	13	0	8	0	0	0	16	0	40	14	0	21	11	0	0	0	0	10	0	0	0	0	0
0e29fe4288e28150a0c1b534799dce85	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	22	0	0	0	0	0	3	0	0	0	0	0	0	0	156	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
d3217acae2ac4274485d216a7a0aface	0	0	0	0	0	0	0	0	4	0	0	0	14	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	22	64	35	0	15	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	4	0	0	0	0	0	0	7	4	0	28	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	11	168	0	0	21	0	0	23	0
aac080856bf1e743688e3280f8093cd7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	12	0	0	0	0	7	9	0	0	0	0	0	0	0	0	376	0	0	0	0
ea58122f1903ef66e8a1172f79c72f32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0
9474525316fc48d769a5fb6479d8077a	0	0	0	0	0	72	0	0	72	13	10	0	8	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	7	0	0	0	0	14	7	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	40	0	0	0	0	0	0	0	0	0	56	0	0
4d065fc25a50ce1c8c65111151dd1560	85	0	38	0	0	0	53	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
0e2e002a9ad1c9518d155b7ea0adf078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0
4620b6dbd6ccd3b4e8032d710183074b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
1e5a724bc99832b144705e02edace3e4	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1faf55a1994c1f92a5a915ade363f2e5	0	42	11	0	11	18	0	0	54	12	28	0	10	0	17	13	21	0	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	16	0	0	8	0	0	11	0	0	0	15	0	0	0	0	14	0	16	17	0	0	0	0	0	0	0	10	20	0	0	0	0	0	56	0	0	0	0	0	8	0	0	0	0
770867e37d41cde672944a2962c3fdb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0
075719ea34c67f44ff053d95f68cc91a	153	0	94	0	0	0	13	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	71	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	10	0	0
0209bfe88c2b65c2ed5dcdfbaf809540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	35	0	0	0	0	0	0	0	94	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	33	0	0	0	0	0
c94385d45c959606d4f0d1c0bfab9de4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118ba0e9c49b7bfc98529b99e1a13292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0
2a8e5659a0f03a0333423dc6d7510f49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	33	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0
e8c7ee8fae1bb648ddd39434e5841582	0	0	0	145	27	0	0	9	3	0	0	0	0	106	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	23	0	0	0	12	0	0	4	0	8	0	0	0	0	0	0	0	0	6	0	4	0	0	0	9	0	2	0	6	0	2	0	3	5	0	9	0	35	0	3	21	0	5	8
8fe743b9fe9cbe958f707584d8a842c7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	313	0	23	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b477f8e8c10e8ba3da7e47c36b15c6e	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e9a1d5c41dd264a17bf61e40c37d0211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0
8de18428839623e74ee105ce1c03b59e	0	0	4	39	0	10	0	0	16	4	0	0	0	0	0	30	0	0	12	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	17	0	0	0	17	0	0	2	0	0	0	0	0	0	13	0	0	0	0	0	28	0	47	0	0	0	0	0	159	0	0	0	40	0	0	0	0	0	0
a72ab7d67347c1c8ec7cb8f2c2bf682d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	23	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
624e288c1b0f0fab9b7cd476ad9d4a8e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0
038d35caf2ec43ab989837e90d0978dd	36	0	11	0	0	0	0	0	0	0	0	7	24	0	17	8	0	0	4	0	6	0	64	0	24	0	0	4	0	0	78	0	3	0	0	0	0	0	32	0	0	50	0	0	0	11	0	0	0	0	0	0	0	0	0	4	6	0	0	0	7	0	0	0	0	15	0	0	0	6	18	9	10	0	0	0	0	0	13	0	0	0	0	0
d83c0316e3d03527acef918e57e54678	0	0	0	0	0	51	0	22	48	35	0	18	56	0	0	3	0	0	0	15	5	9	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15	0	0	0	3	16	0	5	0	0	10	0	9	0	5	0	0	0	10	46	4	0	0	0	0	0	0	10	31	0	0	0	0	16	0	0	0	0	0	0	0	0	0	11	0	0
a5508a5c57bf4b7df08c97770c88ccf2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	19	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	25	0	0	0	0	0	65	0	0	0	0	0	216	13	0	0	0	0	0	0	0	16	0
2de9a9713ebfeb81eddbc7f96c189625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	61	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	109	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f843472c9200bcc8b316090f8160eb1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	10	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	82	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8b06e4f8e276383ce331ff5444a367c6	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7eb31af37851c4036f0c758234e3e504	13	0	17	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	27	0	0	0	0	9	0	0	0	9	9	0	0	6	0	0	0	0	0	0	13	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	14	0	0	16	0	0
421a1c081e644e6844940102fd5c929a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45133d27e8639a17ac0b9e5faeb8cf78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a88dcfeafd11f2fcd301d57e786f46e9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	105	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	19
e3ecb09b26eb21f87ee164be12b23f03	0	0	0	0	0	0	0	0	0	0	9	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0
