asv,domain,domain_conf,phylum,phylum_conf,class,class_conf,order,order_conf,family,family_conf,genus,genus_conf
ccac83126723f6f17cd2509cd69bacdb,Bacteria,1,Firmicutes,1,Erysipelotrichia,1,Erysipelotrichales,1,Erysipelotrichaceae,1,Erysipelotrichaceae_incertae_sedis,0.91
f18fb5fc94c12a72c34c6ea7c46ced05,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
0e32600d9ce198d8b4db5ae1a9c9a693,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Lactobacillus,1
2b33470dd62fd43d6f99348c842170fc,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Bifidobacteriales,1,Bifidobacteriaceae,1,Bifidobacterium,1
d594a0de704afaf4e41a051c1ae8a597,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,1,Succinivibrionaceae,1,Succinivibrio,1
adf060f30d91c510369fb0a01fad79de,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
9efb600a2134f80bb6cc8d9082bd53de,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,0.99,Prevotella,0.99
9ba313c3946a913e344691c9885caf26,Bacteria,1,Bacteroidetes,1,NA,0.67,NA,0.67,NA,0.54,NA,0.33
ba1610393272d8f099ddef4ae0e327bc,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,0.99,Succinivibrionaceae,0.99,NA,0.73
ebbfff4f53bee0e6e65f6eb1808c71e9,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Lactobacillus,1
d10ace4dbd6a4ae49e681ad24e0c3df1,Bacteria,1,Bacteroidetes,1,NA,0.58,NA,0.58,NA,0.2,NA,0.2
8de3ae0b0700ddf3380ae5fa7bd240af,Bacteria,1,Bacteroidetes,0.99,NA,0.6,NA,0.6,NA,0.14,NA,0.14
d01def8de9d83d9bff16ac8fe47cf4d1,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,0.98,Prevotella,0.96
6df4e62f3185ee8ba842ce3cee6dce3e,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Streptococcaceae,1,Streptococcus,1
b68f61951e5745e3a5b0ed2275e6afff,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Lactobacillus,1
d00a3113d20af2016cbd40ddf3337231,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Bifidobacteriales,1,Bifidobacteriaceae,1,Bifidobacterium,1
a89c6a8aab4eede38e4e0b5f1b4848ae,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
e62c9128d4169fbdbdf1daa802527616,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Lactobacillus,1
fd9c1527d0d0ce35132bdf6aff546f68,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.94
f4958a17c134748048b04ab1ad8e37c9,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Coriobacteriales,1,Coriobacteriaceae,1,Olsenella,1
847336e07600d1f223248b1c4d6b56e9,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.96
c4a6f312e295e9003b499e31d7a8ae51,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.97,Ruminococcaceae,0.97,NA,0.28
b89b46209252139879846c35265ff5ed,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Ruminococcaceae,0.95,NA,0.49
2cdf3fee879caed987e888243990b5a9,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
22c1b3dec4c199467a34566fc41c5f53,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,1,Pseudomonadaceae,1,Pseudomonas,1
616a437117267c42fa2cb61b865a73b2,Bacteria,1,NA,0.58,NA,0.35,NA,0.35,NA,0.35,NA,0.19
24d09d6ab6b5c7f3012a1b117abf3a15,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.26
ed3bdbe9650634e79de44420c658416a,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
73434e9b25a6733158551284e0fea639,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Lactobacillus,1
69d089ad9bf1140ab51051a584dff5d9,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,0.99,Succinivibrionaceae,0.99,Ruminobacter,0.99
03657ea27a9344ae5f2d63e5107e1764,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.99
936d41d67a74631b094093002575c46c,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Clostridiaceae 1,1,Clostridium sensu stricto,0.89
86f3db8dfeaa728110dd96c795faf427,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.99,NA,0.3
00b805f86777b912d3720c19fca2cadf,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Coriobacteriales,1,Coriobacteriaceae,1,NA,0.54
44b6a3e713391bf2fcfcb88721ba1965,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.93,Bacteroidales,0.93,Prevotellaceae,0.89,NA,0.57
4eed24d6c4e3021acb030725d348321a,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Acidaminococcaceae,1,Succiniclasticum,0.99
2afcec30431a59a33771a5254dcfd7d0,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.5
42cd88d12d9f9b60e784226a2cc22d5b,Bacteria,1,Firmicutes,1,Negativicutes,0.99,Selenomonadales,0.99,Veillonellaceae,0.99,Megasphaera,0.98
a3efe3007ff4a95c39c43db50ef97a5f,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Lachnospira,0.99
4cabbf85e84c4191480bc903f30023f4,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Acidaminococcaceae,1,Acidaminococcus,1
4cfe68b620806ddddee18f160eb0f211,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.98,Lactobacillaceae,0.97,Lactobacillus,0.97
ac0b5113671e8b9108816071d651d23a,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.25
e52b3cb48efada0ff228ced44ba7d65e,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Veillonellaceae,1,Schwartzia,1
d1e9472c5e0737bcfe13ee4382810f95,Bacteria,1,Verrucomicrobia,0.8,NA,0.76,NA,0.76,NA,0.76,NA,0.76
50e617e9ce423105b7d3e384925981f7,Bacteria,1,Proteobacteria,0.9,Gammaproteobacteria,0.87,NA,0.25,NA,0.24,NA,0.23
42a3631be853cea8af4a9264c0b603f5,Bacteria,1,Firmicutes,0.85,NA,0.75,NA,0.75,NA,0.75,NA,0.43
a2db648f222b65e73ecfc77afd7d85c2,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.17
f96affd74bca2bd8086a63ea5e37aea0,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.3
11e01a95717d538271c4731e2e1bfd08,Bacteria,1,Proteobacteria,0.94,Gammaproteobacteria,0.92,NA,0.38,NA,0.37,NA,0.32
cc8ac5059af0761da11071f3636eb85d,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,0.95,Succinivibrionaceae,0.94,Ruminobacter,0.91
57b0a7d18b6e3f08da2eb44e1cfb5c17,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.11
65ab3f7a86e3458c51e2b86c3466010a,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
e68d406568a9248c705e32052bac70b7,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Acidaminococcaceae,1,Acidaminococcus,1
578d88ce533d6ff7483205a19862ccce,Bacteria,1,Spirochaetes,1,Spirochaetes,1,Spirochaetales,1,Spirochaetaceae,1,Treponema,1
1febb2b10c67becb4e0ea0c0d40abf7c,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Ruminococcaceae,0.92,NA,0.31
f9c3580f5061d71754e067620052169c,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,NA,0.33
86f2f77105f6203ea9da3d1af940de44,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,0.93,NA,0.53
dd56af51e8b756a43f3c2ad59fc7f960,Bacteria,1,Bacteroidetes,0.98,NA,0.32,NA,0.32,NA,0.29,NA,0.29
ce709e20ef1601617d71b9e05b0fb336,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.2
9d213c7a0a4cc5a7104410a4cb93458f,Bacteria,1,NA,0.53,NA,0.53,NA,0.53,NA,0.53,NA,0.53
187cb81de8e37e5c38e6aaa4180f4554,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Lachnospiracea_incertae_sedis,0.94
07a095c2d0d75a05f8e84ea10f1e4860,Bacteria,1,Tenericutes,1,Mollicutes,1,Anaeroplasmatales,1,Anaeroplasmataceae,1,Anaeroplasma,1
301081e767dee705ac9d34fce630b3b0,Bacteria,1,Firmicutes,0.94,Clostridia,0.91,Clostridiales,0.89,NA,0.54,NA,0.22
7eba307b79f8062cadfe20398be389ec,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Lactobacillus,1
39d42557b271dd6ae720c2c5975b74a6,Bacteria,1,Bacteroidetes,0.98,NA,0.44,NA,0.44,NA,0.27,NA,0.27
37cb73a37d4779aa0d65017ce9687144,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.99
0510694978e1fab9019bb854aa55b2aa,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Acidaminococcaceae,0.99,Succiniclasticum,0.98
8fbb34c45e10ebdbed95d1e5ec9f8283,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.98
e76189123b55368ec88bcbd085493eb1,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,1,Succinivibrionaceae,1,Ruminobacter,1
459f315f3fdc8da736f9a09a7905cb23,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.3
de674c87731be2cfeaa413ffa7a63dd1,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Veillonellaceae,1,Anaerovibrio,0.99
3bbdbfb07bc7b3e5cd3e63679e04d1f6,Bacteria,1,NA,0.67,NA,0.67,NA,0.67,NA,0.67,NA,0.67
636d1aa025fe36949782c9bed1d1f4bd,Bacteria,1,NA,0.25,NA,0.16,NA,0.16,NA,0.12,NA,0.12
255abb7d615eb186e65b3516b31eec66,Bacteria,1,Bacteroidetes,0.99,NA,0.75,NA,0.75,NA,0.47,NA,0.2
ed807214c5c32b7d9e1baed78a559fb1,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.99
7825ecb3b4198d94c57b64b9f7405ed9,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Veillonellaceae,1,Selenomonas,0.9
d55afc8cd81e3d27f2ffaea94a9ddb8a,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Ruminococcaceae,0.93,NA,0.31
f008e6cccfece8ed81fb60067fbdd0eb,Bacteria,1,Proteobacteria,0.93,Gammaproteobacteria,0.89,NA,0.31,NA,0.29,NA,0.27
ddf83484491e065e14a4c9e3edc824d3,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Coriobacteriales,1,Coriobacteriaceae,1,Olsenella,0.99
c9064455c7240e66e8228f13b67dd45f,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,0.99,Prevotella,0.82
0b6fccc60a6fa2ee8fb672d191bdf57f,Bacteria,1,Bacteroidetes,0.98,NA,0.44,NA,0.44,NA,0.36,NA,0.28
caccdf27320486d39b93062acd3fe588,Bacteria,1,Bacteroidetes,0.94,NA,0.76,NA,0.76,NA,0.76,NA,0.31
ae1f7dcd93eb52c56946d27f66ff8efe,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Acidaminococcaceae,0.99,Succiniclasticum,0.98
165371fea109d3d1678cd4ec678eb3a4,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Lachnobacterium,1
3d63ea949c7c6601d6958bcc9c652fad,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.61
b4290fdd27c4777b907f95fd52644a4b,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Coriobacteriales,1,Coriobacteriaceae,1,Olsenella,0.88
8809a2139d0d521c474b73e244c5e157,Bacteria,1,Firmicutes,0.96,Clostridia,0.96,Clostridiales,0.96,Ruminococcaceae,0.88,NA,0.76
25a2aebe0929880e667013deea1d0d6a,Bacteria,1,Fibrobacteres,1,Fibrobacteria,1,Fibrobacterales,1,Fibrobacteraceae,1,Fibrobacter,1
041ffb4328a7776d2569a000bda8e195,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.98,Bacteroidales,0.98,Prevotellaceae,0.98,NA,0.56
e1c4afd84dddce85fec12cd5a6b36065,Bacteria,1,Firmicutes,0.92,Clostridia,0.92,Clostridiales,0.92,Ruminococcaceae,0.84,NA,0.24
adaa63b1711b52fe306012a35abe6fd3,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.23
bf0973b65b57de64901958f429d4eb1f,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.95
a77b317fe41350a099cad15a44f8ee85,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,NA,0.52
e52c3c6840467250154c0622709e186c,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
53eb49ce8cf7001151604031c9152e55,Bacteria,1,Proteobacteria,0.97,Alphaproteobacteria,0.85,NA,0.3,NA,0.23,NA,0.23
376395efe79ad3103e276f886bb18dc8,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.99
c0a89866b8c06acee584a6001e1e9c51,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.97,NA,0.33
13fd87290979fb10df67fafbf74b4e5e,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.99
5c439b96755ec0cb2107fdfa502b820b,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
7340ca96188ba152138c1e0dc810386f,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
3e9e572f8eb35051040bb8e93de5acb6,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.98
5b4bd597186dd81de876a8e11db985f4,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.99
a3b1e9ddbd2557edf40170424b4fcb32,Archaea,1,Euryarchaeota,1,Methanobacteria,1,Methanobacteriales,1,Methanobacteriaceae,1,Methanobrevibacter,1
27b6c803594a7bd8d372f7ca1c367803,Bacteria,1,Firmicutes,1,Erysipelotrichia,1,Erysipelotrichales,1,Erysipelotrichaceae,1,Sharpea,1
a7f7300a7ab379c105e330e34b4c296a,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Clostridium XlVa,0.85
044c13e549f8c85892157ce0331b479b,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,1,Succinivibrionaceae,1,Succinivibrio,1
20c343d1fe5b205261b29f4524a6fc1a,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Ruminococcaceae,0.93,NA,0.32
73b4b6fed853458a4d9dce743dcd7e47,Bacteria,1,Firmicutes,0.88,NA,0.73,NA,0.42,NA,0.42,NA,0.42
c23f27a5504ab7dfc33ba128fcb54644,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.99
db8891de38512fb010e16dc783ecb102,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.97,NA,0.19
cf1be5139276a69a13d04613b37a6778,Bacteria,1,Firmicutes,0.93,Clostridia,0.92,Clostridiales,0.92,NA,0.7,NA,0.37
d7e3712b16f47a8ef9aa55666b1a3d81,Bacteria,0.99,Spirochaetes,0.95,Spirochaetes,0.95,Spirochaetales,0.95,Spirochaetaceae,0.95,Treponema,0.95
95640f197bbbc969fe438cd42885c71b,Archaea,1,Euryarchaeota,1,Methanobacteria,1,Methanobacteriales,1,Methanobacteriaceae,1,Methanobrevibacter,1
e40fae06fb663a08de28cbf969bb1769,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.43
03fc533a5170fde4be057c0c475f4889,Bacteria,1,Bacteroidetes,0.98,NA,0.73,NA,0.73,NA,0.64,NA,0.42
3cad65a12078f7b2e7cbccb0858859ca,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
7c4da1043e537fb8c430c9b7e049bd77,Bacteria,1,Spirochaetes,0.97,Spirochaetes,0.97,Spirochaetales,0.97,Spirochaetaceae,0.97,Treponema,0.96
e937d3d9b1e36e4ed0f039aac6bd3615,Bacteria,1,NA,0.26,NA,0.25,NA,0.25,NA,0.24,NA,0.16
ab98a9524fed7453964891f31b7a6446,Bacteria,1,NA,0.26,NA,0.15,NA,0.15,NA,0.12,NA,0.12
8848387ed5c09dd8b50dcc8df3c7e6b2,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,NA,0.33
d45b4d0876468105248c63269ce10f95,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Lactobacillus,1
1da26e873dbe8871b99a61981f9caf7d,Bacteria,1,Proteobacteria,0.98,Deltaproteobacteria,0.95,Desulfovibrionales,0.85,NA,0.69,NA,0.23
975f0247b62d987619feae48a2326ace,Bacteria,1,Bacteroidetes,0.99,Flavobacteria,0.96,Flavobacteriales,0.96,Flavobacteriaceae,0.96,NA,0.69
48f3e775f5ddfc882f434e196ed29f46,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
11794e5dd92e68d2b32b3af735227b78,Bacteria,1,Firmicutes,0.95,Clostridia,0.95,Clostridiales,0.95,Ruminococcaceae,0.94,NA,0.59
09eb402ee8b693f96e005aa888441444,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.4
894df0c0bfbd44c1166ba36207bae779,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.66
a92a53063bbbe47a4362bfe0d5c1a20a,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Pseudobutyrivibrio,0.98
58b52511382163107cffbd4c85d5b2f1,Bacteria,1,Bacteroidetes,0.96,NA,0.45,NA,0.45,NA,0.24,NA,0.18
93e111da837bdda9ba631cefec734ce9,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Acidaminococcaceae,1,Succiniclasticum,1
62fe1b16b360f03d4932f5306c9ea5bf,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.99
f4be62e908ba5044e215636245ae7b92,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.1
c33a595a14c80387dd48394d1e08e6ab,Bacteria,1,Firmicutes,1,Negativicutes,0.98,Selenomonadales,0.98,Veillonellaceae,0.95,NA,0.63
dca41e27362cd4c73cac010d6331f7de,Bacteria,1,Bacteroidetes,0.99,Flavobacteria,0.93,Flavobacteriales,0.93,Flavobacteriaceae,0.93,NA,0.6
aaeb8edf95b23642f9cfecdd8ca6240e,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Ruminococcaceae,0.92,NA,0.49
ca32b3ca301b1d47d9722bc385e4d019,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.99,Bacteroidales,0.99,Prevotellaceae,0.99,Prevotella,0.95
954ccce81f22a3dd51bc2042f1205c83,Bacteria,1,Firmicutes,0.97,Clostridia,0.96,Clostridiales,0.96,Ruminococcaceae,0.9,NA,0.54
7d405483e17d39ec7fe39e4e5946f5fc,Bacteria,1,NA,0.28,NA,0.16,NA,0.16,NA,0.12,NA,0.12
7ae447221099e0fe3ee1491142d419c0,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.44
e90ff93e15f0a4630624c5ff655c1e42,Bacteria,1,Bacteroidetes,0.98,NA,0.33,NA,0.33,NA,0.28,NA,0.28
ffc2423f02fa2ad3871c73bbc85326f8,Bacteria,1,NA,0.33,NA,0.33,NA,0.33,NA,0.33,NA,0.15
e9590a7ba58f504ce76135d307d1a42c,Bacteria,1,Bacteroidetes,0.99,NA,0.31,NA,0.31,NA,0.22,NA,0.14
8a31abc39b2b6949c758c960a7a3fb8c,Bacteria,1,Firmicutes,0.82,Clostridia,0.82,Clostridiales,0.82,NA,0.7,NA,0.32
4b0c3d0c225a9644808cbbd1944cdbfa,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,0.98,Lactobacillus,0.95
f3888d0f0d25bf1e61cb7bca9e544694,Bacteria,1,TM7,0.98,TM7_genera_incertae_sedis,0.98,TM7_genera_incertae_sedis,0.98,TM7_genera_incertae_sedis,0.98,TM7_genera_incertae_sedis,0.98
36475903adb22439001a0853261832e0,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.15
5c07ab0097c81181a4e331074a6efd9a,Bacteria,1,Bacteroidetes,0.96,NA,0.39,NA,0.39,NA,0.32,NA,0.12
0f6b3397a85a3558e67c063dd8912b45,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Veillonellaceae,1,Anaerovibrio,0.94
647c0784d577acb27d3ae04ca8f279cd,Bacteria,1,NA,0.72,NA,0.47,NA,0.47,NA,0.47,NA,0.18
ff92341adeff9e471b37c19e6e53704c,Bacteria,1,Proteobacteria,1,Betaproteobacteria,1,Burkholderiales,1,Comamonadaceae,1,Delftia,0.95
4aceb3c103c4e84e9265f451b48ff918,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Veillonellaceae,1,Selenomonas,1
e33afba5f829c8670f28bcd083c791e9,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.15
cbc2776f8b532cc792c152cf976ba408,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Ruminococcus,1
b44fff5f4e5acf116d34f5d4b258cc45,Bacteria,1,NA,0.48,NA,0.33,NA,0.32,NA,0.2,NA,0.17
b8a902b3d8f395a5e5643bec0e5f2300,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,NA,0.39
fcc8765548eb1bd79b0b8d5a3ff6f0c2,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.98,Bacteroidales,0.98,Prevotellaceae,0.98,Prevotella,0.93
2b649ef5482eed01ab4024343e09fd54,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Butyrivibrio,1
f0fac4287f5568f28e4bb07a0ae2ba80,Bacteria,1,Firmicutes,0.99,Clostridia,0.98,Clostridiales,0.98,Ruminococcaceae,0.84,NA,0.52
76d050f4e03f6b04fc5527eb662da773,Bacteria,0.96,NA,0.05,NA,0.05,NA,0.05,NA,0.05,NA,0.05
e1448c81b0707edc4631d551aa525bcf,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
df224f1bd9807bc120af936ff3d8c7f9,Bacteria,1,NA,0.44,NA,0.44,NA,0.44,NA,0.44,NA,0.27
a847c598facf7d7211ebad03bb31c39f,Bacteria,1,Bacteroidetes,0.95,NA,0.43,NA,0.43,NA,0.33,NA,0.32
25905a876635ab8638c93a649eaba803,Bacteria,1,Bacteroidetes,0.98,NA,0.4,NA,0.4,NA,0.33,NA,0.33
4676f34ca2c64cb97cf408bbbac3aee7,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.98,NA,0.54
224358701bd33f31f3ebd10ff1e68625,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.97
5d5bdabd9c0a1a37dfa0a5e11b449b22,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.44
0730df2af090eb4c123bf54832510f9c,Bacteria,0.99,Bacteroidetes,0.98,NA,0.43,NA,0.43,NA,0.15,NA,0.11
bc657f70f52928793e9595e7a6a2ab3e,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Lactonifactor,0.83
606b2ba09b1219ad37a41b36d5731329,Bacteria,1,Bacteroidetes,0.96,NA,0.48,NA,0.48,NA,0.47,NA,0.37
d0117bc38b9496af4f92ea19591b8c0c,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Enterobacteriales,1,Enterobacteriaceae,1,Serratia,0.93
e98b72b49639050e1230ff9e0d3dd217,Bacteria,1,Firmicutes,0.94,Erysipelotrichia,0.9,Erysipelotrichales,0.9,Erysipelotrichaceae,0.9,NA,0.6
5edf3c109db93cf5523b1a4a08fe7cda,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,1,Pseudomonadaceae,1,Pseudomonas,1
aed52dda07c92c5850e71e87518d8617,Bacteria,1,Bacteroidetes,0.97,NA,0.65,NA,0.65,NA,0.48,NA,0.32
793002d5a0149d2bd8b640534bb72dd6,Bacteria,1,NA,0.45,NA,0.45,NA,0.45,NA,0.45,NA,0.16
9aca0541fb0f8706ab382b566dc190d9,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.99
