asv,domain,domain_conf,phylum,phylum_conf,class,class_conf,order,order_conf,family,family_conf,genus,genus_conf
a36150b772489079756c2f588a07883b,Bacteria,1,Firmicutes,1,NA,0.64,NA,0.64,NA,0.64,NA,0.63
6ebb289b10925285dbbb3db0dec3fdeb,Bacteria,1,NA,0.4,NA,0.4,NA,0.4,NA,0.33,NA,0.32
21c5f2f2d3d0bf5880ec99641d8b26f4,Bacteria,1,Firmicutes,0.98,Clostridia,0.95,Clostridiales,0.95,Lachnospiraceae,0.95,Lactonifactor,0.84
091d502cfeabfffea6b5b248f8efdd58,Bacteria,0.92,NA,0.31,NA,0.12,NA,0.08,NA,0.08,NA,0.03
5bc918ed16d1c0e7cbb218b43fbe1fd4,Bacteria,1,NA,0.67,NA,0.67,NA,0.67,NA,0.67,NA,0.67
c0219bce0cf26e9797c51762672f7e37,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.95
feddcbc5f0faa38d26ff1284fe08d8fa,Bacteria,1,NA,0.71,NA,0.71,NA,0.66,NA,0.66,NA,0.66
0b432e1b62b9934ef46411e8fe1bf027,Bacteria,1,Firmicutes,0.89,NA,0.72,NA,0.72,NA,0.69,NA,0.69
1cc3fd78363a379a664593e61120283c,Bacteria,1,NA,0.66,NA,0.62,NA,0.58,NA,0.13,NA,0.13
4747d9cc62957df6750eab00c67bac82,Bacteria,1,Firmicutes,1,Negativicutes,0.98,Selenomonadales,0.98,Acidaminococcaceae,0.98,Succiniclasticum,0.98
e50363eee818481563f596a207a77eb4,Bacteria,1,Fibrobacteres,1,Fibrobacteria,1,Fibrobacterales,1,Fibrobacteraceae,1,Fibrobacter,1
6589854f2627ce567d3f51d6fbda1cfa,Bacteria,1,Firmicutes,0.84,Erysipelotrichia,0.8,Erysipelotrichales,0.8,Erysipelotrichaceae,0.8,NA,0.29
a79a94b0ccb10aa9c5548485bc4b1fbf,Bacteria,1,NA,0.66,NA,0.43,NA,0.43,NA,0.23,NA,0.15
4a0ec166c8774ecc769f18191de4dbc1,Bacteria,1,Firmicutes,0.86,Clostridia,0.86,Clostridiales,0.85,NA,0.66,NA,0.4
d5da20e71fc596e04c74b49d04a92948,Bacteria,1,NA,0.36,NA,0.33,NA,0.33,NA,0.2,NA,0.18
db3657a8ce978a1bd7509e1edec391fc,Bacteria,1,NA,0.78,NA,0.58,NA,0.46,NA,0.34,NA,0.13
9015bb8c677ca566ad414e0a152d6e59,Bacteria,1,Firmicutes,0.93,Erysipelotrichia,0.93,Erysipelotrichales,0.93,Erysipelotrichaceae,0.93,NA,0.25
9f877eb790aaf03998e2260ef16ff845,Bacteria,1,Firmicutes,0.8,NA,0.56,NA,0.56,NA,0.49,NA,0.25
f485ca543fe03d18442b11524c62d2da,Bacteria,1,NA,0.17,NA,0.1,NA,0.1,NA,0.1,NA,0.1
fa7979a8e1f1cf972bffc9fe3f6d0987,Bacteria,1,NA,0.76,NA,0.35,NA,0.32,NA,0.15,NA,0.15
b25c8878234ee8846e4aae11bb111cf6,Bacteria,1,Firmicutes,0.99,Negativicutes,0.91,Selenomonadales,0.91,Veillonellaceae,0.91,Schwartzia,0.89
d75d8adbce22944fbc3fe7b2d1ec0c94,Bacteria,0.99,NA,0.72,NA,0.71,NA,0.71,NA,0.71,NA,0.71
20d2312017d8221228b30881ee817539,Bacteria,1,NA,0.77,NA,0.49,NA,0.49,NA,0.42,NA,0.19
fa09a2c041363d84d92bf64b173e006b,Bacteria,1,Proteobacteria,0.92,NA,0.6,NA,0.57,NA,0.57,NA,0.35
c24dd7f728a0bdf48714ba56d624aac7,Bacteria,1,Bacteroidetes,1,NA,0.5,NA,0.5,NA,0.4,NA,0.15
0503f0927ca7629da7f4d08447ac4077,Bacteria,1,Firmicutes,0.96,NA,0.61,NA,0.61,NA,0.61,NA,0.3
30b7fdc9e8404ba59a49fa5d8d481cb8,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.98,Ruminococcaceae,0.97,NA,0.49
645568b7a8a1d742673f6f6f667d95bf,Bacteria,1,NA,0.41,NA,0.33,NA,0.25,NA,0.11,NA,0.03
7cc2b1c78c718a32cc98f9139e95a6ba,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.98,Aeromonadales,0.98,Succinivibrionaceae,0.98,Succinivibrio,0.97
557ced9da98de1618b0570587cdb3b28,Bacteria,1,NA,0.68,NA,0.52,NA,0.36,NA,0.03,NA,0.01
6565b3bfc5de3b6875bc65c40b3d3225,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,1,Succinivibrionaceae,1,Succinivibrio,0.99
7aa30b3607e6e447c95f107b5921a5e1,Bacteria,1,NA,0.65,NA,0.26,NA,0.25,NA,0.12,NA,0.12
28fcb84dab46941d273f379677c2e195,Bacteria,1,NA,0.64,NA,0.35,NA,0.35,NA,0.22,NA,0.08
c939704c1476b88adccfef4f18725512,Bacteria,1,Firmicutes,0.98,NA,0.53,NA,0.53,NA,0.45,NA,0.11
6e646eb19bfc02875ad0b0fa3e02627c,Bacteria,0.99,NA,0.7,NA,0.61,NA,0.61,NA,0.58,NA,0.55
9d421cf484dec2d8129b4025b6a2800e,Bacteria,1,NA,0.71,NA,0.37,NA,0.3,NA,0.22,NA,0.22
62e01497626bd05e4889abda53ab891a,Bacteria,1,Firmicutes,0.99,NA,0.67,NA,0.67,NA,0.67,NA,0.55
03112ce42d8c6e0c8300440075ba161c,Bacteria,1,NA,0.44,NA,0.43,NA,0.41,NA,0.41,NA,0.41
b955e776a9853da414516505d5f918bd,Bacteria,1,Firmicutes,1,NA,0.39,NA,0.39,NA,0.39,NA,0.38
6cce5324c973cc8f40f13c7552e6e73f,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,1,Succinivibrionaceae,1,Succinivibrio,1
3cda105c5729f86de6435208bb0b0905,Bacteria,0.99,NA,0.66,NA,0.59,NA,0.59,NA,0.4,NA,0.32
ae13cac510c82a59a76473e03518ada2,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,NA,0.69,NA,0.17
199f8dd33fe8d6a92cf226d2be334f55,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,NA,0.38
32c958877a19b1ab1319648f45658f98,Bacteria,1,Bacteroidetes,0.9,NA,0.39,NA,0.39,NA,0.3,NA,0.3
d7a48849e316dfc470c80cce9ee70299,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.28
ce16bdd2a30c8970772cac8fa55cd02f,Bacteria,1,Proteobacteria,0.81,Gammaproteobacteria,0.81,NA,0.76,NA,0.75,NA,0.75
354e2c07426bea9bb6689c565ffd6d53,Bacteria,1,NA,0.36,NA,0.29,NA,0.29,NA,0.27,NA,0.25
2315e16ddc62e6b90a208e52c560fd1f,Bacteria,1,NA,0.77,NA,0.77,NA,0.76,NA,0.76,NA,0.76
c0e12a0a9e8eb33b9001e1aa37ed00fc,Bacteria,1,NA,0.61,NA,0.61,NA,0.61,NA,0.61,NA,0.6
e54935c1f6c5784ed0a887cc37fd5462,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Clostridiaceae 1,0.9,NA,0.77
780243255bf21fe31e177d5192ebb689,Bacteria,1,NA,0.33,NA,0.33,NA,0.33,NA,0.33,NA,0.2
2d32a33f5d7cbe32bf81a439c2a85528,Bacteria,1,Firmicutes,1,Negativicutes,0.92,Selenomonadales,0.92,Veillonellaceae,0.92,Schwartzia,0.9
0b2a438241f4e6c82a9f3eb99b39e5d3,Bacteria,1,Actinobacteria,0.86,Actinobacteria,0.86,Coriobacteriales,0.82,Coriobacteriaceae,0.82,Olsenella,0.8
bb1102e00e2b6c3831a87316a2ef3fb0,Bacteria,1,NA,0.64,NA,0.61,NA,0.61,NA,0.32,NA,0.04
9a0de1273ff5343438f5f9d69a9dff88,Bacteria,1,Firmicutes,0.9,Bacilli,0.88,Lactobacillales,0.82,NA,0.37,NA,0.14
6ec24323e4aefa76382b156d8e776670,Bacteria,1,Verrucomicrobia,0.88,Subdivision5,0.81,Subdivision5_genera_incertae_sedis,0.81,Subdivision5_genera_incertae_sedis,0.81,Subdivision5_genera_incertae_sedis,0.81
a6597e28b7046e491a687399ab150f82,Bacteria,1,NA,0.66,NA,0.66,NA,0.66,NA,0.65,NA,0.38
8728d19cb70dc3553a3da71a90f5a461,Bacteria,1,Firmicutes,1,NA,0.56,NA,0.56,NA,0.56,NA,0.43
fa5ac52bbadd488f5a3a1328ed7290e4,Bacteria,1,Actinobacteria,0.95,Actinobacteria,0.95,Coriobacteriales,0.85,Coriobacteriaceae,0.85,NA,0.76
6cb8a54f48f17d425cf9ab280c082124,Bacteria,1,NA,0.27,NA,0.27,NA,0.12,NA,0.09,NA,0.09
ab14f2d3c9ad6a4b68db5f56ed04162a,Bacteria,1,NA,0.42,NA,0.39,NA,0.39,NA,0.36,NA,0.31
401e79b95da39a74d4ce6992a7c571f5,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,NA,0.4,NA,0.37
4143dd8a1f18b36839dab52550e063bc,Bacteria,1,Firmicutes,1,NA,0.55,NA,0.55,NA,0.53,NA,0.31
beaa69b6d8a968b672aa4c429dc69f7e,Bacteria,1,Bacteroidetes,0.98,NA,0.46,NA,0.46,NA,0.32,NA,0.28
53f72d5e2da1a9e4d927ecfc6e4c9b6e,Bacteria,1,NA,0.58,NA,0.58,NA,0.56,NA,0.37,NA,0.36
f66640557d916311befc464d35f46acd,Bacteria,1,Spirochaetes,0.98,Spirochaetes,0.98,Spirochaetales,0.98,Spirochaetaceae,0.98,Treponema,0.96
1d59b9cc1aba518aaf399bb8d44d281d,Bacteria,1,NA,0.73,NA,0.43,NA,0.43,NA,0.24,NA,0.24
6b63f984db7c274db1c78d46da32c0bf,Bacteria,1,NA,0.69,NA,0.64,NA,0.57,NA,0.14,NA,0.07
f99301ad06556b144952c1ab0b288590,Bacteria,1,Bacteroidetes,0.9,NA,0.79,NA,0.79,NA,0.76,NA,0.53
8e6816f842d997d7eabd6ab88b9c3bd5,Bacteria,1,Firmicutes,1,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,NA,0.43
3d8c275a40cd3483c46fd44eaf20c39b,Bacteria,1,NA,0.46,NA,0.44,NA,0.44,NA,0.41,NA,0.4
063d8a6f33ab3882c82275f761ef8ad6,Bacteria,1,Planctomycetes,1,Planctomycetacia,1,Planctomycetales,1,Planctomycetaceae,1,NA,0.45
8b40fcc3fc269470a1966289d37087b6,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Butyrivibrio,0.89
5aaf5ec7d69d9f17adb0697ff8f67acb,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Ruminococcaceae,0.96,Acetanaerobacterium,0.81
422770d8988fefcebae032ff708ec13d,Bacteria,1,Bacteroidetes,0.99,Bacteroidia,0.9,Bacteroidales,0.9,Prevotellaceae,0.89,NA,0.71
a97162f5995cc25f905076ad1b7e8faf,Bacteria,1,Firmicutes,0.97,Negativicutes,0.87,Selenomonadales,0.87,Acidaminococcaceae,0.83,Succiniclasticum,0.83
0327b74729fe22a556d9a61bfed8d575,Bacteria,1,Actinobacteria,0.83,Actinobacteria,0.83,Coriobacteriales,0.81,Coriobacteriaceae,0.81,Olsenella,0.81
31a64bb129c99960301d3ee0351235a4,Bacteria,1,NA,0.77,NA,0.73,NA,0.71,NA,0.32,NA,0.31
5f4180dacab4d4e2bf75c2b53aafa482,Bacteria,1,NA,0.71,NA,0.33,NA,0.19,NA,0.13,NA,0.13
742646a879cb867781d50e0f41ab1ab1,Bacteria,1,Firmicutes,0.81,NA,0.41,NA,0.39,NA,0.27,NA,0.16
c2035c191082250309df9bce3c002626,Bacteria,1,NA,0.64,NA,0.62,NA,0.61,NA,0.56,NA,0.24
9a6e6a59d38b021781ca2446d1818862,Bacteria,1,NA,0.61,NA,0.34,NA,0.34,NA,0.09,NA,0.09
526d4c47024fbcba5cbc2df68d9a8e8e,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.53
163b035741b40022e9c3797d5df665c8,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.43
13f15fd850f08349d3838d84422b4a55,Bacteria,1,Bacteroidetes,1,NA,0.79,NA,0.79,NA,0.44,NA,0.44
1dae7fee3429a55dd0f4fa37e01e25d4,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.78
ffa5e7f60a16e857cbad3701daa384df,Bacteria,1,NA,0.19,NA,0.06,NA,0.06,NA,0.06,NA,0.06
affa827887a26cf4dfd3eae2b0fdc335,Bacteria,1,Bacteroidetes,0.99,Bacteroidia,0.95,Bacteroidales,0.95,Prevotellaceae,0.84,NA,0.41
3895db025b0f5a23a26d80548b325cf7,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.35
d3446426dcebd0394664fdbc821b8075,Bacteria,1,Proteobacteria,0.93,Gammaproteobacteria,0.93,Aeromonadales,0.86,Succinivibrionaceae,0.86,Succinivibrio,0.83
4141f5ed619d3b2cf155355ba3a1361c,Bacteria,1,Firmicutes,0.89,NA,0.22,NA,0.2,NA,0.18,NA,0.07
6296f23ea6456bba9887978941b1619d,Bacteria,0.99,Proteobacteria,0.84,NA,0.74,NA,0.71,NA,0.71,NA,0.71
1d2d4995b234165b43cc1566aea20bc6,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.83,Bacteroidales,0.83,NA,0.22,NA,0.22
f658a2fe7f2fea5c57c0acc68127537c,Bacteria,0.99,Bacteroidetes,0.95,Bacteroidia,0.87,Bacteroidales,0.87,Prevotellaceae,0.8,NA,0.35
1c88b7af098d60d09f03be836abb76cf,Bacteria,1,Bacteroidetes,0.89,NA,0.75,NA,0.75,NA,0.51,NA,0.37
b3fbddcf4bfcc0906715fc6838db7906,Bacteria,1,Firmicutes,0.99,Clostridia,0.92,Clostridiales,0.92,Ruminococcaceae,0.88,NA,0.47
aca60917b689a7d28b0c7ad118068a4b,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,NA,0.79,NA,0.3
847fe1b88e65d3a22e8295e4d12398fd,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.96,NA,0.36
950fa46ee2e98d531e58ceb27b8da9f1,Bacteria,1,NA,0.71,NA,0.69,NA,0.64,NA,0.33,NA,0.2
c0cfba30157a6748987d4661c03e9216,Bacteria,1,NA,0.43,NA,0.43,NA,0.43,NA,0.43,NA,0.25
bc0e3fecbd4de89a5a4c57077e868353,Bacteria,1,Bacteroidetes,0.99,Bacteroidia,0.93,Bacteroidales,0.93,NA,0.74,NA,0.46
e1f893c094143025bfd0382b834982de,Bacteria,0.99,Bacteroidetes,0.9,NA,0.41,NA,0.41,NA,0.24,NA,0.13
d07eae5a8f6d273e367af10aeb383959,Bacteria,1,Bacteroidetes,0.99,Bacteroidia,0.93,Bacteroidales,0.93,NA,0.74,NA,0.62
6de1a86b9e7acad6f2e307115d834b01,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Coriobacteriales,1,Coriobacteriaceae,1,NA,0.53
9488fc8182ef5bbe433ceb8eebe8e785,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.94,NA,0.47
2f66292a72b878e4cc2b776570b840f9,Bacteria,1,NA,0.43,NA,0.4,NA,0.4,NA,0.4,NA,0.4
14ca0ece05f1af9e90846efdfdf14d83,Bacteria,1,NA,0.69,NA,0.69,NA,0.68,NA,0.67,NA,0.12
21d2f731fb38db6e17523aa305842e5d,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,NA,0.68,NA,0.52
913869fedaed08c4ff001509d80c09c8,Bacteria,1,Proteobacteria,0.86,Gammaproteobacteria,0.85,NA,0.78,NA,0.78,NA,0.78
88ebe453fe0ff2bad0044a080d509594,Bacteria,1,Firmicutes,1,Bacilli,0.98,Lactobacillales,0.98,NA,0.68,NA,0.64
facdbf17e0625002957675f3d272d050,Bacteria,1,Firmicutes,0.91,NA,0.56,NA,0.42,NA,0.25,NA,0.16
dca1699d9d76885a8aa47acfbb6629d0,Bacteria,1,Firmicutes,0.93,Clostridia,0.92,Clostridiales,0.91,NA,0.74,NA,0.35
1ce50d74622eeca361acef043c523d45,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Lachnospiraceae,0.91,NA,0.39
aea07a233c4f117f2015a8e554f01698,Bacteria,1,NA,0.73,NA,0.7,NA,0.62,NA,0.2,NA,0.07
5be52384835e74a2329e2e413eee29ab,Bacteria,1,Bacteroidetes,0.97,NA,0.27,NA,0.27,NA,0.24,NA,0.24
b0713ffc68fb3c9d7b175aa685163782,Bacteria,1,NA,0.65,NA,0.65,NA,0.65,NA,0.1,NA,0.06
9d20816eb29582ee3798032d48e41b3d,Bacteria,1,NA,0.74,NA,0.74,NA,0.68,NA,0.48,NA,0.33
06fb5f3f6fe6dfc972075eb8775a8d28,Bacteria,1,Bacteroidetes,0.95,NA,0.55,NA,0.55,NA,0.36,NA,0.32
a4f2cfc0f38177b36388183dcd1f82fc,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.96,NA,0.33
5087d16b714b8944de34e99679ac3c45,Bacteria,1,Bacteroidetes,0.91,NA,0.44,NA,0.44,NA,0.43,NA,0.11
9f4cb8083312701bfe7122104b40f060,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.98
fef094cc9e873dbaf63e8d49a7217239,Bacteria,1,Firmicutes,0.91,Clostridia,0.88,Clostridiales,0.86,NA,0.72,NA,0.44
beb3eaceda74bb10466aed939d055b32,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.98,Bacteroidales,0.98,Prevotellaceae,0.93,NA,0.48
86eb988f1046a091f72b2c270e94601e,Bacteria,1,Firmicutes,0.96,Bacilli,0.81,Lactobacillales,0.81,NA,0.53,NA,0.53
7d423c3ecf7a395f2621d9dd0e301d7e,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Coriobacteriales,0.99,Coriobacteriaceae,0.99,NA,0.65
98283291c1a64d4646292e816f177570,Bacteria,1,Bacteroidetes,0.97,NA,0.48,NA,0.48,NA,0.36,NA,0.16
ec0e61e9f6063f8aee7528dd11fe2653,Bacteria,1,Firmicutes,0.84,NA,0.72,NA,0.72,NA,0.72,NA,0.28
f8392bea8c38f8cc0caff949fc1617ce,Bacteria,1,Firmicutes,0.92,Clostridia,0.92,Clostridiales,0.89,NA,0.68,NA,0.45
24fefb3d8bc62fe43e80a636dc576472,Bacteria,1,Firmicutes,0.92,Clostridia,0.91,Clostridiales,0.89,Ruminococcaceae,0.82,NA,0.35
4c888c918ac72cf107fec82119eaaed7,Bacteria,1,Proteobacteria,0.99,Gammaproteobacteria,0.98,Aeromonadales,0.96,Succinivibrionaceae,0.95,Succinivibrio,0.95
fb2f3b3c8ee4395fc0c6d4649eda4f03,Bacteria,1,Firmicutes,0.97,NA,0.64,NA,0.64,NA,0.62,NA,0.6
84a198a568405956de641a2739773080,Bacteria,1,Firmicutes,0.93,Clostridia,0.91,Clostridiales,0.9,NA,0.68,NA,0.41
fb0e6b2eee8a7dd684f278cb142a9c2a,Bacteria,1,Bacteroidetes,0.99,NA,0.18,NA,0.18,NA,0.18,NA,0.18
afed8ecbc2c17150441d3af4d312c2ad,Bacteria,1,Firmicutes,0.9,NA,0.64,NA,0.64,NA,0.56,NA,0.2
0641266a9a8e985276cfa77ce7d4a3ff,Bacteria,1,Firmicutes,0.89,NA,0.66,NA,0.66,NA,0.66,NA,0.38
76d2e9f6a21f0ed82881ebc64e339ccb,Bacteria,1,Fibrobacteres,1,Fibrobacteria,1,Fibrobacterales,1,Fibrobacteraceae,1,Fibrobacter,1
9b26b2c9a2c1d768ac75136f484ac428,Bacteria,0.97,NA,0.45,NA,0.45,NA,0.45,NA,0.35,NA,0.34
1482cfd8983c0195e5d3ce20122dcead,Bacteria,1,Bacteroidetes,0.96,Bacteroidia,0.86,Bacteroidales,0.86,Prevotellaceae,0.85,NA,0.55
124ccb0782550dedbfbad2544975f569,Bacteria,1,NA,0.65,NA,0.64,NA,0.64,NA,0.63,NA,0.4
8d8d58e9255d20ec66c0bceb276afe2a,Bacteria,1,Firmicutes,0.91,Clostridia,0.91,Clostridiales,0.91,Lachnospiraceae,0.91,Butyrivibrio,0.81
fac258f5de0a37e857bcec35e1cab629,Bacteria,0.99,NA,0.64,NA,0.23,NA,0.23,NA,0.16,NA,0.04
c0c1c4e0c01eae7a950ae81344165adb,Bacteria,1,Firmicutes,0.93,NA,0.71,NA,0.55,NA,0.34,NA,0.27
6739bdc2251ab694da3c99cceeee08a8,Bacteria,1,Actinobacteria,0.82,Actinobacteria,0.82,Coriobacteriales,0.81,Coriobacteriaceae,0.81,NA,0.75
16445cd37ba5141351dc3683e5e41c9c,Bacteria,1,NA,0.7,NA,0.68,NA,0.68,NA,0.65,NA,0.6
ee620b030fd9a6162ee07235d03a09a6,Bacteria,1,Tenericutes,0.98,Mollicutes,0.98,Anaeroplasmatales,0.98,Anaeroplasmataceae,0.98,Anaeroplasma,0.98
6eac41403f122c8531b1d5c0bf2f6396,Bacteria,1,NA,0.49,NA,0.49,NA,0.49,NA,0.49,NA,0.49
6cda7e1ab5b4c0c8f367aae009733b11,Bacteria,1,NA,0.75,NA,0.73,NA,0.73,NA,0.7,NA,0.65
99df94bd8ad5fa410772e63e386510ff,Bacteria,1,Firmicutes,1,Negativicutes,1,Selenomonadales,1,Veillonellaceae,0.98,NA,0.54
fe7e35363723b4984992b482ed43268c,Bacteria,1,Spirochaetes,1,Spirochaetes,1,Spirochaetales,1,Spirochaetaceae,1,Treponema,1
e74d6b30929ff5170270bee5084aaa97,Bacteria,1,NA,0.19,NA,0.19,NA,0.16,NA,0.16,NA,0.16
6e4b23fd1e614f76923e840971be2b7e,Bacteria,0.99,NA,0.55,NA,0.45,NA,0.44,NA,0.23,NA,0.12
10554f29096f6915b39a18e7f9f60f43,Bacteria,1,Firmicutes,0.87,Clostridia,0.8,NA,0.78,NA,0.6,NA,0.32
a7d015517fdfd5357c6ead322b635788,Bacteria,1,Firmicutes,0.92,Bacilli,0.92,Lactobacillales,0.88,NA,0.29,NA,0.22
c2fb1953519ac3a026cae87ca95a3fb3,Bacteria,1,NA,0.73,NA,0.46,NA,0.42,NA,0.42,NA,0.27
241ed2b89068ac46078dcf086bf59947,Bacteria,1,Firmicutes,0.9,Clostridia,0.85,Clostridiales,0.85,NA,0.59,NA,0.3
528d8988dbb15486e4b55ae2ca7534c9,Bacteria,1,Bacteroidetes,0.98,Bacteroidia,0.91,Bacteroidales,0.91,NA,0.22,NA,0.2
99c165b9213c734bd0bf5cd35a4cce92,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.87,Bacteroidales,0.87,NA,0.51,NA,0.43
ff478ea6131f9798fe4df6286b74c390,Bacteria,1,Bacteroidetes,0.85,Bacteroidia,0.81,Bacteroidales,0.81,NA,0.74,NA,0.68
bc863dd3595b15ece7f6f017d83bcc7e,Bacteria,1,NA,0.56,NA,0.56,NA,0.49,NA,0.49,NA,0.16
7be32ed010d2bbd530368c8b55879d28,Bacteria,1,NA,0.56,NA,0.55,NA,0.54,NA,0.44,NA,0.35
7182a6b60de585af8776f7dd399d2859,Bacteria,1,Firmicutes,0.97,Clostridia,0.81,Clostridiales,0.81,NA,0.29,NA,0.19
27bfc6fec8022af709d00c2316ae6992,Bacteria,1,Bacteroidetes,0.91,Bacteroidia,0.85,Bacteroidales,0.85,NA,0.77,NA,0.54
eb3e4f5542b9b119d6e6222ed45abfb1,Bacteria,1,Bacteroidetes,0.99,NA,0.56,NA,0.56,NA,0.33,NA,0.29
0910c3d43a5c0872d849d25561b2cfd3,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,NA,0.57
432efcb70bcb789159345ec82053e566,Bacteria,1,Firmicutes,0.81,NA,0.45,NA,0.28,NA,0.16,NA,0.04
c844966a30cb0d7cd667c0b989e97742,Bacteria,1,NA,0.78,NA,0.75,NA,0.53,NA,0.4,NA,0.38
98c13e9255d3b7fd8d80454d1226a57f,Bacteria,1,NA,0.64,NA,0.64,NA,0.61,NA,0.61,NA,0.2
aaf7144682d8237a207ae07dde0c803f,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Lachnospiracea_incertae_sedis,0.84
b225b3afcad0a48c298d0abfd049de3a,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Lachnospiraceae,0.92,NA,0.54
71ffe8f7e08b864c0fda2efdacaa3693,Bacteria,1,NA,0.66,NA,0.66,NA,0.66,NA,0.66,NA,0.65
67a7164c2a44f482d1ab8dc1912447f2,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.93,Bacteroidales,0.93,Prevotellaceae,0.87,NA,0.66
c3fb1c00808caeb48a66c1d85c397b02,Bacteria,0.98,NA,0.59,NA,0.59,NA,0.59,NA,0.56,NA,0.34
d1ee85eb292b96f851d0342c6a0297f9,Bacteria,0.98,NA,0.16,NA,0.16,NA,0.16,NA,0.16,NA,0.16
b659de27295d2cf3a4c3408eaff951fc,Bacteria,1,NA,0.44,NA,0.33,NA,0.33,NA,0.18,NA,0.14
4e5ab137f95ae1d65d62c1056671f8f5,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Lachnospiraceae,0.94,NA,0.29
65dcc1935c8597036aa9ca4d1810ecec,Bacteria,0.99,NA,0.78,NA,0.38,NA,0.38,NA,0.24,NA,0.24
39d2e89d45184a77515e087e952d8864,Bacteria,1,NA,0.75,NA,0.74,NA,0.74,NA,0.69,NA,0.3
dfee07bf2bd799c89a1231cc8137ecf2,Bacteria,1,Proteobacteria,0.93,Gammaproteobacteria,0.93,NA,0.71,NA,0.71,NA,0.69
3c94d53e9a27c2127511605c83afd7ad,Bacteria,1,Firmicutes,0.91,Clostridia,0.91,Clostridiales,0.91,Lachnospiraceae,0.9,NA,0.25
61b2d4f2811a9b04c97255f72e8a5d05,Bacteria,1,Firmicutes,1,Clostridia,0.88,Clostridiales,0.87,NA,0.69,NA,0.12
ad84475e08861ca1246212ac1485251f,Bacteria,1,NA,0.75,NA,0.75,NA,0.75,NA,0.75,NA,0.75
d1929ea029f3f6744d99406dbfadc572,Bacteria,1,Firmicutes,0.9,NA,0.47,NA,0.26,NA,0.16,NA,0.16
0b842f10b808c7067423bbe6b71714e2,Bacteria,1,NA,0.7,NA,0.63,NA,0.63,NA,0.63,NA,0.35
4102ff8d1c8e303a72e3e7989c812334,Bacteria,1,NA,0.77,NA,0.73,NA,0.58,NA,0.58,NA,0.36
15314e0d5e1a37162f092ac81a6279f6,Bacteria,1,Firmicutes,0.99,Negativicutes,0.99,Selenomonadales,0.99,Veillonellaceae,0.99,Schwartzia,0.99
f8952a90508b0f819c105a37bccb2e4f,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.95,Bacteroidales,0.95,Prevotellaceae,0.95,NA,0.71
d650704f06a81c96d7b88ea90a17af18,Bacteria,1,NA,0.65,NA,0.19,NA,0.19,NA,0.15,NA,0.15
