"file","genome","n_ribosomal_proteins","total_ribosomal_gene_len","n_reads_mapped","Filename","ReadCount","dataset","normalized_reads_per_kB_per_M"
"SRR5190271_1","Megasphaera_hexanoica_MH",42,17547,22,"SRR5190271_1.fastq",1346134,"Calf",0.931389872161481
"ERR3201411_1","10677_0023_idba_bin.239",41,18483,18,"ERR3201411_1.fastq",60936220,"Adult",0.015981757296254
"ERR3201411_1","10677_0019_idba_bin.218",40,17688,188,"ERR3201411_1.fastq",60936220,"Adult",0.174422942673164
"ERR3201411_1","10674_0003_idba_bin.96",41,18645,314,"ERR3201411_1.fastq",60936220,"Adult",0.276370541740389
"ERR3201411_1","10674_0009_idba_bin.117",37,20709,166,"ERR3201411_1.fastq",60936220,"Adult",0.131544728641079
"ERR3201411_1","10677_0034_idba_bin.198",42,18354,36,"ERR3201411_1.fastq",60936220,"Adult",0.0321881682583265
"ERR3201411_1","10676_min2k_bin.3406",41,18084,8,"ERR3201411_1.fastq",60936220,"Adult",0.00725972179475196
"ERR3201411_1","10678_0024_idba_bin.135",41,17709,210,"ERR3201411_1.fastq",60936220,"Adult",0.194603096424289
"ERR3201411_1","malmuthuge.128",41,18225,58,"ERR3201411_1.fastq",60936220,"Adult",0.0522257813326823
"ERR3201411_1","10676_min2k_bin.3258",23,9531,10,"ERR3201411_1.fastq",60936220,"Adult",0.0172181314836185
"ERR3201411_1","10677_0023_idba_bin.13",41,18111,6,"ERR3201411_1.fastq",60936220,"Adult",0.00543667421468835
"ERR3201411_1","malmuthuge.79",28,12450,8,"ERR3201411_1.fastq",60936220,"Adult",0.0105449645731963
"ERR3201411_1","10676_min2k_bin.2753",42,18609,7,"ERR3201411_1.fastq",60936220,"Adult",0.00617304572084785
"ERR3201411_1","10675_0017_idba_bin.63",18,10164,26,"ERR3201411_1.fastq",60936220,"Adult",0.0419791055729001
"ERR3201411_1","10674_min2k_bin.1792",42,18066,4,"ERR3201411_1.fastq",60936220,"Adult",0.00363347749740658
"ERR3201411_1","10678_0051_idba_bin.51",43,20247,42,"ERR3201411_1.fastq",60936220,"Adult",0.0340418455531953
"ERR3201411_1","10676_0049_idba_bin.70",39,19470,41,"ERR3201411_1.fastq",60936220,"Adult",0.0345575062043405
"ERR3201411_1","Megasphaera_hexanoica_MH",42,17547,8,"ERR3201411_1.fastq",60936220,"Adult",0.0074818948501906
"ERR3201411_1","malmuthuge.34",41,17973,3,"ERR3201411_1.fastq",60936220,"Adult",0.00273920899967231
"ERR3201411_1","malmuthuge.164",43,18489,7,"ERR3201411_1.fastq",60936220,"Adult",0.00621311092104806
"ERR3201411_1","10677_min2k_bin.4359",27,11229,2,"ERR3201411_1.fastq",60936220,"Adult",0.00292289627162469
"ERR3201411_1","10678_min2k_bin.2957",37,16101,3,"ERR3201411_1.fastq",60936220,"Adult",0.00305768606615182
"ERR3201411_1","malmuthuge.158",35,15363,2,"ERR3201411_1.fastq",60936220,"Adult",0.00213637975877586
"ERR3201411_1","Megasphaera_elsdenii_2410",31,13602,1,"ERR3201411_1.fastq",60936220,"Adult",0.00120648442266114
"SRR5190278_1","malmuthuge.128",41,18225,1508,"SRR5190278_1.fastq",27796632,"Calf",2.97674496050333
"SRR5190278_1","malmuthuge.34",41,17973,598,"SRR5190278_1.fastq",27796632,"Calf",1.19698423959597
"SRR5190278_1","10674_0003_idba_bin.96",41,18645,410,"SRR5190278_1.fastq",27796632,"Calf",0.791096187495991
"SRR5190278_1","Megasphaera_elsdenii_2410",31,13602,1198,"SRR5190278_1.fastq",27796632,"Calf",3.16855952356425
"SRR5190278_1","malmuthuge.164",43,18489,156,"SRR5190278_1.fastq",27796632,"Calf",0.303542144752462
"SRR5190278_1","Megasphaera_hexanoica_MH",42,17547,210,"SRR5190278_1.fastq",27796632,"Calf",0.430550642015267
"SRR5190278_1","10677_0023_idba_bin.239",41,18483,58,"SRR5190278_1.fastq",27796632,"Calf",0.112892048213063
"SRR5190278_1","malmuthuge.158",35,15363,286,"SRR5190278_1.fastq",27796632,"Calf",0.669727026596487
"SRR5190278_1","10678_0024_idba_bin.135",41,17709,22,"SRR5190278_1.fastq",27796632,"Calf",0.0446926869414588
"SRR5190278_1","10676_min2k_bin.3406",41,18084,6,"SRR5190278_1.fastq",27796632,"Calf",0.0119361584280373
"SRR5190278_1","malmuthuge.79",28,12450,23,"SRR5190278_1.fastq",27796632,"Calf",0.0664609136183453
"SRR5190278_1","10677_0019_idba_bin.218",40,17688,12,"SRR5190278_1.fastq",27796632,"Calf",0.0244067717110612
"SRR5190278_1","10675_0017_idba_bin.63",18,10164,8,"SRR5190278_1.fastq",27796632,"Calf",0.0283160814656468
"SRR5190278_1","10677_min2k_bin.3664",29,11922,2,"SRR5190278_1.fastq",27796632,"Calf",0.00603515878243655
"SRR5190278_1","10678_0051_idba_bin.51",43,20247,4,"SRR5190278_1.fastq",27796632,"Calf",0.00710734064347395
"SRR5190278_1","10676_min2k_bin.2753",42,18609,2,"SRR5190278_1.fastq",27796632,"Calf",0.00386647122382764
"SRR5190278_1","10674_min2k_bin.1792",42,18066,4,"SRR5190278_1.fastq",27796632,"Calf",0.00796536732029321
"SRR5190278_1","10678_min2k_bin.2957",37,16101,2,"SRR5190278_1.fastq",27796632,"Calf",0.00446873877425058
"SRR5190278_1","10677_0034_idba_bin.198",42,18354,3,"SRR5190278_1.fastq",27796632,"Calf",0.00588028465219096
"ERR3201417_1","10676_min2k_bin.3406",41,18084,22,"ERR3201417_1.fastq",102756726,"Adult",0.0118390791486043
"ERR3201417_1","10677_0019_idba_bin.218",40,17688,929,"ERR3201417_1.fastq",102756726,"Adult",0.511124532048956
"ERR3201417_1","10674_0009_idba_bin.117",37,20709,1134,"ERR3201417_1.fastq",102756726,"Adult",0.532897481781508
"ERR3201417_1","10677_0023_idba_bin.13",41,18111,212,"ERR3201417_1.fastq",102756726,"Adult",0.11391559211266
"ERR3201417_1","10674_min2k_bin.1792",42,18066,70,"ERR3201417_1.fastq",102756726,"Adult",0.0377073294703141
"ERR3201417_1","10676_0049_idba_bin.70",39,19470,1818,"ERR3201417_1.fastq",102756726,"Adult",0.90869401763522
"ERR3201417_1","10678_0051_idba_bin.51",43,20247,70,"ERR3201417_1.fastq",102756726,"Adult",0.033645508678357
"ERR3201417_1","10678_0024_idba_bin.135",41,17709,876,"ERR3201417_1.fastq",102756726,"Adult",0.481393043124616
"ERR3201417_1","malmuthuge.128",41,18225,48,"ERR3201417_1.fastq",102756726,"Adult",0.0256308755493736
"ERR3201417_1","malmuthuge.79",28,12450,21,"ERR3201417_1.fastq",102756726,"Adult",0.0164149545592938
"ERR3201417_1","10674_0003_idba_bin.96",41,18645,519,"ERR3201417_1.fastq",102756726,"Adult",0.270891084377543
"ERR3201417_1","10677_0034_idba_bin.198",42,18354,254,"ERR3201417_1.fastq",102756726,"Adult",0.134676782024562
"ERR3201417_1","10677_min2k_bin.4359",27,11229,9,"ERR3201417_1.fastq",102756726,"Adult",0.0077999383330105
"ERR3201417_1","10677_0019_idba_bin.37",23,9222,20,"ERR3201417_1.fastq",102756726,"Adult",0.0211054501412986
"ERR3201417_1","10678_min2k_bin.2957",37,16101,93,"ERR3201417_1.fastq",102756726,"Adult",0.056210809551842
"ERR3201417_1","Megasphaera_elsdenii_2410",31,13602,158,"ERR3201417_1.fastq",102756726,"Adult",0.113043099801804
"ERR3201417_1","malmuthuge.158",35,15363,165,"ERR3201417_1.fastq",102756726,"Adult",0.104519579829799
"ERR3201417_1","10675_0017_idba_bin.63",18,10164,127,"ERR3201417_1.fastq",102756726,"Adult",0.121598664761846
"ERR3201417_1","malmuthuge.164",43,18489,28,"ERR3201417_1.fastq",102756726,"Adult",0.0147378574116652
"ERR3201417_1","10676_min2k_bin.2753",42,18609,39,"ERR3201417_1.fastq",102756726,"Adult",0.0203953570501348
"ERR3201417_1","10677_0023_idba_bin.239",41,18483,16,"ERR3201417_1.fastq",102756726,"Adult",0.00842436665922439
"ERR3201417_1","Megasphaera_hexanoica_MH",42,17547,21,"ERR3201417_1.fastq",102756726,"Adult",0.0116467877279996
"ERR3201417_1","Ruminococcaceae_CPB6",41,18129,9,"ERR3201417_1.fastq",102756726,"Adult",0.00483123766017844
"ERR3201417_1","10676_min2k_bin.3258",23,9531,13,"ERR3201417_1.fastq",102756726,"Adult",0.0132737802730024
"ERR3201417_1","malmuthuge.34",41,17973,11,"ERR3201417_1.fastq",102756726,"Adult",0.0059560982396751
"ERR3201417_1","Pseudoramibacter_alactolyticus_ATCC23263",44,18396,2,"ERR3201417_1.fastq",102756726,"Adult",0.00105802599044931
"SRR5190279_1","10674_0003_idba_bin.96",41,18645,788,"SRR5190279_1.fastq",21049986,"Calf",2.00776102076199
"SRR5190279_1","malmuthuge.34",41,17973,376,"SRR5190279_1.fastq",21049986,"Calf",0.993837682021648
"SRR5190279_1","Megasphaera_hexanoica_MH",42,17547,1074,"SRR5190279_1.fastq",21049986,"Calf",2.9076999832273
"SRR5190279_1","Megasphaera_elsdenii_2410",31,13602,5821,"SRR5190279_1.fastq",21049986,"Calf",20.3302639630385
"SRR5190279_1","malmuthuge.164",43,18489,277,"SRR5190279_1.fastq",21049986,"Calf",0.7117287925276
"SRR5190279_1","malmuthuge.158",35,15363,170,"SRR5190279_1.fastq",21049986,"Calf",0.525679546469371
"SRR5190279_1","10677_0023_idba_bin.239",41,18483,105,"SRR5190279_1.fastq",21049986,"Calf",0.269876472053155
"SRR5190279_1","10675_0017_idba_bin.63",18,10164,6,"SRR5190279_1.fastq",21049986,"Calf",0.028043665783766
"SRR5190279_1","10678_0024_idba_bin.135",41,17709,4,"SRR5190279_1.fastq",21049986,"Calf",0.0107303562793381
"SRR5190279_1","malmuthuge.128",41,18225,30,"SRR5190279_1.fastq",21049986,"Calf",0.0781991273048554
"SRR5190279_1","10676_min2k_bin.3406",41,18084,2,"SRR5190279_1.fastq",21049986,"Calf",0.00525392278673962
"SRR5190279_1","10678_min2k_bin.2957",37,16101,5,"SRR5190279_1.fastq",21049986,"Calf",0.0147524904781379
"SRR5190279_1","malmuthuge.79",28,12450,4,"SRR5190279_1.fastq",21049986,"Calf",0.0152629621968513
"SRR5190279_1","10674_min2k_bin.1792",42,18066,4,"SRR5190279_1.fastq",21049986,"Calf",0.0105183150310417
"SRR5190279_1","10677_min2k_bin.3664",29,11922,5,"SRR5190279_1.fastq",21049986,"Calf",0.0199236578752305
"SRR5190279_1","10678_0051_idba_bin.51",43,20247,1,"SRR5190279_1.fastq",21049986,"Calf",0.00234632142231934
"SRR5190279_1","10677_0034_idba_bin.198",42,18354,1,"SRR5190279_1.fastq",21049986,"Calf",0.0025883169792797
"ERR3275124_1","10677_0019_idba_bin.218",40,17688,379,"ERR3275124_1.fastq",119053135,"Adult",0.179978092374037
"ERR3275124_1","10676_0049_idba_bin.70",39,19470,1280,"ERR3275124_1.fastq",119053135,"Adult",0.552208620437275
"ERR3275124_1","10676_min2k_bin.3406",41,18084,47,"ERR3275124_1.fastq",119053135,"Adult",0.0218304417266276
"ERR3275124_1","10678_0024_idba_bin.135",41,17709,2339,"ERR3275124_1.fastq",119053135,"Adult",1.10941835734824
"ERR3275124_1","10674_0009_idba_bin.117",37,20709,564,"ERR3275124_1.fastq",119053135,"Adult",0.228759500613839
"ERR3275124_1","Megasphaera_elsdenii_2410",31,13602,844,"ERR3275124_1.fastq",119053135,"Adult",0.521193319048164
"ERR3275124_1","10674_min2k_bin.1792",42,18066,211,"ERR3275124_1.fastq",119053135,"Adult",0.0981023957391388
"ERR3275124_1","10674_0003_idba_bin.96",41,18645,413,"ERR3275124_1.fastq",119053135,"Adult",0.186057348647609
"ERR3275124_1","10677_0034_idba_bin.198",42,18354,261,"ERR3275124_1.fastq",119053135,"Adult",0.119445266538352
"ERR3275124_1","malmuthuge.128",41,18225,285,"ERR3275124_1.fastq",119053135,"Adult",0.131351938630634
"ERR3275124_1","malmuthuge.158",35,15363,190,"ERR3275124_1.fastq",119053135,"Adult",0.103881146544438
"ERR3275124_1","10678_0051_idba_bin.51",43,20247,292,"ERR3275124_1.fastq",119053135,"Adult",0.12113826034624
"ERR3275124_1","Megasphaera_hexanoica_MH",42,17547,43,"ERR3275124_1.fastq",119053135,"Adult",0.0205837616079445
"ERR3275124_1","10677_0023_idba_bin.13",41,18111,28,"ERR3275124_1.fastq",119053135,"Adult",0.0129859810473256
"ERR3275124_1","10678_min2k_bin.2957",37,16101,36,"ERR3275124_1.fastq",119053135,"Adult",0.018780571967429
"ERR3275124_1","10676_min2k_bin.2753",42,18609,16,"ERR3275124_1.fastq",119053135,"Adult",0.00722197716153054
"ERR3275124_1","Pseudoramibacter_alactolyticus_ATCC23263",44,18396,13,"ERR3275124_1.fastq",119053135,"Adult",0.0059357980300948
"ERR3275124_1","10675_0017_idba_bin.63",18,10164,37,"ERR3275124_1.fastq",119053135,"Adult",0.0305770956375449
"ERR3275124_1","malmuthuge.79",28,12450,13,"ERR3275124_1.fastq",119053135,"Adult",0.00877067795675695
"ERR3275124_1","10677_min2k_bin.3664",29,11922,3,"ERR3275124_1.fastq",119053135,"Adult",0.00211364137202632
"ERR3275124_1","10677_0023_idba_bin.239",41,18483,40,"ERR3275124_1.fastq",119053135,"Adult",0.0181780248064332
"ERR3275124_1","10677_min2k_bin.4359",27,11229,22,"ERR3275124_1.fastq",119053135,"Adult",0.0164566246213837
"ERR3275124_1","Ruminococcaceae_CPB6",41,18129,26,"ERR3275124_1.fastq",119053135,"Adult",0.0120464383652296
"ERR3275124_1","malmuthuge.164",43,18489,14,"ERR3275124_1.fastq",119053135,"Adult",0.00636024400314006
"ERR3275124_1","10676_min2k_bin.3258",23,9531,8,"ERR3275124_1.fastq",119053135,"Adult",0.00705035006814195
"ERR3275124_1","malmuthuge.34",41,17973,11,"ERR3275124_1.fastq",119053135,"Adult",0.00514080670654642
"ERR3275124_1","10677_0019_idba_bin.37",23,9222,9,"ERR3275124_1.fastq",119053135,"Adult",0.00819740807979761
"ERR3275127_1","10678_0051_idba_bin.51",43,20247,2144,"ERR3275127_1.fastq",133226909,"Adult",0.79482614843068
"ERR3275127_1","10676_0049_idba_bin.70",39,19470,1885,"ERR3275127_1.fastq",133226909,"Adult",0.726697140175836
"ERR3275127_1","10674_0009_idba_bin.117",37,20709,1580,"ERR3275127_1.fastq",133226909,"Adult",0.572672075823801
"ERR3275127_1","10677_0034_idba_bin.198",42,18354,747,"ERR3275127_1.fastq",133226909,"Adult",0.305490649974607
"ERR3275127_1","10677_0023_idba_bin.13",41,18111,34,"ERR3275127_1.fastq",133226909,"Adult",0.0140910882406592
"ERR3275127_1","10677_0019_idba_bin.218",40,17688,1135,"ERR3275127_1.fastq",133226909,"Adult",0.481642919275059
"ERR3275127_1","malmuthuge.158",35,15363,21,"ERR3275127_1.fastq",133226909,"Adult",0.0102600933519766
"ERR3275127_1","10678_0024_idba_bin.135",41,17709,206,"ERR3275127_1.fastq",133226909,"Adult",0.0873134664329455
"ERR3275127_1","10678_min2k_bin.2957",37,16101,82,"ERR3275127_1.fastq",133226909,"Adult",0.0382268973581827
"ERR3275127_1","malmuthuge.164",43,18489,30,"ERR3275127_1.fastq",133226909,"Adult",0.0121791191802397
"ERR3275127_1","malmuthuge.128",41,18225,10,"ERR3275127_1.fastq",133226909,"Adult",0.00411851366298036
"ERR3275127_1","malmuthuge.79",28,12450,38,"ERR3275127_1.fastq",133226909,"Adult",0.02290985250841
"ERR3275127_1","10675_0017_idba_bin.63",18,10164,79,"ERR3275127_1.fastq",133226909,"Adult",0.058340545150704
"ERR3275127_1","10674_min2k_bin.1792",42,18066,24,"ERR3275127_1.fastq",133226909,"Adult",0.00997142630459211
"ERR3275127_1","10676_min2k_bin.2753",42,18609,59,"ERR3275127_1.fastq",133226909,"Adult",0.023797811698432
"ERR3275127_1","Megasphaera_hexanoica_MH",42,17547,12,"ERR3275127_1.fastq",133226909,"Adult",0.00513317910807434
"ERR3275127_1","10674_0003_idba_bin.96",41,18645,46,"ERR3275127_1.fastq",133226909,"Adult",0.0185184013374073
"ERR3275127_1","Megasphaera_elsdenii_2410",31,13602,11,"ERR3275127_1.fastq",133226909,"Adult",0.00607012958819282
"ERR3275127_1","10676_min2k_bin.3406",41,18084,19,"ERR3275127_1.fastq",133226909,"Adult",0.00788618844640856
"ERR3275127_1","malmuthuge.34",41,17973,22,"ERR3275127_1.fastq",133226909,"Adult",0.00918777084054958
"ERR3275127_1","10677_0019_idba_bin.37",23,9222,13,"ERR3275127_1.fastq",133226909,"Adult",0.0105809894773544
"ERR3275127_1","Ruminococcaceae_CPB6",41,18129,34,"ERR3275127_1.fastq",133226909,"Adult",0.0140770974199668
"ERR3275127_1","Pseudoramibacter_alactolyticus_ATCC23263",44,18396,11,"ERR3275127_1.fastq",133226909,"Adult",0.00448825302558158
"ERR3275127_1","10677_min2k_bin.4359",27,11229,11,"ERR3275127_1.fastq",133226909,"Adult",0.00735291679210961
"ERR3275127_1","10677_min2k_bin.3664",29,11922,6,"ERR3275127_1.fastq",133226909,"Adult",0.00377754964810353
"ERR3275127_1","10677_0023_idba_bin.239",41,18483,6,"ERR3275127_1.fastq",133226909,"Adult",0.00243661455957855
"ERR3275127_1","10676_min2k_bin.3258",23,9531,8,"ERR3275127_1.fastq",133226909,"Adult",0.00630027585838356
"SRR5190276_1","malmuthuge.158",35,15363,129,"SRR5190276_1.fastq",17059752,"Calf",0.492199271155184
"SRR5190276_1","malmuthuge.128",41,18225,1436,"SRR5190276_1.fastq",17059752,"Calf",4.61864081851923
"SRR5190276_1","10678_0024_idba_bin.135",41,17709,895,"SRR5190276_1.fastq",17059752,"Calf",2.96248584478684
"SRR5190276_1","Megasphaera_elsdenii_2410",31,13602,922,"SRR5190276_1.fastq",17059752,"Calf",3.97333732575923
"SRR5190276_1","10674_0003_idba_bin.96",41,18645,663,"SRR5190276_1.fastq",17059752,"Calf",2.08438734246268
"SRR5190276_1","malmuthuge.34",41,17973,86,"SRR5190276_1.fastq",17059752,"Calf",0.280482108449974
"SRR5190276_1","malmuthuge.164",43,18489,19,"SRR5190276_1.fastq",17059752,"Calf",0.0602375729178106
"SRR5190276_1","Megasphaera_hexanoica_MH",42,17547,156,"SRR5190276_1.fastq",17059752,"Calf",0.521133520396872
"SRR5190276_1","10677_0023_idba_bin.239",41,18483,122,"SRR5190276_1.fastq",17059752,"Calf",0.386914186443426
"SRR5190276_1","10676_min2k_bin.3406",41,18084,5,"SRR5190276_1.fastq",17059752,"Calf",0.016207005984898
"SRR5190276_1","10677_min2k_bin.3664",29,11922,2,"SRR5190276_1.fastq",17059752,"Calf",0.00983350096396225
"SRR5190276_1","10677_0034_idba_bin.198",42,18354,2,"SRR5190276_1.fastq",17059752,"Calf",0.00638743589911507
"ERR3275126_1","10677_0019_idba_bin.218",40,17688,2710,"ERR3275126_1.fastq",136527050,"Adult",1.1222041100577
"ERR3275126_1","10676_0049_idba_bin.70",39,19470,2822,"ERR3275126_1.fastq",136527050,"Adult",1.06162796875376
"ERR3275126_1","10677_0034_idba_bin.198",42,18354,684,"ERR3275126_1.fastq",136527050,"Adult",0.272964813532129
"ERR3275126_1","10678_0051_idba_bin.51",43,20247,1685,"ERR3275126_1.fastq",136527050,"Adult",0.609565692358239
"ERR3275126_1","10674_0009_idba_bin.117",37,20709,2587,"ERR3275126_1.fastq",136527050,"Adult",0.914994733286867
"ERR3275126_1","10678_0024_idba_bin.135",41,17709,809,"ERR3275126_1.fastq",136527050,"Adult",0.334607581811002
"ERR3275126_1","10675_0017_idba_bin.63",18,10164,195,"ERR3275126_1.fastq",136527050,"Adult",0.140524241126216
"ERR3275126_1","malmuthuge.158",35,15363,8,"ERR3275126_1.fastq",136527050,"Adult",0.003814127881158
"ERR3275126_1","Ruminococcaceae_CPB6",41,18129,23,"ERR3275126_1.fastq",136527050,"Adult",0.00929255800567666
"ERR3275126_1","10678_min2k_bin.2957",37,16101,100,"ERR3275126_1.fastq",136527050,"Adult",0.0454913100414806
"ERR3275126_1","10677_0019_idba_bin.37",23,9222,15,"ERR3275126_1.fastq",136527050,"Adult",0.0119137212585862
"ERR3275126_1","malmuthuge.164",43,18489,47,"ERR3275126_1.fastq",136527050,"Adult",0.0186194020228029
"ERR3275126_1","10677_0023_idba_bin.13",41,18111,23,"ERR3275126_1.fastq",136527050,"Adult",0.00930179361078417
"ERR3275126_1","10676_min2k_bin.3406",41,18084,20,"ERR3275126_1.fastq",136527050,"Adult",0.00810059260094978
"ERR3275126_1","malmuthuge.128",41,18225,5,"ERR3275126_1.fastq",136527050,"Adult",0.00200948033738787
"ERR3275126_1","Megasphaera_elsdenii_2410",31,13602,11,"ERR3275126_1.fastq",136527050,"Adult",0.00592340200908445
"ERR3275126_1","10677_min2k_bin.4359",27,11229,43,"ERR3275126_1.fastq",136527050,"Adult",0.028048437143155
"ERR3275126_1","malmuthuge.79",28,12450,32,"ERR3275126_1.fastq",136527050,"Adult",0.0188261675946121
"ERR3275126_1","10674_min2k_bin.1792",42,18066,56,"ERR3275126_1.fastq",136527050,"Adult",0.0227042580796863
"ERR3275126_1","10674_0003_idba_bin.96",41,18645,38,"ERR3275126_1.fastq",136527050,"Adult",0.0149280301170069
"ERR3275126_1","10676_min2k_bin.2753",42,18609,78,"ERR3275126_1.fastq",136527050,"Adult",0.0307010239519988
"ERR3275126_1","10676_min2k_bin.3258",23,9531,10,"ERR3275126_1.fastq",136527050,"Adult",0.00768498146026523
"ERR3275126_1","Pseudoramibacter_alactolyticus_ATCC23263",44,18396,8,"ERR3275126_1.fastq",136527050,"Adult",0.00318528194380465
"ERR3275126_1","malmuthuge.34",41,17973,13,"ERR3275126_1.fastq",136527050,"Adult",0.00529790384393948
"ERR3275126_1","Megasphaera_hexanoica_MH",42,17547,9,"ERR3275126_1.fastq",136527050,"Adult",0.00375682466906076
"ERR3275126_1","10677_0023_idba_bin.239",41,18483,7,"ERR3275126_1.fastq",136527050,"Adult",0.00277400264072128
"ERR3275120_1","10678_0024_idba_bin.135",41,17709,7311,"ERR3275120_1.fastq",125816186,"Adult",3.28130220337089
"ERR3275120_1","10674_0003_idba_bin.96",41,18645,3563,"ERR3275120_1.fastq",125816186,"Adult",1.51885711108683
"ERR3275120_1","malmuthuge.158",35,15363,656,"ERR3275120_1.fastq",125816186,"Adult",0.339383944533612
"ERR3275120_1","malmuthuge.34",41,17973,421,"ERR3275120_1.fastq",125816186,"Adult",0.186176561784175
"ERR3275120_1","10677_0023_idba_bin.13",41,18111,2309,"ERR3275120_1.fastq",125816186,"Adult",1.0133162016447
"ERR3275120_1","10678_0051_idba_bin.51",43,20247,168,"ERR3275120_1.fastq",125816186,"Adult",0.0659495874349754
"ERR3275120_1","malmuthuge.128",41,18225,871,"ERR3275120_1.fastq",125816186,"Adult",0.379851724315523
"ERR3275120_1","10677_0023_idba_bin.239",41,18483,518,"ERR3275120_1.fastq",125816186,"Adult",0.222751573434372
"ERR3275120_1","10674_min2k_bin.1792",42,18066,104,"ERR3275120_1.fastq",125816186,"Adult",0.0457546057533681
"ERR3275120_1","10676_min2k_bin.2753",42,18609,228,"ERR3275120_1.fastq",125816186,"Adult",0.097381238874903
"ERR3275120_1","10676_min2k_bin.3406",41,18084,267,"ERR3275120_1.fastq",125816186,"Adult",0.117349230786922
"ERR3275120_1","Megasphaera_hexanoica_MH",42,17547,184,"ERR3275120_1.fastq",125816186,"Adult",0.0833447850977287
"ERR3275120_1","10677_min2k_bin.4359",27,11229,33,"ERR3275120_1.fastq",125816186,"Adult",0.0233580370099669
"ERR3275120_1","10677_0034_idba_bin.198",42,18354,44,"ERR3275120_1.fastq",125816186,"Adult",0.0190539680785237
"ERR3275120_1","malmuthuge.164",43,18489,41,"ERR3275120_1.fastq",125816186,"Adult",0.0176251945071052
"ERR3275120_1","10674_0009_idba_bin.117",37,20709,20,"ERR3275120_1.fastq",125816186,"Adult",0.00767598914203364
"ERR3275120_1","10677_min2k_bin.3664",29,11922,26,"ERR3275120_1.fastq",125816186,"Adult",0.0173335578665565
"ERR3275120_1","10678_min2k_bin.2957",37,16101,29,"ERR3275120_1.fastq",125816186,"Adult",0.014315569576824
"ERR3275120_1","10676_min2k_bin.3258",23,9531,12,"ERR3275120_1.fastq",125816186,"Adult",0.0100070543998977
"ERR3275120_1","10675_0017_idba_bin.63",18,10164,19,"ERR3275120_1.fastq",125816186,"Adult",0.0148577288651373
"ERR3275120_1","10677_0019_idba_bin.218",40,17688,32,"ERR3275120_1.fastq",125816186,"Adult",0.0143792002842492
"ERR3275120_1","10676_0049_idba_bin.70",39,19470,32,"ERR3275120_1.fastq",125816186,"Adult",0.0130631378853518
"ERR3275120_1","Pseudoramibacter_alactolyticus_ATCC23263",44,18396,2,"ERR3275120_1.fastq",125816186,"Adult",0.000864112084922671
"ERR3275120_1","malmuthuge.79",28,12450,2,"ERR3275120_1.fastq",125816186,"Adult",0.00127680368789056
"ERR3275120_1","Ruminococcaceae_CPB6",41,18129,2,"ERR3275120_1.fastq",125816186,"Adult",0.000876838541245378
"ERR3275120_1","Megasphaera_elsdenii_2410",31,13602,7,"ERR3275120_1.fastq",125816186,"Adult",0.00409033382589554
"ERR3275121_1","10676_0049_idba_bin.70",39,19470,32,"ERR3275121_1.fastq",126311197,"Adult",0.0130119437149113
"ERR3275121_1","10674_0003_idba_bin.96",41,18645,523,"ERR3275121_1.fastq",126311197,"Adult",0.222073864607863
"ERR3275121_1","malmuthuge.128",41,18225,1007,"ERR3275121_1.fastq",126311197,"Adult",0.437441601402996
"ERR3275121_1","Megasphaera_hexanoica_MH",42,17547,157,"ERR3275121_1.fastq",126311197,"Adult",0.0708361461864983
"ERR3275121_1","10677_0034_idba_bin.198",42,18354,106,"ERR3275121_1.fastq",126311197,"Adult",0.0457228493749798
"ERR3275121_1","10678_0024_idba_bin.135",41,17709,933,"ERR3275121_1.fastq",126311197,"Adult",0.417105344868177
"ERR3275121_1","10676_min2k_bin.3406",41,18084,466,"ERR3275121_1.fastq",126311197,"Adult",0.204009112966338
"ERR3275121_1","10677_0023_idba_bin.239",41,18483,49,"ERR3275121_1.fastq",126311197,"Adult",0.0209885175944395
"ERR3275121_1","malmuthuge.34",41,17973,165,"ERR3275121_1.fastq",126311197,"Adult",0.072681104610628
"ERR3275121_1","Megasphaera_elsdenii_2410",31,13602,302,"ERR3275121_1.fastq",126311197,"Adult",0.175777110735221
"ERR3275121_1","malmuthuge.158",35,15363,304,"ERR3275121_1.fastq",126311197,"Adult",0.156659127073395
"ERR3275121_1","malmuthuge.164",43,18489,87,"ERR3275121_1.fastq",126311197,"Adult",0.0372532339148464
"ERR3275121_1","10677_min2k_bin.3664",29,11922,146,"ERR3275121_1.fastq",126311197,"Adult",0.0969531418881087
"ERR3275121_1","10677_0023_idba_bin.13",41,18111,100,"ERR3275121_1.fastq",126311197,"Adult",0.0437135139089024
"ERR3275121_1","10677_0019_idba_bin.218",40,17688,69,"ERR3275121_1.fastq",126311197,"Adult",0.0308836420612195
"ERR3275121_1","10678_0051_idba_bin.51",43,20247,226,"ERR3275121_1.fastq",126311197,"Adult",0.0883702137557829
"ERR3275121_1","10677_min2k_bin.4359",27,11229,11,"ERR3275121_1.fastq",126311197,"Adult",0.00775549911340765
"ERR3275121_1","10676_min2k_bin.2753",42,18609,21,"ERR3275121_1.fastq",126311197,"Adult",0.00893417403325636
"ERR3275121_1","10675_0017_idba_bin.63",18,10164,11,"ERR3275121_1.fastq",126311197,"Adult",0.0085681325801313
"ERR3275121_1","10678_min2k_bin.2957",37,16101,40,"ERR3275121_1.fastq",126311197,"Adult",0.0196682305547266
"ERR3275121_1","10674_0009_idba_bin.117",37,20709,62,"ERR3275121_1.fastq",126311197,"Adult",0.0237023120020552
