"file","genome","n_ribosomal_proteins","total_ribosomal_gene_len","n_reads_mapped","Filename","ReadCount","dataset","normalized_reads_per_kB_per_M"
"SRR5190284_1","10676_min2k_bin.3406",41,18084,3,"SRR5190284_1.fastq",16606854,"Calf",0.00998939965745017
"SRR5190284_1","10677_min2k_bin.3664",29,11922,1,"SRR5190284_1.fastq",16606854,"Calf",0.00505083888065003
"ERR3201415_1","10677_0019_idba_bin.218",40,17688,762,"ERR3201415_1.fastq",75825046,"Adult",0.568150717298399
"ERR3201415_1","10674_0009_idba_bin.117",37,20709,468,"ERR3201415_1.fastq",75825046,"Adult",0.298039648488933
"ERR3201415_1","10678_0051_idba_bin.51",43,20247,641,"ERR3201415_1.fastq",75825046,"Adult",0.417527095354977
"ERR3201415_1","10676_0049_idba_bin.70",39,19470,631,"ERR3201415_1.fastq",75825046,"Adult",0.427415950446629
"ERR3201415_1","malmuthuge.34",41,17973,8,"ERR3201415_1.fastq",75825046,"Adult",0.00587025179797932
"ERR3201415_1","10675_0017_idba_bin.63",18,10164,25,"ERR3201415_1.fastq",75825046,"Adult",0.0324386423790714
"ERR3201415_1","10677_0034_idba_bin.198",42,18354,74,"ERR3201415_1.fastq",75825046,"Adult",0.0531726505926235
"ERR3201415_1","10678_min2k_bin.2957",37,16101,47,"ERR3201415_1.fastq",75825046,"Adult",0.0384974820784335
"ERR3201415_1","malmuthuge.164",43,18489,10,"ERR3201415_1.fastq",75825046,"Adult",0.0071330274463926
"ERR3201415_1","malmuthuge.79",28,12450,5,"ERR3201415_1.fastq",75825046,"Adult",0.0052964877291708
"ERR3201415_1","malmuthuge.128",41,18225,4,"ERR3201415_1.fastq",75825046,"Adult",0.00289454144211474
"ERR3201415_1","10677_0023_idba_bin.13",41,18111,7,"ERR3201415_1.fastq",75825046,"Adult",0.00509733206998217
"ERR3201415_1","10676_min2k_bin.2753",42,18609,13,"ERR3201415_1.fastq",75825046,"Adult",0.00921313922259437
"ERR3201415_1","Ruminococcaceae_CPB6",41,18129,8,"ERR3201415_1.fastq",75825046,"Adult",0.00581973829582891
"ERR3201415_1","10676_min2k_bin.3258",23,9531,6,"ERR3201415_1.fastq",75825046,"Adult",0.00830233204005998
"ERR3201415_1","10676_min2k_bin.3406",41,18084,11,"ERR3201415_1.fastq",75825046,"Adult",0.00802205258250321
"ERR3201415_1","10677_0023_idba_bin.239",41,18483,2,"ERR3201415_1.fastq",75825046,"Adult",0.001427068597699
"ERR3201415_1","10678_0024_idba_bin.135",41,17709,9,"ERR3201415_1.fastq",75825046,"Adult",0.00670248404826459
"ERR3201415_1","malmuthuge.158",35,15363,4,"ERR3201415_1.fastq",75825046,"Adult",0.00343377060356318
"ERR3201415_1","10677_min2k_bin.4359",27,11229,1,"ERR3201415_1.fastq",75825046,"Adult",0.00117448164980277
"ERR3201415_1","Megasphaera_hexanoica_MH",42,17547,4,"ERR3201415_1.fastq",75825046,"Adult",0.00300638387089196
"ERR3201415_1","10674_min2k_bin.1792",42,18066,5,"ERR3201415_1.fastq",75825046,"Adult",0.00365002060379588
"ERR3201415_1","10677_0019_idba_bin.37",23,9222,1,"ERR3201415_1.fastq",75825046,"Adult",0.00143008614678327
"ERR3201415_1","10674_0003_idba_bin.96",41,18645,1,"ERR3201415_1.fastq",75825046,"Adult",0.000707334644442761
"ERR3201415_1","10677_min2k_bin.3664",29,11922,1,"ERR3201415_1.fastq",75825046,"Adult",0.00110621157906687
"ERR3201415_1","Megasphaera_elsdenii_2410",31,13602,1,"ERR3201415_1.fastq",75825046,"Adult",0.000969582006001712
"SRR5190283_1","10678_0024_idba_bin.135",41,17709,4546,"SRR5190283_1.fastq",22680739,"Calf",11.3182215934718
"SRR5190283_1","malmuthuge.128",41,18225,5124,"SRR5190283_1.fastq",22680739,"Calf",12.3960803646868
"SRR5190283_1","malmuthuge.158",35,15363,389,"SRR5190283_1.fastq",22680739,"Calf",1.11639111090908
"SRR5190283_1","10674_0003_idba_bin.96",41,18645,1132,"SRR5190283_1.fastq",22680739,"Calf",2.67686727359127
"SRR5190283_1","10677_0023_idba_bin.239",41,18483,175,"SRR5190283_1.fastq",22680739,"Calf",0.417453766861264
"SRR5190283_1","malmuthuge.34",41,17973,180,"SRR5190283_1.fastq",22680739,"Calf",0.441565088941798
"SRR5190283_1","Megasphaera_elsdenii_2410",31,13602,525,"SRR5190283_1.fastq",22680739,"Calf",1.70176399931556
"SRR5190283_1","10675_0017_idba_bin.63",18,10164,6,"SRR5190283_1.fastq",22680739,"Calf",0.0260273164880983
"SRR5190283_1","10674_min2k_bin.1792",42,18066,162,"SRR5190283_1.fastq",22680739,"Calf",0.395362803564477
"SRR5190283_1","malmuthuge.164",43,18489,61,"SRR5190283_1.fastq",22680739,"Calf",0.145465234570888
"SRR5190283_1","Megasphaera_hexanoica_MH",42,17547,60,"SRR5190283_1.fastq",22680739,"Calf",0.150761751174008
"SRR5190283_1","10676_min2k_bin.2753",42,18609,3,"SRR5190283_1.fastq",22680739,"Calf",0.00710789523308697
"SRR5190283_1","10678_0051_idba_bin.51",43,20247,3,"SRR5190283_1.fastq",22680739,"Calf",0.00653286029498274
"SRR5190283_1","10676_0049_idba_bin.70",39,19470,5,"SRR5190283_1.fastq",22680739,"Calf",0.0113226179072518
"SRR5190283_1","10678_min2k_bin.2957",37,16101,2,"SRR5190283_1.fastq",22680739,"Calf",0.00547671251858127
"SRR5190283_1","malmuthuge.79",28,12450,1,"SRR5190283_1.fastq",22680739,"Calf",0.00354138748038863
"SRR5190283_1","10676_min2k_bin.3406",41,18084,3,"SRR5190283_1.fastq",22680739,"Calf",0.00731424587439259
"SRR5190283_1","10677_min2k_bin.3664",29,11922,3,"SRR5190283_1.fastq",22680739,"Calf",0.0110946839785703
"SRR5190283_1","10677_0023_idba_bin.13",41,18111,1,"SRR5190283_1.fastq",22680739,"Calf",0.00243444724923188
"SRR5190272_1","Megasphaera_elsdenii_2410",31,13602,789,"SRR5190272_1.fastq",11624819,"Calf",4.98985623452867
"SRR5190272_1","Megasphaera_hexanoica_MH",42,17547,330,"SRR5190272_1.fastq",11624819,"Calf",1.61780012338974
"SRR5190272_1","malmuthuge.164",43,18489,26,"SRR5190272_1.fastq",11624819,"Calf",0.120968898442991
"SRR5190272_1","malmuthuge.128",41,18225,5,"SRR5190272_1.fastq",11624819,"Calf",0.023600231753851
"SRR5190272_1","10678_0051_idba_bin.51",43,20247,1,"SRR5190272_1.fastq",11624819,"Calf",0.00424867114845592
"SRR5190272_1","10676_min2k_bin.3406",41,18084,5,"SRR5190272_1.fastq",11624819,"Calf",0.0237842415236637
"SRR5190272_1","10678_0024_idba_bin.135",41,17709,5,"SRR5190272_1.fastq",11624819,"Calf",0.0242878888539124
"SRR5190272_1","malmuthuge.158",35,15363,1,"SRR5190272_1.fastq",11624819,"Calf",0.00559935199783811
"SRR5190272_1","10674_min2k_bin.1792",42,18066,1,"SRR5190272_1.fastq",11624819,"Calf",0.0047615877749799
"ERR3201412_1","10678_0024_idba_bin.135",41,17709,2368,"ERR3201412_1.fastq",58716856,"Adult",2.27732422998614
"ERR3201412_1","10678_0051_idba_bin.51",43,20247,65,"ERR3201412_1.fastq",58716856,"Adult",0.0546751370839055
"ERR3201412_1","10677_0023_idba_bin.239",41,18483,125,"ERR3201412_1.fastq",58716856,"Adult",0.115179385270647
"ERR3201412_1","10677_0023_idba_bin.13",41,18111,107,"ERR3201412_1.fastq",58716856,"Adult",0.100618665713186
"ERR3201412_1","10677_0019_idba_bin.218",40,17688,577,"ERR3201412_1.fastq",58716856,"Adult",0.555564248521667
"ERR3201412_1","10674_0003_idba_bin.96",41,18645,1387,"ERR3201412_1.fastq",58716856,"Adult",1.26692609133897
"ERR3201412_1","malmuthuge.128",41,18225,121,"ERR3201412_1.fastq",58716856,"Adult",0.113071991191371
"ERR3201412_1","malmuthuge.158",35,15363,131,"ERR3201412_1.fastq",58716856,"Adult",0.145222019507865
"ERR3201412_1","10675_0017_idba_bin.63",18,10164,28,"ERR3201412_1.fastq",58716856,"Adult",0.0469170375307411
"ERR3201412_1","10674_0009_idba_bin.117",37,20709,103,"ERR3201412_1.fastq",58716856,"Adult",0.0847062203021332
"ERR3201412_1","10676_min2k_bin.2753",42,18609,24,"ERR3201412_1.fastq",58716856,"Adult",0.0219647069142789
"ERR3201412_1","10677_0034_idba_bin.198",42,18354,43,"ERR3201412_1.fastq",58716856,"Adult",0.0399001873606482
"ERR3201412_1","Megasphaera_hexanoica_MH",42,17547,55,"ERR3201412_1.fastq",58716856,"Adult",0.0533822678692224
"ERR3201412_1","10678_min2k_bin.2957",37,16101,9,"ERR3201412_1.fastq",58716856,"Adult",0.00951977899589659
"ERR3201412_1","10674_min2k_bin.1792",42,18066,57,"ERR3201412_1.fastq",58716856,"Adult",0.053734109573152
"ERR3201412_1","10676_min2k_bin.3406",41,18084,34,"ERR3201412_1.fastq",58716856,"Adult",0.0320200219644109
"ERR3201412_1","malmuthuge.34",41,17973,60,"ERR3201412_1.fastq",58716856,"Adult",0.0568548977588349
"ERR3201412_1","malmuthuge.79",28,12450,5,"ERR3201412_1.fastq",58716856,"Adult",0.00683971270026466
"ERR3201412_1","malmuthuge.164",43,18489,9,"ERR3201412_1.fastq",58716856,"Adult",0.00829022454502304
"ERR3201412_1","10677_min2k_bin.3664",29,11922,25,"ERR3201412_1.fastq",58716856,"Adult",0.0357131450756144
"ERR3201412_1","10676_0049_idba_bin.70",39,19470,11,"ERR3201412_1.fastq",58716856,"Adult",0.00962196871393164
"ERR3201412_1","Pseudoramibacter_alactolyticus_ATCC23263",44,18396,5,"ERR3201412_1.fastq",58716856,"Adult",0.00462896407470619
"ERR3201412_1","10676_min2k_bin.3258",23,9531,7,"ERR3201412_1.fastq",58716856,"Adult",0.0125082564647585
"ERR3201412_1","Megasphaera_elsdenii_2410",31,13602,1,"ERR3201412_1.fastq",58716856,"Adult",0.00125208679779878
"SRR5190280_1","malmuthuge.128",41,18225,1904,"SRR5190280_1.fastq",18452359,"Calf",5.66170858082124
"SRR5190280_1","malmuthuge.34",41,17973,255,"SRR5190280_1.fastq",18452359,"Calf",0.768896193139912
"SRR5190280_1","10674_0003_idba_bin.96",41,18645,986,"SRR5190280_1.fastq",18452359,"Calf",2.86591055403454
"SRR5190280_1","Megasphaera_elsdenii_2410",31,13602,1184,"SRR5190280_1.fastq",18452359,"Calf",4.71733845215828
"SRR5190280_1","malmuthuge.158",35,15363,195,"SRR5190280_1.fastq",18452359,"Calf",0.687870501054663
"SRR5190280_1","10678_0024_idba_bin.135",41,17709,484,"SRR5190280_1.fastq",18452359,"Calf",1.48115131426094
"SRR5190280_1","10677_0023_idba_bin.13",41,18111,1156,"SRR5190280_1.fastq",18452359,"Calf",3.45910311226197
"SRR5190280_1","Megasphaera_hexanoica_MH",42,17547,319,"SRR5190280_1.fastq",18452359,"Calf",0.985226107160458
"SRR5190280_1","10677_0023_idba_bin.239",41,18483,153,"SRR5190280_1.fastq",18452359,"Calf",0.448608059707958
"SRR5190280_1","malmuthuge.164",43,18489,35,"SRR5190280_1.fastq",18452359,"Calf",0.102589455898129
"SRR5190280_1","10674_min2k_bin.1792",42,18066,39,"SRR5190280_1.fastq",18452359,"Calf",0.116990529256092
"SRR5190280_1","10677_min2k_bin.3664",29,11922,2,"SRR5190280_1.fastq",18452359,"Calf",0.00909136266734009
"SRR5190280_1","10676_min2k_bin.3406",41,18084,5,"SRR5190280_1.fastq",18452359,"Calf",0.0149838566854718
"SRR5190280_1","10678_0051_idba_bin.51",43,20247,1,"SRR5190280_1.fastq",18452359,"Calf",0.00267662433249441
"SRR5190280_1","10676_0049_idba_bin.70",39,19470,1,"SRR5190280_1.fastq",18452359,"Calf",0.00278344185208086
"SRR5190280_1","10675_0017_idba_bin.63",18,10164,4,"SRR5190280_1.fastq",18452359,"Calf",0.021327671334126
"SRR5190280_1","10676_min2k_bin.2753",42,18609,1,"SRR5190280_1.fastq",18452359,"Calf",0.00291222595840799
"SRR5190277_1","malmuthuge.128",41,18225,1435,"SRR5190277_1.fastq",21481189,"Calf",3.66543943431231
"SRR5190277_1","10674_0003_idba_bin.96",41,18645,1242,"SRR5190277_1.fastq",21481189,"Calf",3.10099375712929
"SRR5190277_1","10678_0024_idba_bin.135",41,17709,295,"SRR5190277_1.fastq",21481189,"Calf",0.775478321861611
"SRR5190277_1","malmuthuge.158",35,15363,325,"SRR5190277_1.fastq",21481189,"Calf",0.984802209270207
"SRR5190277_1","malmuthuge.34",41,17973,141,"SRR5190277_1.fastq",21481189,"Calf",0.365207949374243
"SRR5190277_1","Megasphaera_elsdenii_2410",31,13602,1248,"SRR5190277_1.fastq",21481189,"Calf",4.27123531462357
"SRR5190277_1","Megasphaera_hexanoica_MH",42,17547,472,"SRR5190277_1.fastq",21481189,"Calf",1.25222049142051
"SRR5190277_1","10677_0023_idba_bin.239",41,18483,201,"SRR5190277_1.fastq",21481189,"Calf",0.506250281471898
"SRR5190277_1","malmuthuge.79",28,12450,3,"SRR5190277_1.fastq",21481189,"Calf",0.0112174356559912
"SRR5190277_1","malmuthuge.164",43,18489,78,"SRR5190277_1.fastq",21481189,"Calf",0.196391579958049
"SRR5190277_1","10678_0051_idba_bin.51",43,20247,1,"SRR5190277_1.fastq",21481189,"Calf",0.00229922250073412
"SRR5190277_1","10676_min2k_bin.2753",42,18609,1,"SRR5190277_1.fastq",21481189,"Calf",0.00250160449096478
"SRR5190277_1","10674_min2k_bin.1792",42,18066,16,"SRR5190277_1.fastq",21481189,"Calf",0.0412287018464418
"SRR5190277_1","10675_0017_idba_bin.63",18,10164,3,"SRR5190277_1.fastq",21481189,"Calf",0.0137403653991628
"SRR5190277_1","10677_0023_idba_bin.13",41,18111,5,"SRR5190277_1.fastq",21481189,"Calf",0.0128519568141913
"SRR5190277_1","10676_0049_idba_bin.70",39,19470,3,"SRR5190277_1.fastq",21481189,"Calf",0.00717293651346127
"SRR5190277_1","10677_min2k_bin.3664",29,11922,1,"SRR5190277_1.fastq",21481189,"Calf",0.00390474400036601
"SRR5190277_1","10678_min2k_bin.2957",37,16101,1,"SRR5190277_1.fastq",21481189,"Calf",0.00289127122367329
"ERR3275125_1","10674_0009_idba_bin.117",37,20709,2127,"ERR3275125_1.fastq",128523824,"Adult",0.799143411074874
"ERR3275125_1","10677_0019_idba_bin.218",40,17688,993,"ERR3275125_1.fastq",128523824,"Adult",0.436804275031697
"ERR3275125_1","10678_0051_idba_bin.51",43,20247,1911,"ERR3275125_1.fastq",128523824,"Adult",0.734372432285524
"ERR3275125_1","10677_0034_idba_bin.198",42,18354,700,"ERR3275125_1.fastq",128523824,"Adult",0.296745180287975
"ERR3275125_1","10676_0049_idba_bin.70",39,19470,1937,"ERR3275125_1.fastq",128523824,"Adult",0.774069633322595
"ERR3275125_1","10674_0003_idba_bin.96",41,18645,208,"ERR3275125_1.fastq",128523824,"Adult",0.0867995169990533
"ERR3275125_1","10678_0024_idba_bin.135",41,17709,249,"ERR3275125_1.fastq",128523824,"Adult",0.109401095384298
"ERR3275125_1","10675_0017_idba_bin.63",18,10164,73,"ERR3275125_1.fastq",128523824,"Adult",0.0558823376408896
"ERR3275125_1","10678_min2k_bin.2957",37,16101,84,"ERR3275125_1.fastq",128523824,"Adult",0.0405922194075312
"ERR3275125_1","10676_min2k_bin.2753",42,18609,54,"ERR3275125_1.fastq",128523824,"Adult",0.022578084038161
"ERR3275125_1","malmuthuge.158",35,15363,38,"ERR3275125_1.fastq",128523824,"Adult",0.019245266408366
"ERR3275125_1","Megasphaera_hexanoica_MH",42,17547,12,"ERR3275125_1.fastq",128523824,"Adult",0.00532101803874215
"ERR3275125_1","10674_min2k_bin.1792",42,18066,37,"ERR3275125_1.fastq",128523824,"Adult",0.0159351471938767
"ERR3275125_1","10677_0023_idba_bin.239",41,18483,22,"ERR3275125_1.fastq",128523824,"Adult",0.00926118540265734
"ERR3275125_1","10676_min2k_bin.3406",41,18084,32,"ERR3275125_1.fastq",128523824,"Adult",0.013768031191596
"ERR3275125_1","Megasphaera_elsdenii_2410",31,13602,12,"ERR3275125_1.fastq",128523824,"Adult",0.00686427757137249
"ERR3275125_1","malmuthuge.164",43,18489,28,"ERR3275125_1.fastq",128523824,"Adult",0.0117831381664893
"ERR3275125_1","10677_0023_idba_bin.13",41,18111,84,"ERR3275125_1.fastq",128523824,"Adult",0.0360872025112175
"ERR3275125_1","malmuthuge.34",41,17973,21,"ERR3275125_1.fastq",128523824,"Adult",0.00909107167251794
"ERR3275125_1","10677_min2k_bin.4359",27,11229,6,"ERR3275125_1.fastq",128523824,"Adult",0.0041574451654559
"ERR3275125_1","10677_min2k_bin.3664",29,11922,17,"ERR3275125_1.fastq",128523824,"Adult",0.011094715371713
"ERR3275125_1","malmuthuge.128",41,18225,32,"ERR3275125_1.fastq",128523824,"Adult",0.013661513090196
"ERR3275125_1","Ruminococcaceae_CPB6",41,18129,10,"ERR3275125_1.fastq",128523824,"Adult",0.00429183001111518
"ERR3275125_1","Pseudoramibacter_alactolyticus_ATCC23263",44,18396,7,"ERR3275125_1.fastq",128523824,"Adult",0.00296067679876359
"ERR3275125_1","malmuthuge.79",28,12450,26,"ERR3275125_1.fastq",128523824,"Adult",0.0162487650044915
"ERR3275125_1","10677_0019_idba_bin.37",23,9222,7,"ERR3275125_1.fastq",128523824,"Adult",0.00590594343852255
"ERR3275125_1","10676_min2k_bin.3258",23,9531,8,"ERR3275125_1.fastq",128523824,"Adult",0.00653082247583734
"SRR5190268_1","Megasphaera_hexanoica_MH",42,17547,1,"SRR5190268_1.fastq",31021269,"Calf",0.00183712016507159
"SRR5190268_1","Megasphaera_elsdenii_2410",31,13602,3,"SRR5190268_1.fastq",31021269,"Calf",0.00710982521758076
"SRR5190268_1","10674_0003_idba_bin.96",41,18645,2,"SRR5190268_1.fastq",31021269,"Calf",0.00345786511520635
"SRR5190268_1","malmuthuge.128",41,18225,1,"SRR5190268_1.fastq",31021269,"Calf",0.00176877627086481
"SRR5190270_1","Megasphaera_hexanoica_MH",42,17547,1428,"SRR5190270_1.fastq",33983931,"Calf",2.39470332974553
"SRR5190270_1","Megasphaera_elsdenii_2410",31,13602,1790,"SRR5190270_1.fastq",33983931,"Calf",3.87236821921735
"SRR5190270_1","malmuthuge.164",43,18489,289,"SRR5190270_1.fastq",33983931,"Calf",0.45995019468446
"SRR5190270_1","malmuthuge.79",28,12450,390,"SRR5190270_1.fastq",33983931,"Calf",0.921768032215557
"SRR5190270_1","10674_0003_idba_bin.96",41,18645,96,"SRR5190270_1.fastq",33983931,"Calf",0.151507883752987
"SRR5190270_1","10674_0009_idba_bin.117",37,20709,1,"SRR5190270_1.fastq",33983931,"Calf",0.0014209122505988
"SRR5190270_1","10677_0023_idba_bin.239",41,18483,17,"SRR5190270_1.fastq",33983931,"Calf",0.0270646767602693
"SRR5190270_1","10677_0019_idba_bin.218",40,17688,1,"SRR5190270_1.fastq",33983931,"Calf",0.0016635951943493
"SRR5190270_1","10678_0051_idba_bin.51",43,20247,1,"SRR5190270_1.fastq",33983931,"Calf",0.00145333490382034
"SRR5190270_1","Ruminococcaceae_CPB6",41,18129,1,"SRR5190270_1.fastq",33983931,"Calf",0.0016231271331927
"SRR5190270_1","10676_min2k_bin.3406",41,18084,2,"SRR5190270_1.fastq",33983931,"Calf",0.00325433220500448
"SRR5190270_1","malmuthuge.34",41,17973,1,"SRR5190270_1.fastq",33983931,"Calf",0.00163721536736496
"SRR5190270_1","10677_0023_idba_bin.13",41,18111,1,"SRR5190270_1.fastq",33983931,"Calf",0.00162474031238753
"SRR5190270_1","10677_0034_idba_bin.198",42,18354,1,"SRR5190270_1.fastq",33983931,"Calf",0.00160322936676749
"SRR5190270_1","10676_min2k_bin.2753",42,18609,1,"SRR5190270_1.fastq",33983931,"Calf",0.00158126023954272
"SRR5190282_1","10674_0003_idba_bin.96",41,18645,1173,"SRR5190282_1.fastq",20848739,"Calf",3.01755942793509
"SRR5190282_1","10678_0024_idba_bin.135",41,17709,270,"SRR5190282_1.fastq",20848739,"Calf",0.731290503383339
"SRR5190282_1","Megasphaera_elsdenii_2410",31,13602,1436,"SRR5190282_1.fastq",20848739,"Calf",5.06374557691972
"SRR5190282_1","malmuthuge.128",41,18225,1784,"SRR5190282_1.fastq",20848739,"Calf",4.69512890668238
"SRR5190282_1","malmuthuge.158",35,15363,394,"SRR5190282_1.fastq",20848739,"Calf",1.23009994397789
"SRR5190282_1","Megasphaera_hexanoica_MH",42,17547,198,"SRR5190282_1.fastq",20848739,"Calf",0.541230823003253
"SRR5190282_1","malmuthuge.34",41,17973,204,"SRR5190282_1.fastq",20848739,"Calf",0.544414646451317
"SRR5190282_1","malmuthuge.164",43,18489,120,"SRR5190282_1.fastq",20848739,"Calf",0.311306386966798
"SRR5190282_1","10677_0023_idba_bin.239",41,18483,201,"SRR5190282_1.fastq",20848739,"Calf",0.521607468806676
"SRR5190282_1","10674_min2k_bin.1792",42,18066,31,"SRR5190282_1.fastq",20848739,"Calf",0.0823038015459533
"SRR5190282_1","malmuthuge.79",28,12450,4,"SRR5190282_1.fastq",20848739,"Calf",0.0154102912680834
"SRR5190282_1","10677_0023_idba_bin.13",41,18111,2,"SRR5190282_1.fastq",20848739,"Calf",0.00529672923327364
"SRR5190282_1","10677_min2k_bin.3664",29,11922,4,"SRR5190282_1.fastq",20848739,"Calf",0.0160927802623417
"SRR5190282_1","10678_min2k_bin.2957",37,16101,1,"SRR5190282_1.fastq",20848739,"Calf",0.00297897842195575
"SRR5190282_1","10676_min2k_bin.2753",42,18609,3,"SRR5190282_1.fastq",20848739,"Calf",0.00773247325034813
"SRR5190282_1","10676_0049_idba_bin.70",39,19470,4,"SRR5190282_1.fastq",20848739,"Calf",0.00985403833013035
"SRR5190282_1","10678_0051_idba_bin.51",43,20247,1,"SRR5190282_1.fastq",20848739,"Calf",0.00236896980154638
"SRR5190282_1","10675_0017_idba_bin.63",18,10164,1,"SRR5190282_1.fastq",20848739,"Calf",0.00471906056394229
"SRR5190274_1","10674_0003_idba_bin.96",41,18645,1046,"SRR5190274_1.fastq",30311919,"Calf",1.85078454854905
"SRR5190274_1","Megasphaera_hexanoica_MH",42,17547,919,"SRR5190274_1.fastq",30311919,"Calf",1.72782281191446
"SRR5190274_1","malmuthuge.79",28,12450,94,"SRR5190274_1.fastq",30311919,"Calf",0.249083563571572
"SRR5190274_1","malmuthuge.128",41,18225,139,"SRR5190274_1.fastq",30311919,"Calf",0.251613437783489
"SRR5190274_1","Megasphaera_elsdenii_2410",31,13602,1948,"SRR5190274_1.fastq",30311919,"Calf",4.72468381830262
"SRR5190274_1","10677_0023_idba_bin.239",41,18483,150,"SRR5190274_1.fastq",30311919,"Calf",0.267735132669302
"SRR5190274_1","malmuthuge.164",43,18489,242,"SRR5190274_1.fastq",30311919,"Calf",0.431805840093989
"SRR5190274_1","10676_min2k_bin.3406",41,18084,10,"SRR5190274_1.fastq",30311919,"Calf",0.0182428240696259
"SRR5190274_1","10674_0009_idba_bin.117",37,20709,2,"SRR5190274_1.fastq",30311919,"Calf",0.00318608557125032
"SRR5190274_1","10676_min2k_bin.2753",42,18609,2,"SRR5190274_1.fastq",30311919,"Calf",0.0035456309363761
"SRR5190274_1","10678_0024_idba_bin.135",41,17709,5,"SRR5190274_1.fastq",30311919,"Calf",0.00931456407688504
"SRR5190274_1","10675_0017_idba_bin.63",18,10164,7,"SRR5190274_1.fastq",30311919,"Calf",0.0227206081594431
"SRR5190274_1","10674_min2k_bin.1792",42,18066,4,"SRR5190274_1.fastq",30311919,"Calf",0.00730440009908368
"SRR5190274_1","10678_min2k_bin.2957",37,16101,6,"SRR5190274_1.fastq",30311919,"Calf",0.0122937667402688
"SRR5190274_1","10677_0034_idba_bin.198",42,18354,2,"SRR5190274_1.fastq",30311919,"Calf",0.00359489190884945
"SRR5190274_1","10677_min2k_bin.3664",29,11922,1,"SRR5190274_1.fastq",30311919,"Calf",0.00276718025897596
"SRR5190274_1","10677_0023_idba_bin.13",41,18111,3,"SRR5190274_1.fastq",30311919,"Calf",0.00546468826362621
"SRR5190274_1","10677_0019_idba_bin.37",23,9222,1,"SRR5190274_1.fastq",30311919,"Calf",0.00357735014611922
"ERR3201419_1","10676_0049_idba_bin.70",39,19470,1336,"ERR3201419_1.fastq",73526083,"Adult",0.933252316221647
"ERR3201419_1","10678_0051_idba_bin.51",43,20247,1902,"ERR3201419_1.fastq",73526083,"Adult",1.27763970426243
"ERR3201419_1","10677_0019_idba_bin.218",40,17688,778,"ERR3201419_1.fastq",73526083,"Adult",0.598217945906778
"ERR3201419_1","10674_0003_idba_bin.96",41,18645,4,"ERR3201419_1.fastq",73526083,"Adult",0.0029178043907094
"ERR3201419_1","10674_0009_idba_bin.117",37,20709,642,"ERR3201419_1.fastq",73526083,"Adult",0.421632878931705
"ERR3201419_1","Pseudoramibacter_alactolyticus_ATCC23263",44,18396,4,"ERR3201419_1.fastq",73526083,"Adult",0.00295729848145123
"ERR3201419_1","10678_min2k_bin.2957",37,16101,59,"ERR3201419_1.fastq",73526083,"Adult",0.0498376701605775
"ERR3201419_1","10676_min2k_bin.2753",42,18609,26,"ERR3201419_1.fastq",73526083,"Adult",0.0190024186480224
"ERR3201419_1","10677_0034_idba_bin.198",42,18354,217,"ERR3201419_1.fastq",73526083,"Adult",0.160800567201381
"ERR3201419_1","Ruminococcaceae_CPB6",41,18129,11,"ERR3201419_1.fastq",73526083,"Adult",0.0082523455721847
"ERR3201419_1","malmuthuge.164",43,18489,11,"ERR3201419_1.fastq",73526083,"Adult",0.00809166384759242
"ERR3201419_1","10678_0024_idba_bin.135",41,17709,20,"ERR3201419_1.fastq",73526083,"Adult",0.0153601171338802
"ERR3201419_1","10674_min2k_bin.1792",42,18066,11,"ERR3201419_1.fastq",73526083,"Adult",0.0082811232634859
"ERR3201419_1","10676_min2k_bin.3258",23,9531,7,"ERR3201419_1.fastq",73526083,"Adult",0.00998891092365538
"ERR3201419_1","10677_0023_idba_bin.239",41,18483,6,"ERR3201419_1.fastq",73526083,"Adult",0.00441506759168778
"ERR3201419_1","Megasphaera_hexanoica_MH",42,17547,5,"ERR3201419_1.fastq",73526083,"Adult",0.0038754817678789
"ERR3201419_1","Megasphaera_elsdenii_2410",31,13602,20,"ERR3201419_1.fastq",73526083,"Adult",0.0199979645878462
"ERR3201419_1","10677_0023_idba_bin.13",41,18111,11,"ERR3201419_1.fastq",73526083,"Adult",0.00826054734018753
"ERR3201419_1","10676_min2k_bin.3406",41,18084,9,"ERR3201419_1.fastq",73526083,"Adult",0.00676872049578345
"ERR3201419_1","malmuthuge.158",35,15363,7,"ERR3201419_1.fastq",73526083,"Adult",0.00619698691748744
"ERR3201419_1","malmuthuge.79",28,12450,18,"ERR3201419_1.fastq",73526083,"Adult",0.0196635407944977
"ERR3201419_1","malmuthuge.128",41,18225,4,"ERR3201419_1.fastq",73526083,"Adult",0.00298504597337596
"ERR3201419_1","malmuthuge.34",41,17973,5,"ERR3201419_1.fastq",73526083,"Adult",0.00378362424642358
"ERR3201419_1","10677_min2k_bin.4359",27,11229,8,"ERR3201419_1.fastq",73526083,"Adult",0.00968963627478437
"ERR3201419_1","10675_0017_idba_bin.63",18,10164,7,"ERR3201419_1.fastq",73526083,"Adult",0.00936681523153871
"ERR3201419_1","10677_min2k_bin.3664",29,11922,2,"ERR3201419_1.fastq",73526083,"Adult",0.00228159968397823
"ERR3201419_1","10677_0019_idba_bin.37",23,9222,1,"ERR3201419_1.fastq",73526083,"Adult",0.00147480109696315
"SRR5190271_1","Megasphaera_elsdenii_2410",31,13602,57,"SRR5190271_1.fastq",1346134,"Calf",3.11303348086711
